,start_exp_2.keys,start_exp_2.rt,start_exp_3.keys,start_exp_3.rt,intel_resp.keys,intel_resp.rt,textbox_word.text,key_resp.keys,key_resp.rt,valence_resp.keys,valence_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,file,eng_name,heb_name,category,rms,intelligibility,syllables,category_key,frequency,log_freq,google_freq,log_google_freq,participant,age,gender,correct_guess
807,,NA,,NA,6,1.3345,"<U+05E2><U+05DB><U+05D1><U+05E8><U+05D5><U+05E9>
",return,1.6825,2,0.2758,0,86,86,3,1,akhbarosh.ogg,akhbarosh,<U+05E2><U+05DB><U+05D1><U+05E8><U+05D5><U+05E9>,Animal,0.114850186,NA,3,a,143,2.155336037,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
808,,NA,,NA,1,2.5385,"
",return,0.596,4,0.8746,0,87,87,20,1,bone.ogg,bone,<U+05D1><U+05D5><U+05E0><U+05D4>,Animal,0.109915785,NA,2,a,2950,3.469822016,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
809,,NA,,NA,6,3.2686,"<U+05DE><U+05E8><U+05D2><U+05DE><U+05D4>
",return,1.0006,4,0.452,0,88,88,90,1,margema.ogg,margema,<U+05DE><U+05E8><U+05D2><U+05DE><U+05D4>,Object,0.103211492,NA,3,l,517,2.713490543,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
810,,NA,,NA,6,2.9209,"<U+05D7><U+05D1><U+05DC>
",return,0.4827,4,0.3831,0,89,89,63,1,khevel.ogg,khevel,<U+05D7><U+05D1><U+05DC>,Object,0.089048877,NA,2,l,8454,3.927062243,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
811,,NA,,NA,1,3.7174,"
",return,0.5168,4,1.8202,0,90,90,113,1,ogdan.ogg,ogdan,<U+05D0><U+05D5><U+05D2><U+05D3><U+05DF>,Object,0.128981724,NA,2,l,220,2.342422681,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
812,,NA,,NA,6,1.9013,"<U+05DE><U+05D7><U+05E8>
",return,0.9644,4,0.3182,0,91,91,85,1,makhak.ogg,makhak,<U+05DE><U+05D7><U+05E7>,Object,0.09056624,NA,2,l,1987,3.298197867,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
813,,NA,,NA,6,2.1836,"<U+05E6><U+05D5><U+05D0><U+05D4>
",return,1.5512,4,0.3852,0,92,92,166,1,tzoa.ogg,tzoa,<U+05E6><U+05D5><U+05D0><U+05D4>,Object,0.143895417,NA,2,l,332,2.521138084,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
814,,NA,,NA,6,2.838,"<U+05DE><U+05E7><U+05E7>
",return,0.616,4,0.2026,0,93,93,84,1,makak.ogg,makak,<U+05DE><U+05E7><U+05E7>,Animal,0.090016395,NA,2,a,33,1.51851394,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
815,,NA,,NA,1,1.5852,"
",return,0.2187,4,0.9576,0,94,94,74,1,kluv.ogg,kluv,<U+05DB><U+05DC><U+05D5><U+05D1>,Object,0.114783913,NA,2,l,481,2.682145076,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
816,,NA,,NA,6,1.718,"<U+05D1><U+05D5><U+05D1><U+05D4>
",return,1.3877,4,0.8755,0,95,95,22,1,buba.ogg,buba,<U+05D1><U+05D5><U+05D1><U+05D4>,Object,0.085309803,NA,2,l,942,2.974050903,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
817,,NA,,NA,5,2.1153,"<U+05E2><U+05DC><U+05D5><U+05E7><U+05D4>
",return,1.5328,4,0.8387,0,96,96,6,1,aluka.ogg,aluka,<U+05E2><U+05DC><U+05D5><U+05E7><U+05D4>,Animal,0.133438632,NA,3,a,49,1.69019608,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
818,,NA,,NA,6,1.2738,"<U+05D7><U+05D5><U+05D2><U+05DC><U+05D4>
",return,3.3152,4,0.0847,0,97,97,67,1,khugla.ogg,khugla,<U+05D7><U+05D5><U+05D2><U+05DC><U+05D4>,Animal,0.093599491,NA,2,a,59,1.770852012,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
819,,NA,,NA,1,2.6381,"
",return,0.3913,4,0.9367,0,98,98,144,1,smamit.ogg,smamit,<U+05E9><U+05DE><U+05DE><U+05D9><U+05EA>,Animal,0.104532413,NA,2,a,89,1.949390007,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
820,,NA,,NA,1,348.2953,"
",return,1.1424,4,0.5618,0,99,99,50,1,kelev.ogg,kelev,<U+05DB><U+05DC><U+05D1>,Animal,0.096111767,NA,2,a,3113,3.493179121,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
821,,NA,,NA,1,1.3012,"
",return,2.2751,4,1.9213,0,100,100,135,1,shampo.ogg,shampo,<U+05E9><U+05DE><U+05E4><U+05D5>,Object,0.100922048,NA,2,l,90,1.954242509,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
822,,NA,,NA,6,2.0192,"<U+05DC><U+05D8><U+05D0><U+05D4>
",return,1.4825,4,1.0322,0,101,101,78,1,letaa.ogg,letaa,<U+05DC><U+05D8><U+05D0><U+05D4>,Animal,0.164500833,NA,3,a,374,2.572871602,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
823,,NA,,NA,6,4.1351,"<U+05DE><U+05DB><U+05E0><U+05E1>
",return,0.6971,4,0.558,0,102,102,102,1,mikhnas.ogg,mikhnas,<U+05DE><U+05DB><U+05E0><U+05E1>,Object,0.095144257,NA,2,l,424,2.627365857,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
824,,NA,,NA,6,1.2008,"<U+05D5><U+05D9><U+05E8><U+05D5><U+05E1>
",return,0.8548,4,0.4129,0,103,103,167,1,virus.ogg,virus,<U+05D5><U+05D9><U+05E8><U+05D5><U+05E1>,Animal,0.070612773,NA,2,a,897,2.952792443,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
825,,NA,,NA,6,2.033,"<U+05EA><U+05D9><U+05D1><U+05D4>
",return,0.767,4,0.6909,0,104,104,153,1,teyva.ogg,teyva,<U+05EA><U+05D9><U+05D1><U+05D4>,Object,0.124722831,NA,2,l,627,2.797267541,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
826,,NA,,NA,6,1.1493,"<U+05D9><U+05D3><U+05D9><U+05EA>
",return,0.6645,4,0.2282,0,105,105,168,1,yadit.ogg,yadit,<U+05D9><U+05D3><U+05D9><U+05EA>,Object,0.107020855,NA,2,l,544,2.7355989,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
827,,NA,,NA,6,1.3879,"<U+05DE><U+05E1><U+05DE><U+05E8>
",return,0.6872,4,0.3542,0,106,106,94,1,masmer.ogg,masmer,<U+05DE><U+05E1><U+05DE><U+05E8>,Object,0.113393702,NA,2,l,197,2.294466226,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
828,,NA,,NA,5,2.6118,"<U+05E7><U+05E2><U+05E8><U+05D4>
",return,342.8967,4,1.427,0,107,107,49,1,keara.ogg,keara,<U+05E7><U+05E2><U+05E8><U+05D4>,Object,0.089686304,NA,3,l,193,2.285557309,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
829,,NA,,NA,1,2.3111,"
",return,1.1807,4,0.3065,0,108,108,123,1,raal.ogg,raal,<U+05E8><U+05E2><U+05DC>,Object,0.129405722,NA,2,l,596,2.77524626,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
830,,NA,,NA,6,1.8502,"<U+05D7><U+05E1><U+05D9><U+05D3><U+05D4>
",return,0.967,4,0.8018,0,109,109,60,1,khasida.ogg,khasida,<U+05D7><U+05E1><U+05D9><U+05D3><U+05D4>,Animal,0.110862873,NA,3,a,192,2.283301229,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
831,,NA,,NA,1,2.2502,"
",return,0.1682,1,0.5439,0,110,110,38,1,gufa.ogg,gufa,<U+05D2><U+05D5><U+05E4><U+05D4>,Object,0.134599254,NA,2,l,1580,3.198657087,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
832,,NA,,NA,6,2.8036,"<U+05DE><U+05D2><U+05D1>
",return,0.3891,4,2.1191,0,111,111,82,1,magevet.ogg,magevet,<U+05DE><U+05D2><U+05D1><U+05EA>,Object,0.102448098,NA,3,l,108,2.033423755,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
833,,NA,,NA,6,4.2201,"<U+05D1><U+05D5><U+05E8><U+05D2>
",return,2.1018,4,0.2459,0,112,112,21,1,boreg.ogg,boreg,<U+05D1><U+05D5><U+05E8><U+05D2>,Object,0.123916112,NA,2,l,1630,3.212187604,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
834,,NA,,NA,6,1.4531,"<U+05EA><U+05D9><U+05E9>
",return,1.5198,5,0.3692,0,113,113,152,1,tayish.ogg,tayish,<U+05EA><U+05D9><U+05E9>,Animal,0.128700748,NA,2,a,103,2.012837225,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
835,,NA,,NA,5,1.7249,"<U+05E4><U+05E8><U+05E4><U+05E8>
",return,1.7863,4,0.4679,0,114,114,119,1,parpar.ogg,parpar,<U+05E4><U+05E8><U+05E4><U+05E8>,Animal,0.097249389,NA,2,a,2731,3.4363217,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
836,,NA,,NA,6,1.9012,<U+05D7><U+05D5><U+05DC><U+05E6><U+05D4>,return,1.4417,4,0.7508,0,115,115,68,1,khultza.ogg,khultza,<U+05D7><U+05D5><U+05DC><U+05E6><U+05D4>,Object,0.121153131,NA,2,l,832,2.920123326,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
837,,NA,,NA,5,15.2717,"<U+05EA><U+05D5><U+05DB><U+05D9>
",return,1.7544,4,0.2787,0,116,116,158,1,tuki.ogg,tuki,<U+05EA><U+05D5><U+05DB><U+05D9>,Animal,0.063380264,NA,2,a,384,2.584331224,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
838,,NA,,NA,6,1.2854,"<U+05DB><U+05E8><U+05D9><U+05E9>
",return,1.0611,4,0.1874,0,117,117,44,1,karish.ogg,karish,<U+05DB><U+05E8><U+05D9><U+05E9>,Animal,0.087359764,NA,2,a,811,2.909020854,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
839,,NA,,NA,6,1.0351,"<U+05E4><U+05D8><U+05D9><U+05E9>
",return,3.2144,4,0.9336,0,118,118,120,1,patish.ogg,patish,<U+05E4><U+05D8><U+05D9><U+05E9>,Object,0.086733863,NA,2,l,1019,3.008174184,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
840,,NA,,NA,6,1.0019,"<U+05D1><U+05E8><U+05D5><U+05D5><U+05D6>
",return,1.6239,4,0.6748,0,119,119,18,1,barvaz.ogg,barvaz,<U+05D1><U+05E8><U+05D5><U+05D5><U+05D6>,Animal,0.108059518,NA,2,a,716,2.854913022,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
841,,NA,,NA,6,1.2367,"<U+05E0><U+05DE><U+05E8>
",return,0.7316,4,0.3747,0,120,120,111,1,namer.ogg,namer,<U+05E0><U+05DE><U+05E8>,Animal,0.093454249,NA,2,a,869,2.939019776,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
842,,NA,,NA,5,1.4191,"<U+05E1><U+05E0><U+05D0><U+05D9>
",return,0.9905,4,0.6208,0,121,121,146,1,snai.ogg,snai,<U+05E1><U+05E0><U+05D0><U+05D9>,Animal,0.110551231,NA,2,a,255,2.40654018,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
843,,NA,,NA,1,1.4397,"
",return,0.3028,4,0.8503,0,122,122,45,1,karit.ogg,karit,<U+05DB><U+05E8><U+05D9><U+05EA>,Object,0.099997073,NA,2,l,249,2.396199347,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
844,,NA,,NA,1,1.2415,"
",return,0.2337,4,0.3396,0,123,123,154,1,tigris.ogg,tigris,<U+05D8><U+05D9><U+05D2><U+05E8><U+05D9><U+05E1>,Animal,0.084738761,NA,2,a,307,2.487138375,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
845,,NA,,NA,1,2.0832,"
",return,1.468,1,1.3555,0,124,124,26,1,dira.ogg,dira,<U+05D3><U+05D9><U+05E8><U+05D4>,Object,0.093515851,NA,2,l,1560,3.193124598,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
846,,NA,,NA,6,2.4332,"<U+05E9><U+05E4><U+05DF>
",return,0.5924,4,0.9184,0,125,125,134,1,shafan.ogg,shafan,<U+05E9><U+05E4><U+05DF>,Animal,0.087025575,NA,2,a,184,2.264817823,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
847,,NA,,NA,6,2.7057,"<U+05DE><U+05E0><U+05D5><U+05E8><U+05D4>
",return,1.3366,4,0.3695,0,126,126,99,1,menora.ogg,menora,<U+05DE><U+05E0><U+05D5><U+05E8><U+05D4>,Object,0.109452769,NA,3,l,578,2.761927838,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
848,,NA,,NA,6,1.2776,"<U+05D7><U+05E8><U+05D2><U+05D5><U+05DC>
",return,1.2957,4,0.2864,0,127,127,59,1,khargol.ogg,khargol,<U+05D7><U+05E8><U+05D2><U+05D5><U+05DC>,Animal,0.126346096,NA,2,a,94,1.973127854,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
849,,NA,,NA,6,1.4667,"<U+05D6><U+05D1><U+05E8><U+05D4>
",return,1.3452,4,0.6038,0,128,128,176,1,zebra.ogg,zebra,<U+05D6><U+05D1><U+05E8><U+05D4>,Animal,0.169265404,NA,2,a,190,2.278753601,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
850,,NA,,NA,6,1.258,"<U+05D7><U+05E8><U+05E7><U+05D9><U+05DD>
",return,1.2229,4,1.0494,0,129,129,57,1,kharakim.ogg,kharakim,<U+05D7><U+05E8><U+05E7><U+05D9><U+05DD>,Animal,0.112992086,NA,3,a,2428,3.385248682,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
851,,NA,,NA,6,1.8702,"<U+05E9><U+05D5><U+05DC><U+05D7><U+05DF>
",return,0.8838,4,1.1199,0,130,130,141,1,shulkhan.ogg,shulkhan,<U+05E9><U+05D5><U+05DC><U+05D7><U+05DF>,Object,0.088036194,NA,2,l,3099,3.491221576,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
852,,NA,,NA,5,1.9356,"<U+05DC><U+05D5><U+05D5><U+05D9><U+05EA><U+05DF>
",return,1.4942,4,0.259,0,131,131,79,1,livyatan.ogg,livyatan,<U+05DC><U+05D5><U+05D5><U+05D9><U+05EA><U+05DF>,Animal,0.086291529,NA,3,a,211,2.324282455,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
853,,NA,,NA,1,4.643,"
",return,0.2342,4,1.0362,0,132,132,80,1,lutra.ogg,lutra,<U+05DC><U+05D5><U+05D8><U+05E8><U+05D4>,Animal,0.078512102,NA,2,a,147,2.167317335,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
854,,NA,,NA,1,2.5025,"1
",return,0.3914,1,0.2369,0,133,133,118,1,parosh.ogg,parosh,<U+05E4><U+05E8><U+05E2><U+05D5><U+05E9>,Animal,0.103216074,NA,2,a,40,1.602059991,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
855,,NA,,NA,1,2.8371,"
",return,0.1648,1,0.6457,0,134,134,157,1,tolaat.ogg,tolaat,<U+05EA><U+05D5><U+05DC><U+05E2><U+05EA>,Animal,0.123411298,NA,3,a,495,2.694605199,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
856,,NA,,NA,6,1.1856,"<U+05DB><U+05D1><U+05E9><U+05D4>
",return,0.6578,4,0.1522,0,135,135,72,1,kivsa.ogg,kivsa,<U+05DB><U+05D1><U+05E9><U+05D4>,Animal,0.12512663,NA,2,a,2062,3.314288661,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
857,,NA,,NA,1,1.1182,"
",return,0.1161,1,0.8171,0,136,136,155,1,tikan.ogg,tikan,<U+05EA><U+05D9><U+05E7><U+05DF>,Animal,0.091878034,NA,2,a,661,2.820201459,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
858,,NA,,NA,1,391.0424,"
",return,1.0077,4,0.2863,0,137,137,73,1,klaser.ogg,klaser,<U+05E7><U+05DC><U+05E1><U+05E8>,Object,0.118595682,NA,2,l,23,1.361727836,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
859,,NA,,NA,6,1.4797,"<U+05DB><U+05E4><U+05D9><U+05EA>
",return,1.7525,4,0.9777,0,138,138,43,1,kapit.ogg,kapit,<U+05DB><U+05E4><U+05D9><U+05EA>,Object,0.097893588,NA,2,l,156,2.193124598,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
860,,NA,,NA,6,1.1911,"<U+05D7><U+05DC><U+05D5><U+05DF>
",return,2.3841,4,0.4773,0,139,139,55,1,khalon.ogg,khalon,<U+05D7><U+05DC><U+05D5><U+05DF>,Object,0.103929475,NA,2,l,1996,3.300160537,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
861,,NA,,NA,5,1.9862,"<U+05D7><U+05DE><U+05D5><U+05E8>
",return,0.6636,3,0.418,0,140,140,56,1,khamor.ogg,khamor,<U+05D7><U+05DE><U+05D5><U+05E8>,Animal,0.079540603,NA,2,a,3943,3.595826777,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
862,,NA,,NA,6,1.3791,"<U+05E6><U+05DC><U+05D7><U+05EA>
",return,0.8626,4,0.2996,0,141,141,159,1,tzalakhat.ogg,tzalakhat,<U+05E6><U+05DC><U+05D7><U+05EA>,Object,0.123914987,NA,3,l,450,2.653212514,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
863,,NA,,NA,1,1.6483,"
",return,0.2627,1,0.9358,0,142,142,138,1,shelet.ogg,shelet,<U+05E9><U+05DC><U+05D8>,Object,0.072440922,NA,2,l,5670,3.753583059,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
864,,NA,,NA,6,2.0215,"<U+05D7><U+05D6><U+05D9><U+05E8>
",return,0.8279,4,0.367,0,143,143,62,1,khazir.ogg,khazir,<U+05D7><U+05D6><U+05D9><U+05E8>,Animal,0.058417033,NA,2,a,1601,3.204391332,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
865,,NA,,NA,6,1.5618,"<U+05D7><U+05EA><U+05D5><U+05DC>
",return,1.1847,4,0.5775,0,144,144,61,1,khatul.ogg,khatul,<U+05D7><U+05EA><U+05D5><U+05DC>,Animal,0.10725911,NA,2,a,2320,3.365487985,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,TRUE
866,,NA,,NA,1,8.2301,"
",return,0.5775,1,0.8378,0,145,145,0,1,agil.ogg,agil,<U+05E2><U+05D2><U+05D9><U+05DC>,Object,0.086492002,NA,2,l,101,2.004321374,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
867,,NA,,NA,1,0.3859,"
",return,0.4359,1,0.2673,0,146,146,132,1,shaar.ogg,shaar,<U+05E9><U+05E2><U+05E8>,Object,0.120827317,NA,2,l,18280,4.261976191,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
868,,NA,,NA,1,0.5057,"
",return,0.364,1,0.5034,0,147,147,125,1,rove.ogg,rove,<U+05E8><U+05D5><U+05D1><U+05D4>,Object,0.140838295,NA,2,l,2823,3.450710878,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
869,,NA,,NA,1,0.589,"
",return,0.3744,1,0.8369,0,148,148,15,1,bakbuk.ogg,bakbuk,<U+05D1><U+05E7><U+05D1><U+05D5><U+05E7>,Object,0.076802008,NA,2,l,940,2.973127854,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
870,,NA,,NA,1,0.303,"
",return,0.4093,1,0.442,0,149,149,46,1,karnaf.ogg,karnaf,<U+05E7><U+05E8><U+05E0><U+05E3>,Animal,0.147574842,NA,2,a,312,2.494154594,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
871,,NA,,NA,1,0.223,"
",return,0.4117,1,0.6937,0,150,150,30,1,efroakh.ogg,efroakh,<U+05D0><U+05E4><U+05E8><U+05D5><U+05D7>,Animal,0.116828218,NA,3,a,54,1.73239376,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
872,,NA,,NA,1,0.2057,"
",return,0.4185,1,0.4088,0,151,151,33,1,gader.ogg,gader,<U+05D2><U+05D3><U+05E8>,Object,0.151912183,NA,2,l,2156,3.333648757,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
873,,NA,,NA,1,0.8227,"1
",return,0.7505,1,1.0017,0,152,152,12,1,atzlan.ogg,atzlan,<U+05E2><U+05E6><U+05DC><U+05DF>,Animal,0.109640174,NA,2,a,191,2.281033367,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
874,,NA,,NA,1,1.0895,"
",return,0.4717,1,0.1843,0,153,153,54,1,khagora.ogg,khagora,<U+05D7><U+05D2><U+05D5><U+05E8><U+05D4>,Object,0.091309622,NA,3,l,411,2.613841822,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
875,,NA,,NA,1,0.501,"
",return,0.3997,1,0.3716,0,154,154,169,1,yael.ogg,yael,<U+05D9><U+05E2><U+05DC>,Animal,0.118427262,NA,2,a,4726,3.674493717,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
876,,NA,,NA,1,0.5849,"
",return,0.3156,1,0.661,0,155,155,64,1,khilazon.ogg,khilazon,<U+05D7><U+05D9><U+05DC><U+05D6><U+05D5><U+05DF>,Animal,0.087583728,NA,3,a,229,2.359835482,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
877,,NA,,NA,1,1.1552,"
",return,0.2779,1,0.3537,0,156,156,116,1,ozniya.ogg,ozniya,<U+05D0><U+05D6><U+05E0><U+05D9><U+05D4>,Object,0.103960767,NA,3,l,27,1.431363764,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
878,,NA,,NA,1,0.6069,"
",return,0.3031,1,0.3854,0,157,157,69,1,kina.ogg,kina,<U+05DB><U+05D9><U+05E0><U+05D4>,Animal,0.063055128,NA,2,a,3145,3.49762065,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
879,,NA,,NA,1,0.7853,"
",return,0.3846,1,0.6779,0,158,158,35,1,gamal.ogg,gamal,<U+05D2><U+05DE><U+05DC>,Animal,0.106346443,NA,2,a,791,2.898176483,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
880,,NA,,NA,1,0.5513,"
",return,0.2503,1,0.1342,0,159,159,130,1,sefel.ogg,sefel,<U+05E1><U+05E4><U+05DC>,Object,0.068504706,NA,2,l,121,2.08278537,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
881,,NA,,NA,1,0.3277,"
",return,0.2843,1,0.3252,0,160,160,106,1,mitan.ogg,mitan,<U+05DE><U+05D8><U+05E2><U+05DF>,Object,0.092752762,NA,2,l,3876,3.588383768,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
882,,NA,,NA,1,0.3073,"
",return,0.1968,1,0.5048,0,161,161,75,1,koala.ogg,koala,<U+05E7><U+05D5><U+05D0><U+05DC><U+05D4>,Animal,0.06763202,NA,3,a,125,2.096910013,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
883,,NA,,NA,1,0.3095,"
",return,0.1983,1,0.6046,0,162,162,76,1,kofif.ogg,kofif,<U+05E7><U+05D5><U+05E4><U+05D9><U+05E3>,Animal,0.058681544,NA,2,a,26,1.414973348,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
884,,NA,,NA,1,0.3574,"
",return,0.2259,1,0.6909,0,163,163,24,1,dabur.ogg,dabur,<U+05D3><U+05D1><U+05D5><U+05E8>,Animal,0.082003802,NA,2,a,284,2.45331834,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
885,,NA,,NA,1,0.654,"
",return,0.5616,1,0.3583,0,164,164,139,1,sheten.ogg,sheten,<U+05E9><U+05EA><U+05DF>,Object,0.061768442,NA,2,l,788,2.896526217,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
886,,NA,,NA,1,0.2672,"
",return,0.2091,1,0.7752,0,165,165,14,1,baboon.ogg,baboon,<U+05D1><U+05D1><U+05D5><U+05DF>,Animal,0.106068902,NA,2,a,416,2.619093331,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
887,,NA,,NA,1,0.752,"
",return,0.44,1,0.6359,0,166,166,163,1,tzfardea.ogg,tzfardea,<U+05E6><U+05E4><U+05E8><U+05D3><U+05E2>,Animal,0.157518089,NA,3,a,484,2.684845362,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
888,,NA,,NA,1,0.3863,"
",return,0.3164,1,0.8698,0,167,167,161,1,tzavoa.ogg,tzavoa,<U+05E6><U+05D1><U+05D5><U+05E2>,Animal,0.099820822,NA,2,a,788,2.896526217,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
889,,NA,,NA,1,0.6342,,return,0.2888,1,0.3022,0,168,168,19,1,binyan.ogg,binyan,<U+05D1><U+05E0><U+05D9><U+05D9><U+05DF>,Object,0.117052279,NA,2,l,9236,3.965483924,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
890,,NA,,NA,1,0.189,"
",return,0.2312,1,0.8177,0,169,169,150,1,tamnun.ogg,tamnun,<U+05EA><U+05DE><U+05E0><U+05D5><U+05DF>,Animal,0.109244198,NA,2,a,186,2.269512944,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
891,,NA,,NA,1,0.4223,"
",return,0.3172,1,0.7554,0,170,170,164,1,tzinor.ogg,tzinor,<U+05E6><U+05D9><U+05E0><U+05D5><U+05E8>,Object,0.117240734,NA,2,l,2227,3.347720217,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
892,,NA,,NA,1,0.4214,"
",return,0.3131,1,0.8366,0,171,171,122,1,puma.ogg,puma,<U+05E4><U+05D5><U+05DE><U+05D4>,Animal,0.10772679,NA,2,a,242,2.383815366,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
893,,NA,,NA,1,0.6846,"
",return,0.3763,1,0.4536,0,172,172,9,1,arnav.ogg,arnav,<U+05D0><U+05E8><U+05E0><U+05D1>,Animal,0.118283436,NA,2,a,404,2.606381365,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
894,,NA,,NA,1,0.3418,"
",return,0.4182,1,0.6021,0,173,173,83,1,maglesha.ogg,maglesha,<U+05DE><U+05D2><U+05DC><U+05E9><U+05D4>,Object,0.116013341,NA,3,l,29,1.462397998,NA,NA,314,31,<U+05D2><U+05D1><U+05E8>,FALSE
