,start_exp_2.keys,start_exp_2.rt,start_exp_3.keys,start_exp_3.rt,intel_resp.keys,intel_resp.rt,textbox_word.text,key_resp.keys,key_resp.rt,valence_resp.keys,valence_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,file,eng_name,heb_name,category,rms,intelligibility,syllables,category_key,frequency,log_freq,google_freq,log_google_freq,participant,age,gender,correct_guess
3892,,NA,,NA,7,1.4043,"<U+05D7><U+05D1><U+05DC>
",return,1.4664,4,0.8053,0,111,111,63,1,khevel.ogg,khevel,<U+05D7><U+05D1><U+05DC>,Object,0.089048877,NA,2,l,8454,3.927062243,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3893,,NA,,NA,7,3.3676,"<U+05DB><U+05DC><U+05D5><U+05D1>
",return,0.934,4,2.5166,0,112,112,74,1,kluv.ogg,kluv,<U+05DB><U+05DC><U+05D5><U+05D1>,Object,0.114783913,NA,2,l,481,2.682145076,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3894,,NA,,NA,7,11.3664,"<U+05EA><U+05D5><U+05DB><U+05D9>
",return,1.1215,6,0.3747,0,113,113,158,1,tuki.ogg,tuki,<U+05EA><U+05D5><U+05DB><U+05D9>,Animal,0.063380264,NA,2,a,384,2.584331224,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3895,,NA,,NA,7,1.5935,"<U+05DC><U+05D5><U+05D5><U+05D9><U+05EA><U+05DF>
",return,1.4245,5,0.9682,0,114,114,79,1,livyatan.ogg,livyatan,<U+05DC><U+05D5><U+05D5><U+05D9><U+05EA><U+05DF>,Animal,0.086291529,NA,3,a,211,2.324282455,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3896,,NA,,NA,7,1.7434,"<U+05E1><U+05DB><U+05D9><U+05DF>
",return,2.211,2,0.7879,0,115,115,126,1,sakin.ogg,sakin,<U+05E1><U+05DB><U+05D9><U+05DF>,Object,0.089768395,NA,2,l,1042,3.017867719,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3897,,NA,,NA,7,1.9837,"<U+05DE><U+05E8><U+05DB><U+05DA>
",return,1.7073,4,0.102,0,116,116,100,1,merakekh.ogg,merakekh,<U+05DE><U+05E8><U+05DB><U+05DA>,Object,0.084448174,NA,3,l,37,1.568201724,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3898,,NA,,NA,7,1.8164,"<U+05D2><U+05DE><U+05DC>
",return,0.7675,4,1.7512,0,117,117,35,1,gamal.ogg,gamal,<U+05D2><U+05DE><U+05DC>,Animal,0.106346443,NA,2,a,791,2.898176483,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3899,,NA,,NA,7,2.1001,"<U+05E7><U+05D5><U+05E4><U+05E1><U+05D4>
",return,2.2248,4,0.0089,0,118,118,77,1,kufsa.ogg,kufsa,<U+05E7><U+05D5><U+05E4><U+05E1><U+05D4>,Object,0.098435864,NA,2,l,556,2.745074792,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3900,,NA,,NA,7,1.3791,"<U+05E6><U+05E4><U+05E8><U+05D3><U+05E2>
",return,1.5006,4,0.0082,0,119,119,163,1,tzfardea.ogg,tzfardea,<U+05E6><U+05E4><U+05E8><U+05D3><U+05E2>,Animal,0.157518089,NA,3,a,484,2.684845362,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3901,,NA,,NA,7,1.6622,"<U+05DE><U+05E1><U+05DA>
",return,0.7092,4,0.2399,0,120,120,91,1,masakh.ogg,masakh,<U+05DE><U+05E1><U+05DA>,Object,0.107740089,NA,2,l,4186,3.621799224,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3902,,NA,,NA,7,1.6453,"<U+05DE><U+05E9><U+05E7><U+05D5><U+05E3>
",return,1.756,4,0.2341,0,121,121,93,1,mashkof.ogg,mashkof,<U+05DE><U+05E9><U+05E7><U+05D5><U+05E3>,Object,0.09702573,NA,2,l,149,2.173186268,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3903,,NA,,NA,7,2.1482,"<U+05E2><U+05DB><U+05D1><U+05E8><U+05D5><U+05E9>
",return,9.3492,2,1.3557,0,122,122,3,1,akhbarosh.ogg,akhbarosh,<U+05E2><U+05DB><U+05D1><U+05E8><U+05D5><U+05E9>,Animal,0.114850186,NA,3,a,143,2.155336037,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3904,,NA,,NA,7,1.9332,"<U+05DE><U+05E7><U+05E7>
",return,1.1044,3,2.0953,0,123,123,84,1,makak.ogg,makak,<U+05DE><U+05E7><U+05E7>,Animal,0.090016395,NA,2,a,33,1.51851394,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3905,,NA,,NA,7,2.8547,"<U+05E4><U+05E8><U+05E2><U+05D5><U+05E9>
",return,3.1009,1,1.0089,0,124,124,118,1,parosh.ogg,parosh,<U+05E4><U+05E8><U+05E2><U+05D5><U+05E9>,Animal,0.103216074,NA,2,a,40,1.602059991,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3906,,NA,,NA,5,2.528,"<U+05D1><U+05E0><U+05D9><U+05D9><U+05DF>
",return,2.067,4,0.4123,0,125,125,19,1,binyan.ogg,binyan,<U+05D1><U+05E0><U+05D9><U+05D9><U+05DF>,Object,0.117052279,NA,2,l,9236,3.965483924,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3907,,NA,,NA,3,4.0573,"<U+05D9><U+05E2><U+05DC>
",return,1.3171,5,1.283,0,126,126,169,1,yael.ogg,yael,<U+05D9><U+05E2><U+05DC>,Animal,0.118427262,NA,2,a,4726,3.674493717,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3908,,NA,,NA,7,2.3279,"<U+05E9><U+05EA><U+05DF>
",return,1.058,3,0.9885,0,127,127,139,1,sheten.ogg,sheten,<U+05E9><U+05EA><U+05DF>,Object,0.061768442,NA,2,l,788,2.896526217,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3909,,NA,,NA,7,1.2822,"<U+05DE><U+05E1><U+05DE><U+05E8>
",return,0.8669,4,0.6902,0,128,128,94,1,masmer.ogg,masmer,<U+05DE><U+05E1><U+05DE><U+05E8>,Object,0.113393702,NA,2,l,197,2.294466226,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3910,,NA,,NA,7,1.872,"<U+05E8><U+05E2><U+05DC>
",return,1.0586,2,0.6343,0,129,129,123,1,raal.ogg,raal,<U+05E8><U+05E2><U+05DC>,Object,0.129405722,NA,2,l,596,2.77524626,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3911,,NA,,NA,7,12.9657,"<U+05E6><U+05D1><U+05D5><U+05E2>
",return,1.519,3,1.2341,0,130,130,161,1,tzavoa.ogg,tzavoa,<U+05E6><U+05D1><U+05D5><U+05E2>,Animal,0.099820822,NA,2,a,788,2.896526217,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3912,,NA,,NA,7,2.1349,"<U+05EA><U+05D9><U+05E7><U+05DF>
",return,0.8495,2,0.5585,0,131,131,155,1,tikan.ogg,tikan,<U+05EA><U+05D9><U+05E7><U+05DF>,Animal,0.091878034,NA,2,a,661,2.820201459,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3913,,NA,,NA,7,2.1002,"<U+05E7><U+05D5><U+05D1><U+05E8><U+05D4>
",return,1.0671,2,0.5508,0,132,132,23,1,cobra.ogg,cobra,<U+05E7><U+05D5><U+05D1><U+05E8><U+05D4>,Animal,0.082278177,NA,2,a,432,2.635483747,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3914,,NA,,NA,7,2.35,"<U+05D7><U+05E8><U+05D2><U+05D5><U+05DC>
",return,1.1505,4,0.0608,0,133,133,59,1,khargol.ogg,khargol,<U+05D7><U+05E8><U+05D2><U+05D5><U+05DC>,Animal,0.126346096,NA,2,a,94,1.973127854,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3915,,NA,,NA,7,2.5997,"<U+05E2><U+05E6><U+05DC><U+05DF>
",return,1.1169,6,0.6004,0,134,134,12,1,atzlan.ogg,atzlan,<U+05E2><U+05E6><U+05DC><U+05DF>,Animal,0.109640174,NA,2,a,191,2.281033367,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3916,,NA,,NA,3,2.6918,"<U+05E9><U+05DC><U+05D8>
",return,2.4113,4,0.3697,0,135,135,138,1,shelet.ogg,shelet,<U+05E9><U+05DC><U+05D8>,Object,0.072440922,NA,2,l,5670,3.753583059,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3917,,NA,,NA,7,1.9756,"<U+05D6><U+05D1><U+05E8><U+05D4>
",return,1.2274,5,0.2871,0,136,136,176,1,zebra.ogg,zebra,<U+05D6><U+05D1><U+05E8><U+05D4>,Animal,0.169265404,NA,2,a,190,2.278753601,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3918,,NA,,NA,7,1.7726,"<U+05DE><U+05D2><U+05D6><U+05D9><U+05DF>
",return,2.1669,4,0.1678,0,137,137,81,1,magazin.ogg,magazin,<U+05DE><U+05D2><U+05D6><U+05D9><U+05DF>,Object,0.125492305,NA,3,l,4437,3.647089429,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3919,,NA,,NA,7,2.3902,"<U+05DB><U+05DC><U+05D1>
",return,1.1169,7,0.3469,0,138,138,50,1,kelev.ogg,kelev,<U+05DB><U+05DC><U+05D1>,Animal,0.096111767,NA,2,a,3113,3.493179121,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3920,,NA,,NA,7,1.0343,"<U+05D7><U+05DE><U+05D5><U+05E8>
",return,0.7498,5,0.9216,0,139,139,56,1,khamor.ogg,khamor,<U+05D7><U+05DE><U+05D5><U+05E8>,Animal,0.079540603,NA,2,a,3943,3.595826777,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3921,,NA,,NA,5,2.77,"<U+05D9><U+05D5><U+05E0><U+05D4>
",return,0.7912,4,0.4836,0,140,140,175,1,yona.ogg,yona,<U+05D9><U+05D5><U+05E0><U+05D4>,Animal,0.112634435,NA,2,a,3945,3.596047008,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3922,,NA,,NA,7,1.7525,"<U+05D8><U+05DC><U+05D4>
",return,0.8235,5,2.5662,0,141,141,149,1,tale.ogg,tale,<U+05D8><U+05DC><U+05D4>,Animal,0.127517581,NA,2,a,239,2.378397901,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3923,,NA,,NA,7,1.6888,"<U+05D9><U+05EA><U+05D5><U+05E9>
",return,1.0587,5,0.9169,0,142,142,174,1,yatush.ogg,yatush,<U+05D9><U+05EA><U+05D5><U+05E9>,Animal,0.086324573,NA,2,a,184,2.264817823,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3924,,NA,,NA,7,2.0999,<U+05E7><U+05E8><U+05E6><U+05D9><U+05D4>,return,1.2959,1,0.8673,0,143,143,47,1,kartziya.ogg,kartziya,<U+05E7><U+05E8><U+05E6><U+05D9><U+05D4>,Animal,0.095871754,NA,3,a,24,1.380211242,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3925,,NA,,NA,7,2.8007,"<U+05DE><U+05E1><U+05DB><U+05D4>
",return,1.2011,2,0.1413,0,144,144,92,1,masekha.ogg,masekha,<U+05DE><U+05E1><U+05DB><U+05D4>,Object,0.096281089,NA,3,l,318,2.50242712,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3926,,NA,,NA,7,1.5005,"<U+05D9><U+05DC><U+05E7><U+05D5><U+05D8>
",return,1.0608,4,0.1965,0,145,145,172,1,yalkut.ogg,yalkut,<U+05D9><U+05DC><U+05E7><U+05D5><U+05D8>,Object,0.094344929,NA,2,l,300,2.477121255,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3927,,NA,,NA,7,6.9682,"<U+05DE><U+05D3><U+05D5><U+05D6><U+05D4>
",return,1.967,3,0.151,0,146,146,97,1,meduza.ogg,meduza,<U+05DE><U+05D3><U+05D5><U+05D6><U+05D4>,Animal,0.115551554,NA,3,a,315,2.498310554,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3928,,NA,,NA,7,2.1838,"<U+05E2><U+05D8><U+05DC><U+05E3>
",return,1.9545,3,0.8181,0,147,147,11,1,atalef.ogg,atalef,<U+05E2><U+05D8><U+05DC><U+05E3>,Animal,0.084217779,NA,3,a,507,2.705007959,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3929,,NA,,NA,7,1.4308,"<U+05DB><U+05E8><U+05D9><U+05E9>
",return,1.0437,3,0.435,0,148,148,44,1,karish.ogg,karish,<U+05DB><U+05E8><U+05D9><U+05E9>,Animal,0.087359764,NA,2,a,811,2.909020854,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3930,,NA,,NA,7,2.0333,"<U+05D0><U+05D9><U+05D9><U+05DC><U+05D4>
",return,0.8745,4,2.9771,0,149,149,13,1,ayala.ogg,ayala,<U+05D0><U+05D9><U+05D9><U+05DC><U+05D4>,Animal,0.114140168,NA,3,a,406,2.608526034,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3931,,NA,,NA,7,1.2666,"<U+05D7><U+05D5><U+05DC><U+05E6><U+05D4>
",return,1.0836,4,0.412,0,150,150,68,1,khultza.ogg,khultza,<U+05D7><U+05D5><U+05DC><U+05E6><U+05D4>,Object,0.121153131,NA,2,l,832,2.920123326,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3932,,NA,,NA,7,1.2178,"<U+05D1><U+05D5><U+05E8><U+05D2>
",return,1.1508,4,0.0906,0,151,151,21,1,boreg.ogg,boreg,<U+05D1><U+05D5><U+05E8><U+05D2>,Object,0.123916112,NA,2,l,1630,3.212187604,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3933,,NA,,NA,7,1.637,"<U+05E9><U+05E8><U+05E7><U+05DF>
",return,2.6666,4,1.8015,0,152,152,136,1,sharkan.ogg,sharkan,<U+05E9><U+05E8><U+05E7><U+05DF>,Animal,0.100178316,NA,2,a,33,1.51851394,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3934,,NA,,NA,7,3.4504,"<U+05EA><U+05E0><U+05E9><U+05DE><U+05EA>
",return,1.2666,5,1.763,0,153,153,156,1,tinshemet.ogg,tinshemet,<U+05EA><U+05E0><U+05E9><U+05DE><U+05EA>,Animal,0.11601489,NA,3,a,61,1.785329835,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3935,,NA,,NA,5,2.9381,"<U+05E6><U+05D5><U+05D0><U+05D4>
",return,0.944,2,0.3014,0,154,154,166,1,tzoa.ogg,tzoa,<U+05E6><U+05D5><U+05D0><U+05D4>,Object,0.143895417,NA,2,l,332,2.521138084,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3936,,NA,,NA,7,1.9626,"<U+05DE><U+05E8><U+05D2><U+05DE><U+05D4>
",return,1.2171,3,0.8888,0,155,155,90,1,margema.ogg,margema,<U+05DE><U+05E8><U+05D2><U+05DE><U+05D4>,Object,0.103211492,NA,3,l,517,2.713490543,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3937,,NA,,NA,3,3.1333,"<U+05E9><U+05DE><U+05DE><U+05D9><U+05EA>
",return,1.2174,3,1.6584,0,156,156,144,1,smamit.ogg,smamit,<U+05E9><U+05DE><U+05DE><U+05D9><U+05EA>,Animal,0.104532413,NA,2,a,89,1.949390007,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3938,,NA,,NA,1,2.8674,"
",return,0.4067,2,2.801,0,157,157,45,1,karit.ogg,karit,<U+05DB><U+05E8><U+05D9><U+05EA>,Object,0.099997073,NA,2,l,249,2.396199347,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,FALSE
3939,,NA,,NA,7,1.9331,"<U+05D6><U+05D1><U+05DC>
",return,0.9713,3,2.0337,0,158,158,178,1,zevel.ogg,zevel,<U+05D6><U+05D1><U+05DC>,Object,0.064413197,NA,2,l,947,2.976349979,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3940,,NA,,NA,7,2.4835,"<U+05D1><U+05DC><U+05D5><U+05DF>
",return,1.2166,6,1.4228,0,159,159,16,1,balon.ogg,balon,<U+05D1><U+05DC><U+05D5><U+05DF>,Object,0.111855216,NA,2,l,443,2.646403726,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3941,,NA,,NA,7,1.4771,"<U+05E7><U+05D9><U+05E4><U+05D5><U+05D3>
",return,1.8992,2,1.392,0,160,160,70,1,kipod.ogg,kipod,<U+05E7><U+05D9><U+05E4><U+05D5><U+05D3>,Animal,0.123448588,NA,2,a,373,2.571708832,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3942,,NA,,NA,4,2.0967,"<U+05D0><U+05E4><U+05E8><U+05D5><U+05D7>
",return,1.5432,7,0.5509,0,161,161,30,1,efroakh.ogg,efroakh,<U+05D0><U+05E4><U+05E8><U+05D5><U+05D7>,Animal,0.116828218,NA,3,a,54,1.73239376,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3943,,NA,,NA,7,1.6663,"<U+05DB><U+05E4><U+05E4><U+05D4>
",return,1.0836,4,1.2674,0,162,162,52,1,kfafa.ogg,kfafa,<U+05DB><U+05E4><U+05E4><U+05D4>,Object,0.159954116,NA,2,l,102,2.008600172,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3944,,NA,,NA,7,1.3836,"<U+05E9><U+05D8><U+05D9><U+05D7>
",return,0.8173,4,0.3335,0,163,163,137,1,shatiakh.ogg,shatiakh,<U+05E9><U+05D8><U+05D9><U+05D7>,Object,0.113188751,NA,2,l,291,2.463892989,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3945,,NA,,NA,7,1.6781,"<U+05D7><U+05D6><U+05D9><U+05E8>
",return,1.9167,6,0.2171,0,164,164,62,1,khazir.ogg,khazir,<U+05D7><U+05D6><U+05D9><U+05E8>,Animal,0.058417033,NA,2,a,1601,3.204391332,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3946,,NA,,NA,7,1.6998,"<U+05D1><U+05E8><U+05D5><U+05D5><U+05D6>
",return,1.4834,7,0.8339,0,165,165,18,1,barvaz.ogg,barvaz,<U+05D1><U+05E8><U+05D5><U+05D5><U+05D6>,Animal,0.108059518,NA,2,a,716,2.854913022,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3947,,NA,,NA,7,1.5344,"<U+05E9><U+05E7><U+05E0><U+05D0><U+05D9>
",return,2.0175,7,1.718,0,166,166,128,1,saknai.ogg,saknai,<U+05E9><U+05E7><U+05E0><U+05D0><U+05D9>,Animal,0.099183612,NA,2,a,98,1.991226076,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3948,,NA,,NA,7,1.8052,"<U+05E7><U+05D5><U+05E4><U+05D9><U+05E3>
",return,1.7448,6,1.8042,0,167,167,76,1,kofif.ogg,kofif,<U+05E7><U+05D5><U+05E4><U+05D9><U+05E3>,Animal,0.058681544,NA,2,a,26,1.414973348,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3949,,NA,,NA,7,1.5041,"<U+05E9><U+05E4><U+05DF>
",return,0.75,5,11.1046,0,168,168,134,1,shafan.ogg,shafan,<U+05E9><U+05E4><U+05DF>,Animal,0.087025575,NA,2,a,184,2.264817823,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3950,,NA,,NA,4,2.1338,"<U+05E9><U+05D5><U+05DE><U+05DF>
",return,1.1934,4,0.4888,0,169,169,142,1,shuman.ogg,shuman,<U+05E9><U+05D5><U+05DE><U+05DF>,Object,0.076844811,NA,2,l,1865,3.270678836,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3951,,NA,,NA,7,1.7448,"<U+05D7><U+05EA><U+05D5><U+05DC>
",return,0.9335,3,1.023,0,170,170,61,1,khatul.ogg,khatul,<U+05D7><U+05EA><U+05D5><U+05DC>,Animal,0.10725911,NA,2,a,2320,3.365487985,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3952,,NA,,NA,3,3.3502,"<U+05D0><U+05D5><U+05D2><U+05D3><U+05DF>
",return,1.5998,4,0.6918,0,171,171,113,1,ogdan.ogg,ogdan,<U+05D0><U+05D5><U+05D2><U+05D3><U+05DF>,Object,0.128981724,NA,2,l,220,2.342422681,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3953,,NA,,NA,7,1.6508,"<U+05DB><U+05E4><U+05D9><U+05EA>
",return,1.1344,4,0.2508,0,172,172,43,1,kapit.ogg,kapit,<U+05DB><U+05E4><U+05D9><U+05EA>,Object,0.097893588,NA,2,l,156,2.193124598,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3954,,NA,,NA,7,1.5111,"<U+05E6><U+05D9><U+05E0><U+05D5><U+05E8>
",return,1.1889,4,1.3285,0,173,173,164,1,tzinor.ogg,tzinor,<U+05E6><U+05D9><U+05E0><U+05D5><U+05E8>,Object,0.117240734,NA,2,l,2227,3.347720217,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3955,,NA,,NA,7,1.9979,"<U+05E7><U+05E8><U+05E0><U+05E3>
",return,1.1793,4,0.0519,0,174,174,46,1,karnaf.ogg,karnaf,<U+05E7><U+05E8><U+05E0><U+05E3>,Animal,0.147574842,NA,2,a,312,2.494154594,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3956,,NA,,NA,7,1.5999,"<U+05E6><U+05DE><U+05D9><U+05D3>
",return,0.9335,4,0.3187,0,175,175,160,1,tzamid.ogg,tzamid,<U+05E6><U+05DE><U+05D9><U+05D3>,Object,0.08472456,NA,2,l,190,2.278753601,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3957,,NA,,NA,7,2.1346,"<U+05E7><U+05D5><U+05D0><U+05DC><U+05D4>
",return,1.0831,5,0.6709,0,176,176,75,1,koala.ogg,koala,<U+05E7><U+05D5><U+05D0><U+05DC><U+05D4>,Animal,0.06763202,NA,3,a,125,2.096910013,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3958,,NA,,NA,7,1.6501,"<U+05D3><U+05D9><U+05E8><U+05D4>
",return,0.9838,4,1.1336,0,177,177,26,1,dira.ogg,dira,<U+05D3><U+05D9><U+05E8><U+05D4>,Object,0.093515851,NA,2,l,1560,3.193124598,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3959,,NA,,NA,7,1.7734,"<U+05E6><U+05E4><U+05E2>
",return,1.1337,1,0.1381,0,178,178,162,1,tzefa.ogg,tzefa,<U+05E6><U+05E4><U+05E2>,Animal,0.114869006,NA,2,a,225,2.352182518,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3960,,NA,,NA,7,1.9337,"<U+05E8><U+05DB><U+05D1>
",return,1.188,4,0.4175,0,179,179,124,1,rekhev.ogg,rekhev,<U+05E8><U+05DB><U+05D1>,Object,0.117218629,NA,2,l,8546,3.931762888,NA,NA,24760,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3961,space,37.6727,space,9.9671,3,6.0383,"<U+05E1><U+05D0><U+05E4>
",return,17.0011,4,3.1203,0,0,0,130,1,sefel.ogg,sefel,<U+05E1><U+05E4><U+05DC>,Object,0.068504706,NA,2,l,121,2.08278537,NA,NA,32236,25,<U+05D0><U+05D9><U+05E9><U+05D4>,FALSE
3962,,NA,,NA,5,3.822,"<U+05E4><U+05D5><U+05DE><U+05D4>
",return,3.3664,4,NA,0,1,1,122,1,puma.ogg,puma,<U+05E4><U+05D5><U+05DE><U+05D4>,Animal,0.10772679,NA,2,a,242,2.383815366,NA,NA,32236,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3963,,NA,,NA,7,1.9711,"<U+05E7><U+05D5><U+05E4><U+05E1><U+05D4>
",return,3.3655,4,2.464,0,2,2,77,1,kufsa.ogg,kufsa,<U+05E7><U+05D5><U+05E4><U+05E1><U+05D4>,Object,0.098435864,NA,2,l,556,2.745074792,NA,NA,32236,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3964,,NA,,NA,7,2.0503,"<U+05D2><U+05D5><U+05E8><U+05D9><U+05DC><U+05D4>
",return,2.4063,4,2.2595,0,3,3,37,1,gorila.ogg,gorila,<U+05D2><U+05D5><U+05E8><U+05D9><U+05DC><U+05D4>,Animal,0.083233468,NA,3,a,174,2.240549248,NA,NA,32236,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3965,,NA,,NA,7,2.0598,"<U+05D7><U+05D2><U+05D5><U+05E8><U+05D4>
",return,2.418,4,1.3786,0,4,4,54,1,khagora.ogg,khagora,<U+05D7><U+05D2><U+05D5><U+05E8><U+05D4>,Object,0.091309622,NA,3,l,411,2.613841822,NA,NA,32236,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3966,,NA,,NA,7,2.3916,"<U+05D0><U+05E8><U+05E0><U+05D1>
",return,1.6331,5,1.8127,0,5,5,9,1,arnav.ogg,arnav,<U+05D0><U+05E8><U+05E0><U+05D1>,Animal,0.118283436,NA,2,a,404,2.606381365,NA,NA,32236,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
3967,,NA,,NA,6,2.8733,"<U+05D0><U+05DC><U+05D5><U+05DF>
",return,1.7973,4,1.7066,0,6,6,16,1,balon.ogg,balon,<U+05D1><U+05DC><U+05D5><U+05DF>,Object,0.111855216,NA,2,l,443,2.646403726,NA,NA,32236,25,<U+05D0><U+05D9><U+05E9><U+05D4>,FALSE
3968,,NA,,NA,7,2.0046,"<U+05E6><U+05DE><U+05D9><U+05D3>
",return,4.207,4,2.4022,0,7,7,160,1,tzamid.ogg,tzamid,<U+05E6><U+05DE><U+05D9><U+05D3>,Object,0.08472456,NA,2,l,190,2.278753601,NA,NA,32236,25,<U+05D0><U+05D9><U+05E9><U+05D4>,TRUE
