Participant_number,dominant_priority,rt,Priority_difference,chosen_pr,Chose_priority,Side,Previous_Side,Different?,New participant,stimulus_block
25,1255.024952,1231.5,2534.888576,-1279.863624,0,Right,Right,no,no,A-D
25,2002.718236,573.3,3307.54439,-1304.826154,0,Right,Right,no,no,A-D
25,1560.242807,621.1000001,2959.45132,1560.242807,1,Right,Right,no,no,A-D
25,1453.011627,1247.2,2816.07363,-1363.062003,0,Right,Right,no,no,A-D
25,1560.242807,1111,2889.606394,-1329.363587,0,Right,Left,no,no,A-D
25,1129.688426,990.9000001,3134.566733,1129.688426,1,Left,Left,yes,no,A-E
25,1453.011627,697.0999999,3434.202362,1453.011627,1,Left,Left,no,no,A-E
25,1166.521266,630.6000001,3441.655442,1166.521266,1,Left,Left,no,no,A-E
25,1255.024952,560.8000002,3478.411382,1255.024952,1,Left,Left,no,no,A-E
25,2002.718236,1119,4422.876519,2002.718236,1,Left,Right,no,no,A-E
25,1941.175699,1046.4,4205.444514,1941.175699,1,Right,Right,yes,no,A-E
25,2002.718236,773.8,4446.683442,-2443.965206,0,Right,Right,no,no,A-E
25,1572.12696,820.8999999,3546.945926,-1974.818966,0,Right,Right,no,no,A-E
25,1560.242807,1075.1,3885.658126,1560.242807,1,Right,Left,no,no,A-E
25,1255.024952,918.5999999,3580.440271,-2325.415319,0,Left,Left,yes,no,A-E
25,1924.715546,1302.9,4348.678929,-2423.963383,0,Left,Right,no,no,A-E
25,1572.12696,1606.6,4431.742859,1572.12696,1,Right,Left,yes,no,A-E
25,1129.688426,863.8,3684.309361,1129.688426,1,Left,Left,yes,no,A-E
25,1166.521266,940.2,3590.484649,1166.521266,1,Left,Right,no,no,A-E
25,1560.242807,1413.4,3980.40109,1560.242807,1,Right,Right,yes,no,A-E
25,1453.011627,1866.8,3571.364395,-2118.352768,0,Right,Right,no,no,A-E
25,1941.175699,1124,4218.690199,1941.175699,1,Right,Right,no,no,A-E
26,1129.688426,1302.2,917.3679521,212.3204739,0,Right,Right,yes,yes,A-B
26,1129.688426,740.2,875.5087497,254.1796763,0,Left,Right,yes,no,A-B
26,1941.175699,427.8,1730.850871,1941.175699,1,Right,Right,yes,no,A-B
26,1255.024952,601.5,992.7820596,1255.024952,1,Right,Right,no,no,A-B
26,1166.521266,759.7,232.8155565,933.7057095,0,Right,Left,no,no,A-B
26,2002.718236,493.7,1005.978467,996.739769,0,Left,Left,yes,no,A-B
26,2002.718236,684.1,1079.850432,2002.718236,1,Left,Left,no,no,A-B
26,1453.011627,571.1,517.6225682,1453.011627,1,Left,Left,no,no,A-B
26,1572.12696,771,547.063318,1025.063642,0,Left,Right,no,no,A-B
26,1453.011627,835.1,533.9478871,1453.011627,1,Right,Right,yes,no,A-B
26,1572.12696,883.1,555.750677,1572.12696,1,Right,Left,no,no,A-B
26,1560.242807,768.7,1344.823885,1560.242807,1,Left,Left,yes,no,A-B
26,1560.242807,881,570.6066843,1560.242807,1,Left,Left,no,no,A-B
26,1924.715546,739.2,1677.393703,247.321843,0,Left,Left,no,no,A-B
26,1941.175699,621.3,1753.261036,1941.175699,1,Left,Left,no,no,A-B
26,1255.024952,772.8,1038.037369,216.987583,0,Left,Left,no,no,A-B
26,-1329.363587,703.2,675.51472,-2004.878307,0,Left,Left,no,no,D-E
26,-1439.377932,742.8,1115.243003,-1439.377932,1,Left,Right,no,no,D-E
26,-1375.049368,403.9,950.365951,-2325.415319,0,Right,Left,yes,no,D-E
26,-1304.66982,560.8,1115.488463,-2420.158283,0,Left,Left,yes,no,D-E
26,-1302.764941,585.1,1022.650378,-2325.415319,0,Left,Left,no,no,D-E
26,-1399.208513,647.1,824.177917,-2223.38643,0,Left,Right,no,no,D-E
26,-1345.997317,442,628.821649,-1345.997317,1,Right,Left,yes,no,D-E
26,-1458.333389,611.8,965.629994,-1458.333389,1,Left,Left,yes,no,D-E
26,-1304.826154,658,972.688346,-1304.826154,1,Left,Left,no,no,D-E
26,-1298.90558,689.8,1125.057803,-2423.963383,0,Left,Left,no,no,D-E
26,-1374.846792,599.9,1069.118414,-2443.965206,0,Left,Left,no,no,D-E
26,-1441.218231,581.4,677.134537,-1441.218231,1,Left,Left,no,no,D-E
26,-1263.727426,658.7,717.463309,-1263.727426,1,Left,Left,no,no,D-E
26,-1363.062003,723.8,1057.09628,-1363.062003,1,Left,Left,no,no,D-E
26,-1348.1788,443.7,916.090015,-2264.268815,0,Left,Right,no,no,D-E
26,-1414.546,401.4,860.5881764,-2275.134176,0,Right,Left,yes,no,D-E
26,-1279.863624,489.5,1579.752275,-2859.615899,0,Left,Left,yes,no,D-E
26,1453.011627,348.5,1832.527258,1453.011627,1,Left,Left,no,no,A-C
26,1560.242807,663.6,1957.50014,-397.257333,0,Left,Left,no,no,A-C
26,1166.521266,338,1503.834695,1166.521266,1,Left,Left,no,no,A-C
26,1453.011627,447.9,1847.553609,-394.541982,0,Left,Left,no,no,A-C
26,1166.521266,382.1,1576.128393,1166.521266,1,Left,Left,no,no,A-C
26,2002.718236,647.8,2350.522804,-347.804568,0,Left,Left,no,no,A-C
26,1560.242807,433.9,1963.530219,-403.287412,0,Left,Left,no,no,A-C
26,1572.12696,502,1927.678857,-355.551897,0,Left,Left,no,no,A-C
26,2002.718236,576.5,2401.449835,2002.718236,1,Left,Left,no,no,A-C
26,1941.175699,619.5,2294.500109,1941.175699,1,Left,Left,no,no,A-C
26,1255.024952,670.8,1610.800794,-355.775842,0,Left,Left,no,no,A-C
26,1255.024952,636.6,1610.518776,-355.493824,0,Left,Left,no,no,A-C
26,1924.715546,505.5,2261.562265,1924.715546,1,Left,Left,no,no,A-C
26,1572.12696,383.9,1889.457186,1572.12696,1,Left,Left,no,no,A-C
26,1941.175699,566,2332.35971,-391.184011,0,Left,Left,no,no,A-C
26,1129.688426,445,1521.873553,-392.185127,0,Left,Left,no,no,A-C
26,1129.688426,619.9,1528.030672,-398.342246,0,Left,Left,no,no,A-C
26,-317.3302262,347,1801.022542,-317.3302262,1,Left,Left,no,no,C-E
26,-397.2573328,344.5,1607.620974,-397.2573328,1,Left,Left,no,no,C-E
26,-336.8467193,476,1940.667781,-336.8467193,1,Left,Left,no,no,C-E
26,-394.5419824,355.3,2025.616301,-394.5419824,1,Left,Left,no,no,C-E
26,-398.7315994,528.2,1926.68372,-2325.415319,0,Left,Left,no,no,C-E
26,-392.1851265,354.3,2031.778257,-2423.963384,0,Left,Left,no,no,C-E
26,-347.8045684,540.3,2076.158815,-2423.963383,0,Left,Left,no,no,C-E
26,-409.6071274,412.6,1854.661688,-409.6071274,1,Left,Left,no,no,C-E
26,-353.3244098,397.8,1921.809767,-353.3244098,1,Left,Left,no,no,C-E
26,-355.5518971,365,2504.064002,-355.5518971,1,Left,Left,no,no,C-E
26,-355.7758419,394.4,2064.382441,-355.7758419,1,Left,Left,no,no,C-E
26,-398.3422462,308.7,1582.848489,-1981.190735,0,Left,Left,no,no,C-E
26,-403.2874118,480.8,2040.677794,-403.2874118,1,Left,Left,no,no,C-E
26,-391.1840113,377.7,1832.202419,-2223.38643,0,Left,Left,no,no,C-E
26,-337.3134293,396.5,1988.10189,-337.3134293,1,Left,Left,no,no,C-E
26,-379.5156314,309.2,2175.105304,-2554.620935,0,Left,Left,no,no,C-E
26,-355.4938243,315.5,1619.325142,-355.4938243,1,Left,Left,no,no,C-E
26,996.7397689,372.5,2971.558735,996.7397689,1,Left,Left,no,no,B-E
26,1016.376283,302,3280.645098,1016.376283,1,Left,Left,no,no,B-E
26,187.914663,372.9,2306.267431,-2118.352768,0,Left,Left,no,no,B-E
26,262.2428924,337.8,2706.208098,262.2428924,1,Left,Left,no,no,B-E
26,922.8678045,385.2,3248.283124,-2325.41532,0,Left,Left,no,no,B-E
26,254.1796763,395.2,2678.143059,-2423.963383,0,Left,Left,no,no,B-E
26,919.0637399,310.7,3142.45017,919.0637399,1,Left,Left,no,no,B-E
26,933.7057095,317.5,2914.896445,-1981.190736,0,Left,Left,no,no,B-E
26,247.3218431,327.8,2252.20015,247.3218431,1,Left,Left,no,no,B-E
26,935.3890588,306,3210.523235,935.3890588,1,Left,Left,no,no,B-E
26,989.6361227,329,3315.051442,989.6361227,1,Left,Left,no,no,B-E
26,216.9875831,369.1,2771.608518,216.9875831,1,Left,Left,no,no,B-E
26,210.3248276,338.9,2634.288211,210.3248276,1,Left,Left,no,no,B-E
26,212.3204739,280.8,3071.936373,212.3204739,1,Left,Left,no,no,B-E
26,215.4189217,285.6,2492.933422,215.4189217,1,Left,Left,no,no,B-E
26,228.6098053,275.2,2648.768088,-2420.158283,0,Left,Left,no,no,B-E
26,1025.063642,444.9,3445.221925,-2420.158283,0,Left,Left,no,no,B-E
26,1129.688426,458,3407.202926,-2277.5145,0,Left,Left,no,no,A-E
26,1166.521266,591.5,3430.790081,-2264.268815,0,Left,Left,no,no,A-E
26,1572.12696,513.6,3690.479728,1572.12696,1,Left,Left,no,no,A-E
26,2002.718236,915.5,4422.876519,-2420.158283,0,Left,Left,no,no,A-E
26,1166.521266,685,3441.655442,-2275.134176,0,Left,Left,no,no,A-E
26,1255.024952,751.2,3675.183235,1255.024952,1,Left,Left,no,no,A-E
26,1941.175699,626,4365.139082,-2423.963383,0,Left,Right,no,no,A-E
26,1924.715546,481.9,4250.130865,-2325.415319,0,Right,Left,yes,no,A-E
26,1560.242807,611.8,3783.629237,-2223.38643,0,Left,Left,yes,no,A-E
26,1572.12696,870.3,4126.747895,1572.12696,1,Left,Right,no,no,A-E
26,1941.175699,678.1,4800.791598,-2859.615899,0,Right,Left,yes,no,A-E
26,2002.718236,907.2,4328.133555,2002.718236,1,Left,Right,yes,no,A-E
26,1453.011627,581.2,3896.976833,1453.011627,1,Right,Left,yes,no,A-E
26,1453.011627,1287.9,3434.202362,1453.011627,1,Left,Left,yes,no,A-E
26,1560.242807,872.9,3984.20619,-2423.963383,0,Left,Left,no,no,A-E
26,1255.024952,859.4,3229.843918,1255.024952,1,Left,Right,no,no,A-E
26,1129.688426,1252.2,3134.566733,1129.688426,1,Right,Left,yes,no,A-E
26,2002.718236,1025.2,3282.58186,-1279.863624,0,Left,Right,yes,no,A-D
26,1453.011627,596.2,2757.681447,1453.011627,1,Right,Left,yes,no,A-D
26,1924.715546,975.5,3364.093478,1924.715546,1,Left,Right,yes,no,A-D
26,1560.242807,717.3,2906.240124,1560.242807,1,Right,Left,yes,no,A-D
26,1941.175699,642.8,3270.539286,-1329.363587,0,Left,Left,yes,no,A-D
26,1166.521266,1247.8,2624.854655,-1458.333389,0,Left,Left,no,no,A-D
26,1560.242807,848,2865.068961,1560.242807,1,Left,Left,no,no,A-D
26,1572.12696,817.8,2946.973752,1572.12696,1,Left,Left,no,no,A-D
26,1129.688426,678.7,2477.867226,-1348.1788,0,Left,Left,no,no,A-D
26,1166.521266,815.8,2465.426846,-1298.90558,0,Left,Left,no,no,A-D
26,2002.718236,757.4,3401.926749,2002.718236,1,Left,Left,no,no,A-D
26,1453.011627,884.3,2867.557627,-1414.546,0,Left,Right,no,no,A-D
26,1255.024952,780,2557.789893,1255.024952,1,Right,Left,yes,no,A-D
26,1255.024952,665.7,2630.07432,-1375.049368,0,Left,Left,yes,no,A-D
26,1572.12696,446.4,3013.345191,-1441.218231,0,Left,Left,no,no,A-D
26,1129.688426,413.1,2393.415852,-1263.727426,0,Left,Left,no,no,A-D
26,1941.175699,523.1,3304.237702,-1363.062003,0,Left,Left,no,no,A-D
26,1572.12696,342,3553.317695,-1981.190735,0,Left,Left,no,no,A-E
26,1453.011627,528.8,3717.280442,-2264.268815,0,Left,Left,no,no,A-E
26,1453.011627,332.7,3896.976833,1453.011627,1,Left,Left,no,no,A-E
26,1255.024952,631.3,3809.645887,-2554.620935,0,Left,Left,no,no,A-E
26,1572.12696,592.8,3992.285243,1572.12696,1,Left,Left,no,no,A-E
26,1129.688426,1029.1,3455.103745,-2325.415319,0,Left,Right,no,no,A-E
26,1166.521266,478.1,3141.340232,-1974.818966,0,Right,Left,yes,no,A-E
26,1129.688426,722.4,3353.074856,1129.688426,1,Left,Left,yes,no,A-E
26,1166.521266,753.8,3171.399573,-2004.878307,0,Left,Left,no,no,A-E
26,1255.024952,966,3580.440271,1255.024952,1,Left,Left,no,no,A-E
26,2002.718236,920.7,4862.334135,2002.718236,1,Left,Left,no,no,A-E
26,1560.242807,970.5,3837.757307,-2277.5145,0,Left,Left,no,no,A-E
26,1941.175699,690.6,4361.333982,1941.175699,1,Right,Left,yes,no,A-E
26,1560.242807,535.9,3678.595575,1560.242807,1,Left,Left,yes,no,A-E
26,1924.715546,547.4,4199.849722,-2275.134176,0,Left,Left,no,no,A-E
26,1941.175699,528.3,4365.139082,-2423.963383,0,Left,Left,no,no,A-E
27,1924.715546,1055,1736.800883,1924.715546,1,Left,Left,yes,yes,A-B
27,1572.12696,1433,1317.947284,254.179676,0,Left,Right,no,no,A-B
27,1941.175699,968,1725.756777,1941.175699,1,Right,Right,yes,no,A-B
27,1166.521266,899,169.7814971,1166.521266,1,Right,Left,no,no,A-B
27,2002.718236,1217,1790.397762,2002.718236,1,Left,Left,yes,no,A-B
27,1941.175699,1032,1724.188116,216.987583,0,Left,Left,no,no,A-B
27,1166.521266,801,247.4575261,1166.521266,1,Left,Right,no,no,A-B
27,1572.12696,1003,638.4212505,933.7057095,0,Right,Left,yes,no,A-B
27,1560.242807,1065,570.6066843,989.6361227,0,Left,Right,yes,no,A-B
27,1129.688426,1185,882.3665829,1129.688426,1,Right,Right,yes,no,A-B
27,2002.718236,1020,1079.850432,2002.718236,1,Right,Left,no,no,A-B
27,1129.688426,950,194.2993672,1129.688426,1,Left,Left,yes,no,A-B
27,1560.242807,934,1349.917979,210.324828,0,Left,Left,no,no,A-B
27,1453.011627,1553,1190.768735,262.242892,0,Left,Left,no,no,A-B
27,1453.011627,975,436.635344,1453.011627,1,Left,Right,no,no,A-B
27,1255.024952,1106,1026.415147,1255.024952,1,Right,Right,yes,no,A-B
27,1255.024952,1473,229.96131,1025.063642,0,Right,Left,no,no,A-B
27,-1263.727426,1822,1156.430857,-1263.727426,1,Left,Right,yes,no,D-E
27,-1329.363587,2216,1094.599796,-1329.363587,1,Right,Right,yes,no,D-E
27,-1279.863624,1657,1045.551695,-1279.863624,1,Right,Left,no,no,D-E
27,-1439.377932,1292,541.812803,-1981.190735,0,Left,Left,yes,no,D-E
27,-1345.997317,1027,1513.618582,-1345.997317,1,Left,Right,no,no,D-E
27,-1458.333389,2899,867.08193,-1458.333389,1,Right,Right,yes,no,D-E
27,-1348.1788,1542,1095.786406,-2443.965206,0,Right,Left,no,no,D-E
27,-1304.826154,2052,700.052153,-1304.826154,1,Left,Left,yes,no,D-E
27,-1441.218231,1257,833.9159454,-2275.134176,0,Left,Right,no,no,D-E
27,-1399.208513,1114,719.144255,-1399.208513,1,Right,Right,yes,no,D-E
27,-1375.049368,1246,889.219447,-2264.268815,0,Right,Left,no,no,D-E
27,-1363.062003,2001,1191.558932,-2554.620935,0,Left,Left,yes,no,D-E
27,-1304.66982,1639,918.71661,-1304.66982,1,Left,Left,no,no,D-E
27,-1374.846792,1760,599.972174,-1374.846792,1,Left,Right,no,no,D-E
27,-1298.90558,2025,1125.057803,-1298.90558,1,Right,Right,yes,no,D-E
27,-1414.546,1396,862.9685,-1414.546,1,Right,Right,no,no,D-E
27,-1302.764941,1649,1117.393342,-1302.764941,1,Right,Right,no,no,D-E
27,1560.242807,1511,1908.047375,-347.804568,0,Right,Left,no,no,A-C
27,2002.718236,1569,2382.233867,-379.515631,0,Left,Left,yes,no,A-C
27,1924.715546,1466,2319.257528,1924.715546,1,Left,Left,no,no,A-C
27,1572.12696,1609,1927.902802,1572.12696,1,Left,Left,no,no,A-C
27,1255.024952,1437,1610.518776,1255.024952,1,Left,Left,no,no,A-C
27,1560.242807,1438,1969.849934,-409.607127,0,Left,Left,no,no,A-C
27,1453.011627,1215,1789.858346,1453.011627,1,Left,Right,no,no,A-C
27,1941.175699,1567,2339.907298,1941.175699,1,Right,Left,yes,no,A-C
27,2002.718236,1588,2406.005648,-403.287412,0,Left,Left,yes,no,A-C
27,1166.521266,1976,1483.851492,-317.330226,0,Left,Left,no,no,A-C
27,1129.688426,1766,1521.873553,1129.688426,1,Left,Right,no,no,A-C
27,1166.521266,1327,1557.705277,1166.521266,1,Right,Left,yes,no,A-C
27,1572.12696,1436,1909.440389,-337.313429,0,Left,Left,yes,no,A-C
27,1941.175699,2464,2338.433032,1941.175699,1,Left,Left,no,no,A-C
27,1129.688426,3426,1485.240323,-355.551897,0,Left,Right,no,no,A-C
27,1255.024952,4407,1608.349362,-353.32441,0,Right,Left,yes,no,A-C
27,1453.011627,2048,1851.353873,-398.342246,0,Left,Left,yes,no,A-C
27,-353.3244098,2248,2066.833873,-353.3244098,1,Left,Left,no,no,C-E
27,-336.8467193,2277,1886.539711,-2223.38643,0,Left,Left,no,no,C-E
27,-355.5518971,2149,1625.638838,-355.5518971,1,Left,Left,no,no,C-E
27,-337.3134293,2560,2217.307506,-337.3134293,1,Left,Left,no,no,C-E
27,-355.4938243,1974,2068.469559,-2423.963383,0,Left,Right,no,no,C-E
27,-398.7315994,2081,1926.68372,-398.7315994,1,Left,Left,yes,no,C-E
27,-398.3422462,2485,1865.926569,-398.3422462,1,Left,Left,no,no,C-E
27,-394.5419824,2147,1723.810786,-394.5419824,1,Left,Left,no,no,C-E
27,-317.3302262,1414,2126.63498,-2443.965206,0,Left,Right,no,no,C-E
27,-397.2573328,2307,1577.561633,-1974.818966,0,Right,Right,yes,no,C-E
27,-392.1851265,2019,2467.430773,-2859.6159,0,Right,Right,no,no,C-E
27,-409.6071274,4265,1915.808192,-2325.415319,0,Right,Left,no,no,C-E
27,-379.5156314,4185,1897.998869,-2277.5145,0,Left,Right,yes,no,C-E
27,-403.2874118,2316,2016.870871,-403.2874118,1,Right,Right,yes,no,C-E
27,-347.8045684,1970,2076.158815,-2423.963383,0,Right,Right,no,no,C-E
27,-355.7758419,2662,1919.358335,-2275.134177,0,Right,Right,no,no,C-E
27,262.2428924,2223,2706.208098,262.2428924,1,Right,Left,no,no,B-E
27,933.7057095,2785,3259.121029,933.7057095,1,Left,Left,no,no,B-E
27,919.0637399,1214,3343.027123,-2423.963383,0,Left,Left,no,no,B-E
27,935.3890588,1473,3355.547342,-2420.158283,0,Left,Left,no,no,B-E
27,922.8678045,2419,2897.686771,-1974.818967,0,Left,Left,no,no,B-E
27,1016.376283,1302,3293.890783,-2277.5145,0,Left,Left,no,no,B-E
27,228.6098053,1522,2451.996235,-2223.38643,0,Left,Right,no,no,B-E
27,989.6361227,1898,3544.257058,989.6361227,1,Right,Right,yes,no,B-E
27,216.9875831,2563,3076.603482,-2859.615899,0,Right,Left,no,no,B-E
27,210.3248276,1929,2215.203135,210.3248276,1,Left,Left,yes,no,B-E
27,996.7397689,2075,3271.873945,996.7397689,1,Left,Left,no,no,B-E
27,212.3204739,2620,2330.673242,-2118.352768,0,Left,Left,no,no,B-E
27,1025.063642,1784,3445.221925,1025.063642,1,Left,Left,no,no,B-E
27,215.4189217,2027,2196.609657,-1981.190735,0,Right,Right,yes,no,B-E
27,254.1796763,1625,2518.448491,254.1796763,1,Right,Left,no,no,B-E
27,2002.718236,1687,4862.334135,-2859.615899,0,Left,Left,yes,no,A-E
27,1453.011627,2038,3730.526127,1453.011627,1,Left,Left,no,no,A-E
27,1560.242807,2386,4004.208013,1560.242807,1,Left,Left,no,no,A-E
27,1924.715546,1737,4199.849722,1924.715546,1,Left,Right,no,no,A-E
27,1572.12696,1394,3992.285243,1572.12696,1,Right,Left,yes,no,A-E
27,1129.688426,1713,3455.103745,-2325.415319,0,Left,Left,yes,no,A-E
27,1572.12696,1766,3577.005267,1572.12696,1,Left,Left,no,no,A-E
27,1255.024952,1803,3373.37772,-2118.352768,0,Left,Left,no,no,A-E
27,1941.175699,2019,3915.994665,1941.175699,1,Left,Left,no,no,A-E
27,1166.521266,1356,3721.142201,1166.521266,1,Left,Left,no,no,A-E
27,1560.242807,1616,3980.40109,1560.242807,1,Left,Right,no,no,A-E
27,1941.175699,1173,4365.139082,1941.175699,1,Right,Left,yes,no,A-E
27,1453.011627,1779,3717.280442,1453.011627,1,Left,Left,yes,no,A-E
27,2002.718236,1577,3983.908971,-1981.190735,0,Left,Left,no,no,A-E
27,1255.024952,1812,3580.440271,-2325.415319,0,Left,Left,no,no,A-E
27,1166.521266,1900,3389.907696,1166.521266,1,Left,Right,no,no,A-E
27,1129.688426,1314,3553.651809,1129.688426,1,Right,Left,yes,no,A-E
27,1941.175699,1438,3246.001853,1941.175699,1,Left,Left,yes,no,A-D
27,1572.12696,1343,2918.124277,1572.12696,1,Left,Right,no,no,A-D
27,1572.12696,1455,3011.504892,-1439.377932,0,Right,Left,yes,no,A-D
27,1453.011627,978,2867.557627,1453.011627,1,Left,Left,yes,no,A-D
27,1166.521266,2376,2624.854655,-1458.333389,0,Left,Left,no,no,A-D
27,1255.024952,2223,2584.388539,1255.024952,1,Left,Left,no,no,A-D
27,1129.688426,4624,2504.737794,1129.688426,1,Left,Right,no,no,A-D
27,1129.688426,968,2504.535218,-1374.846792,0,Left,Left,yes,no,A-D
27,1453.011627,910,2755.776568,1453.011627,1,Left,Left,no,no,A-D
27,1941.175699,1238,3240.081279,1941.175699,1,Left,Left,no,no,A-D
27,1924.715546,1714,3188.442972,1924.715546,1,Left,Right,no,no,A-D
27,1255.024952,1495,2559.694772,-1304.66982,0,Right,Left,yes,no,A-D
27,1166.521266,1812,2607.739497,1166.521266,1,Left,Left,yes,no,A-D
27,1560.242807,3092,2840.106431,-1279.863624,0,Left,Right,no,no,A-D
27,1560.242807,1589,2959.45132,1560.242807,1,Right,Right,yes,no,A-D
27,1166.521266,1599,3586.679549,1166.521266,1,Left,Left,yes,no,A-E
27,1560.242807,1521,3885.658126,1560.242807,1,Left,Left,no,no,A-E
27,1924.715546,2346,3905.906281,-1981.190735,0,Left,Left,no,no,A-E
27,1453.011627,1356,3876.97501,1453.011627,1,Left,Right,no,no,A-E
27,1941.175699,1908,4495.796634,-2554.620935,0,Right,Right,yes,no,A-E
27,1572.12696,1663,3847.261136,1572.12696,1,Right,Right,no,no,A-E
27,1129.688426,3000,3553.651809,-2423.963383,0,Right,Left,no,no,A-E
27,1941.175699,1343,4059.528467,1941.175699,1,Left,Left,no,no,A-E
27,1572.12696,1622,3577.005267,1572.12696,1,Left,Left,no,no,A-E
27,1255.024952,2190,4114.640851,1255.024952,1,Left,Left,no,no,A-E
27,1166.521266,1756,3141.340232,1166.521266,1,Left,Right,no,no,A-E
27,1129.688426,2157,3549.846709,-2420.158283,0,Right,Right,yes,no,A-E
27,2002.718236,1085,4226.104666,-2223.38643,0,Left,Left,yes,no,A-E
27,2002.718236,1700,4266.987051,2002.718236,1,Left,Right,no,no,A-E
27,1255.024952,1398,3580.440271,1255.024952,1,Right,Left,yes,no,A-E
28,2002.718236,640.4,1740.475344,2002.718236,1,Left,Left,yes,yes,A-B
28,1255.024952,949.6,229.96131,1255.024952,1,Left,Left,no,no,A-B
28,1572.12696,767.6,1324.805117,1572.12696,1,Left,Left,no,no,A-B
28,1129.688426,763.5,875.5087497,1129.688426,1,Left,Left,no,no,A-B
28,1560.242807,673.4,1331.633002,228.609805,0,Left,Left,no,no,A-B
28,1941.175699,1125.4,1753.261036,187.914663,0,Left,Left,no,no,A-B
28,1924.715546,548.6,989.3264872,935.3890588,0,Left,Left,no,no,A-B
28,1453.011627,656.5,1240.691153,212.320474,0,Left,Left,no,no,A-B
28,1166.521266,766.9,150.144983,1166.521266,1,Left,Left,no,no,A-B
28,1572.12696,715.7,638.4212505,933.7057095,0,Left,Left,no,no,A-B
28,1453.011627,648.4,456.2718581,1453.011627,1,Left,Left,no,no,A-B
28,2002.718236,533.4,1083.654496,919.06374,0,Left,Left,no,no,A-B
28,1129.688426,615.4,914.2695043,215.4189217,0,Left,Left,no,no,A-B
28,1166.521266,990,949.5336829,1166.521266,1,Left,Left,no,no,A-B
28,1560.242807,541.6,570.6066843,989.6361227,0,Left,Left,no,no,A-B
28,1941.175699,675.2,1018.307895,922.867804,0,Left,Left,no,no,A-B
28,1255.024952,1510.9,1044.700124,1255.024952,1,Left,Left,no,no,A-B
28,-1304.66982,1525.5,813.682948,-2118.352768,0,Left,Left,no,no,D-E
28,-1375.049368,688.3,629.828939,-1375.049368,1,Left,Left,no,no,D-E
28,-1374.846792,846.2,1045.311491,-1374.846792,1,Left,Left,no,no,D-E
28,-1399.208513,1534.5,1024.75487,-1399.208513,1,Right,Left,yes,no,D-E
28,-1329.363587,933.3,651.827148,-1981.190735,0,Left,Left,yes,no,D-E
28,-1458.333389,1015.2,819.181111,-2277.5145,0,Left,Left,no,no,D-E
28,-1302.764941,759.8,672.054025,-1302.764941,1,Left,Left,no,no,D-E
28,-1441.218231,717,884.197088,-1441.218231,1,Left,Left,no,no,D-E
28,-1279.863624,676.9,943.522806,-1279.863624,1,Left,Left,no,no,D-E
28,-1348.1788,723.8,1206.442135,-1348.1788,1,Left,Left,no,no,D-E
28,-1298.90558,928.6,1145.059626,-2443.965206,0,Left,Right,no,no,D-E
28,-1263.727426,912.8,1061.687893,-1263.727426,1,Right,Left,yes,no,D-E
28,-1414.546,608.2,1445.069899,-2859.615899,0,Left,Left,yes,no,D-E
28,-1345.997317,831.5,918.271498,-2264.268815,0,Left,Left,no,no,D-E
28,-1439.377932,1025.7,984.585451,-2423.963383,0,Left,Left,no,no,D-E
28,-1363.062003,1171.9,1057.09628,-1363.062003,1,Left,Right,no,no,D-E
28,1129.688426,710.9,1520.872437,-391.184011,0,Right,Left,yes,no,A-C
28,1941.175699,677.3,2296.951541,1941.175699,1,Left,Left,yes,no,A-C
28,1941.175699,739.3,2339.907298,-398.731599,0,Left,Left,no,no,A-C
28,1924.715546,668.6,2321.972879,1924.715546,1,Left,Left,no,no,A-C
28,1572.12696,1467.5,1981.734087,-409.607127,0,Left,Left,no,no,A-C
28,2002.718236,653.5,2358.21206,2002.718236,1,Left,Left,no,no,A-C
28,1572.12696,614.1,1908.973679,-336.846719,0,Left,Left,no,no,A-C
28,1560.242807,584.7,1939.758438,-379.515631,0,Left,Left,no,no,A-C
28,1166.521266,536.1,1558.706393,-392.185127,0,Left,Left,no,no,A-C
28,1453.011627,661.1,1808.563524,-355.551897,0,Left,Left,no,no,A-C
28,1129.688426,906,1467.001855,1129.688426,1,Left,Left,no,no,A-C
28,1255.024952,672.8,1602.82952,-347.804568,0,Left,Left,no,no,A-C
28,1560.242807,1776.4,1913.567217,1560.242807,1,Left,Right,no,no,A-C
28,1453.011627,999.8,1770.341853,-317.330226,0,Right,Left,yes,no,A-C
28,1166.521266,1467.7,1564.863512,1166.521266,1,Left,Left,yes,no,A-C
28,1255.024952,1347,1649.566934,1255.024952,1,Left,Left,no,no,A-C
28,2002.718236,652.7,2406.005648,-403.287412,0,Left,Left,no,no,A-C
28,-353.3244098,1034.9,1870.06202,-353.3244098,1,Left,Left,no,no,C-E
28,-355.4938243,1931.4,1625.696911,-355.4938243,1,Left,Left,no,no,C-E
28,-337.3134293,637.3,2086.649954,-337.3134293,1,Left,Left,no,no,C-E
28,-394.5419824,949.2,1580.276984,-1974.818966,0,Left,Left,no,no,C-E
28,-379.5156314,1674.7,1895.618545,-379.5156314,1,Left,Right,no,no,C-E
28,-347.8045684,1073.9,2096.160638,-347.8045684,1,Right,Left,yes,no,C-E
28,-392.1851265,1067.6,2027.973157,-392.1851265,1,Left,Left,yes,no,C-E
28,-391.1840113,834.4,2163.436924,-2554.620935,0,Left,Left,no,no,C-E
28,-336.8467193,1118.6,1781.506049,-336.8467193,1,Left,Left,no,no,C-E
