Participant_number,dominant_priority,rt,Priority_difference,chosen_pr,Chose_priority,Side,Previous_Side,Different?,New participant,stimulus_block
11,1025.063642,520,3579.684577,1025.063642,1,Right,Right,no,no,B-E
11,919.0637399,442,2923.942047,-2004.878307,0,Right,Right,no,no,B-E
11,922.8678045,421,3343.026088,-2420.158284,0,Right,Right,no,no,B-E
11,215.4189217,426,2639.382305,215.4189217,1,Right,Right,no,no,B-E
11,262.2428924,401,2380.59566,-2118.352768,0,Right,Right,no,no,B-E
11,187.914663,398,2611.878046,-2423.963383,0,Right,Right,no,no,B-E
11,254.1796763,413,2518.448491,-2264.268815,0,Right,Right,no,no,B-E
11,212.3204739,583,3071.936373,212.3204739,1,Right,Right,no,no,B-E
11,216.9875831,482,2198.178318,-1981.190735,0,Right,Right,no,no,B-E
11,933.7057095,509,3259.121029,-2325.41532,0,Right,Right,no,no,B-E
11,1016.376283,482,3460.341489,1016.376283,1,Right,Right,no,no,B-E
11,996.7397689,520,3322.155088,996.7397689,1,Right,Right,no,no,B-E
11,228.6098053,529,2451.996235,-2223.38643,0,Right,Right,no,no,B-E
11,989.6361227,451,3264.770299,-2275.134176,0,Right,Right,no,no,B-E
11,935.3890588,630,3355.547342,935.3890588,1,Right,Right,no,no,B-E
11,210.3248276,460,2487.839328,-2277.5145,0,Right,Right,no,no,B-E
11,247.3218431,509,2222.140809,247.3218431,1,Right,Right,no,no,B-E
11,1453.011627,702,4007.632562,-2554.620935,0,Right,Right,no,no,A-E
11,1453.011627,559,3873.16991,-2420.158283,0,Right,Right,no,no,A-E
11,1166.521266,549,3590.484649,-2423.963383,0,Right,Right,no,no,A-E
11,1166.521266,645,3491.936585,-2325.415319,0,Right,Right,no,no,A-E
11,1255.024952,479,4114.640851,-2859.615899,0,Right,Right,no,no,A-E
11,2002.718236,639,4121.071004,2002.718236,1,Right,Right,no,no,A-E
11,1572.12696,739,3836.395775,-2264.268815,0,Right,Right,no,no,A-E
11,1572.12696,572,3996.090343,-2423.963383,0,Right,Right,no,no,A-E
11,1560.242807,580,3835.376983,-2275.134176,0,Right,Right,no,no,A-E
11,1941.175699,699,4218.690199,1941.175699,1,Right,Right,no,no,A-E
11,1941.175699,667,4266.591018,-2325.415319,0,Right,Right,no,no,A-E
11,1129.688426,742,3353.074856,1129.688426,1,Right,Right,no,no,A-E
11,1129.688426,565,3104.507392,1129.688426,1,Right,Left,no,no,A-E
11,1255.024952,802,3698.990158,1255.024952,1,Left,Left,yes,no,A-E
11,2002.718236,628,4422.876519,-2420.158283,0,Left,Left,no,no,A-E
11,1924.715546,905,3905.906281,-1981.190735,0,Left,Left,no,no,A-E
11,1560.242807,858,3565.121114,1560.242807,1,Left,Left,no,no,A-E
11,1129.688426,748,2570.906657,-1441.218231,0,Left,Left,no,no,A-D
11,1924.715546,682,3229.5417,1924.715546,1,Left,Left,no,no,A-D
11,1166.521266,853,2624.854655,1166.521266,1,Left,Left,no,no,A-D
11,1941.175699,841,3287.173016,-1345.997317,0,Left,Left,no,no,A-D
11,1255.024952,698,2618.086955,1255.024952,1,Left,Left,no,no,A-D
11,1453.011627,932,2827.858419,1453.011627,1,Left,Left,no,no,A-D
11,1941.175699,617,3240.081279,-1298.90558,0,Left,Left,no,no,A-D
11,1453.011627,780,2828.060995,1453.011627,1,Left,Left,no,no,A-D
11,1255.024952,717,2559.694772,-1304.66982,0,Left,Left,no,no,A-D
11,1166.521266,764,2605.899198,1166.521266,1,Left,Left,no,no,A-D
11,2002.718236,627,3305.483177,2002.718236,1,Left,Left,no,no,A-D
11,1560.242807,404,2889.606394,-1329.363587,0,Left,Left,no,no,A-D
11,2002.718236,638,3282.58186,2002.718236,1,Left,Left,no,no,A-D
11,1560.242807,440,2974.788807,-1414.546,0,Left,Left,no,no,A-D
11,1572.12696,522,2920.30576,1572.12696,1,Left,Left,no,no,A-D
11,1129.688426,740,2528.896939,-1399.208513,0,Left,Left,no,no,A-D
11,1572.12696,557,2835.854386,-1263.727426,0,Left,Left,no,no,A-D
11,2002.718236,768,4426.681619,-2423.963383,0,Left,Left,no,no,A-E
11,1166.521266,592,3721.142201,-2554.620935,0,Left,Left,no,no,A-E
11,1453.011627,629,3876.97501,1453.011627,1,Left,Left,no,no,A-E
11,1572.12696,463,3849.64146,1572.12696,1,Left,Left,no,no,A-E
11,1572.12696,524,3690.479728,1572.12696,1,Left,Left,no,no,A-E
11,1129.688426,588,3549.846709,-2420.158283,0,Left,Left,no,no,A-E
11,1941.175699,520,3922.366434,1941.175699,1,Left,Left,no,no,A-E
11,1924.715546,471,3899.534512,1924.715546,1,Left,Left,no,no,A-E
11,1255.024952,489,3580.440271,1255.024952,1,Left,Left,no,no,A-E
11,1560.242807,555,3980.40109,-2420.158283,0,Left,Left,no,no,A-E
11,1941.175699,501,3946.054006,1941.175699,1,Left,Left,no,no,A-E
11,1255.024952,602,3478.411382,-2223.38643,0,Left,Left,no,no,A-E
11,1560.242807,510,3885.658126,-2325.415319,0,Left,Left,no,no,A-E
11,2002.718236,454,4266.987051,-2264.268815,0,Left,Left,no,no,A-E
11,1129.688426,545,3404.822602,-2275.134176,0,Left,Left,no,no,A-E
11,1453.011627,331,3896.976833,1453.011627,1,Left,Right,no,no,A-E
11,1166.521266,528,4026.137165,-2859.615899,0,Right,Right,yes,no,A-E
12,1572.12696,1184.599998,1356.708038,215.418922,0,Right,Left,yes,yes,A-B
12,1941.175699,947,924.799416,1016.376283,0,Left,Left,yes,no,A-B
12,1572.12696,872.6000004,1384.212297,187.914663,0,Left,Right,no,no,A-B
12,1453.011627,976.3000011,519.3059175,1453.011627,1,Right,Left,yes,no,A-B
12,1129.688426,1937.799999,919.3635984,1129.688426,1,Left,Left,yes,no,A-B
12,2002.718236,1278,1785.730653,2002.718236,1,Left,Right,no,no,A-B
12,1941.175699,767.2000008,1022.111959,1941.175699,1,Right,Right,yes,no,A-B
12,1255.024952,578.8000011,319.6358932,1255.024952,1,Right,Left,no,no,A-B
12,1255.024952,1237.699999,1007.703109,1255.024952,1,Left,Left,yes,no,A-B
12,1166.521266,758.6000004,243.6534615,1166.521266,1,Left,Left,no,no,A-B
12,1166.521266,1009.800001,954.2007921,1166.521266,1,Left,Right,no,no,A-B
12,2002.718236,2044.200001,1740.475344,2002.718236,1,Right,Left,yes,no,A-B
12,1129.688426,1955.400002,132.9486571,1129.688426,1,Left,Left,yes,no,A-B
12,1453.011627,825.7999992,463.3755043,1453.011627,1,Left,Left,no,no,A-B
12,1560.242807,1508.9,1331.633002,1560.242807,1,Left,Right,no,no,A-B
12,1924.715546,1125.700001,899.651904,1924.715546,1,Right,Left,yes,no,A-B
12,1560.242807,647.7999992,1306.063131,1560.242807,1,Left,Right,yes,no,A-B
12,-1414.546,558.8000011,860.5881764,-1414.546,1,Right,Right,yes,no,D-E
12,-1374.846792,460.6000004,1049.116591,-1374.846792,1,Right,Left,no,no,D-E
12,-1329.363587,791,675.51472,-1329.363587,1,Left,Left,yes,no,D-E
12,-1298.90558,593.2000008,978.60892,-1298.90558,1,Left,Right,no,no,D-E
12,-1458.333389,758.5,805.935426,-1458.333389,1,Right,Right,yes,no,D-E
12,-1375.049368,667.2000008,1048.914015,-1375.049368,1,Right,Left,no,no,D-E
12,-1441.218231,518.2999992,1002.746975,-1441.218231,1,Left,Right,yes,no,D-E
12,-1304.66982,1861.5,676.520915,-1304.66982,1,Right,Left,yes,no,D-E
12,-1345.997317,569.6000004,1513.618582,-1345.997317,1,Left,Left,yes,no,D-E
12,-1304.826154,1732.9,1115.332129,-2420.158283,0,Left,Right,no,no,D-E
12,-1363.062003,534.8999996,611.756963,-1363.062003,1,Right,Right,yes,no,D-E
12,-1302.764941,697.2000008,1022.650378,-1302.764941,1,Right,Left,no,no,D-E
12,-1439.377932,563.3999996,980.780351,-1439.377932,1,Left,Left,yes,no,D-E
12,-1263.727426,575.3000011,1290.893509,-1263.727426,1,Left,Left,no,no,D-E
12,-1348.1788,752.2000008,977.236519,-2325.415319,0,Left,Right,no,no,D-E
12,-1279.863624,1029.700001,943.522806,-2223.38643,0,Right,Left,yes,no,D-E
12,-1399.208513,559.5999985,719.144255,-1399.208513,1,Left,Left,yes,no,D-E
12,1572.12696,586.1999989,1975.414372,-403.287412,0,Left,Left,no,no,A-C
12,1560.242807,559.0999985,1916.018649,1560.242807,1,Left,Left,no,no,A-C
12,1255.024952,565.2999992,1572.355178,1255.024952,1,Left,Right,no,no,A-C
12,1941.175699,1291.099998,2278.022418,1941.175699,1,Right,Right,yes,no,A-C
12,1129.688426,450.2000008,1524.230408,1129.688426,1,Right,Left,no,no,A-C
12,1255.024952,434,1664.632079,1255.024952,1,Left,Left,yes,no,A-C
12,1453.011627,422,1850.26896,-397.257333,0,Left,Right,no,no,A-C
12,1941.175699,424.7999992,2320.69133,1941.175699,1,Right,Left,yes,no,A-C
12,1560.242807,615.6999989,1951.426818,-391.184011,0,Left,Left,yes,no,A-C
12,1166.521266,785.3999996,1565.252865,1166.521266,1,Left,Left,no,no,A-C
12,1572.12696,516.5,1909.440389,-337.313429,0,Left,Left,no,no,A-C
12,1166.521266,569.1999989,1514.325834,-347.804568,0,Left,Left,no,no,A-C
12,1129.688426,559.3999996,1485.240323,-355.551897,0,Left,Right,no,no,A-C
12,1924.715546,1519.5,2316.900673,1924.715546,1,Right,Left,yes,no,A-C
12,2002.718236,639.5,2358.21206,2002.718236,1,Left,Left,yes,no,A-C
12,1453.011627,549.3999996,1851.353873,-398.342246,0,Left,Left,no,no,A-C
12,2002.718236,420.3999996,2356.042646,2002.718236,1,Left,Right,no,no,A-C
12,-355.4938243,635,1969.921495,-355.4938243,1,Right,Left,yes,no,C-E
12,-392.1851265,644.6000004,1612.693181,-2004.878308,0,Left,Right,yes,no,C-E
12,-394.5419824,800.1999989,1930.873337,-394.5419824,1,Right,Left,yes,no,C-E
12,-355.5518971,913.4000015,2068.411486,-2423.963383,0,Left,Left,yes,no,C-E
12,-337.3134293,595.4000015,2106.651777,-337.3134293,1,Left,Left,no,no,C-E
12,-317.3302262,454.3999996,1960.184274,-2277.5145,0,Left,Left,no,no,C-E
12,-355.7758419,819.8999996,1908.492973,-2264.268815,0,Left,Left,no,no,C-E
12,-409.6071274,536.0999985,1865.527049,-409.6071274,1,Left,Left,no,no,C-E
12,-353.3244098,823.8999996,2070.638973,-353.3244098,1,Left,Left,no,no,C-E
12,-347.8045684,815.1000004,1633.386167,-347.8045684,1,Left,Left,no,no,C-E
12,-336.8467193,616,1781.506049,-2118.352768,0,Left,Left,no,no,C-E
12,-391.1840113,1950.6,1832.202419,-391.1840113,1,Right,Right,yes,no,C-E
12,-403.2874118,1236.5,2016.870871,-2420.158283,0,Right,Right,no,no,C-E
12,-398.7315994,943.8000011,2155.889336,-2554.620935,0,Right,Right,no,no,C-E
12,-398.3422462,1904.800001,2461.273653,-2859.615899,0,Right,Right,no,no,C-E
12,210.3248276,849.8000011,2630.483111,-2420.158283,0,Right,Right,no,no,B-E
12,262.2428924,662.6000004,2380.59566,262.2428924,1,Right,Left,no,no,B-E
12,247.3218431,849.6999989,2252.20015,-2004.878307,0,Left,Left,yes,no,B-E
12,996.7397689,675.5999985,3322.155088,996.7397689,1,Left,Right,no,no,B-E
12,215.4189217,689.2000008,2196.609657,215.4189217,1,Right,Right,yes,no,B-E
12,228.6098053,553.4000015,2652.573188,228.6098053,1,Right,Right,no,no,B-E
12,922.8678045,508.3000011,3198.001981,922.8678045,1,Right,Right,no,no,B-E
12,1025.063642,430.6999989,3579.684577,1025.063642,1,Right,Right,no,no,B-E
12,989.6361227,838,3213.022553,-2223.38643,0,Right,Right,no,no,B-E
12,933.7057095,491.6000004,3211.22021,933.7057095,1,Right,Right,no,no,B-E
12,1016.376283,692.8000011,3436.534566,1016.376283,1,Right,Right,no,no,B-E
12,187.914663,555.1000004,2631.879869,-2443.965206,0,Right,Right,no,no,B-E
12,216.9875831,464,3076.603482,-2859.615899,0,Right,Right,no,no,B-E
12,212.3204739,700.3000011,2636.283857,212.3204739,1,Right,Left,no,no,B-E
12,935.3890588,572.6000004,2910.208025,-1974.818966,0,Left,Right,yes,no,B-E
12,919.0637399,486.5,3244.479059,-2325.415319,0,Right,Right,yes,no,B-E
12,254.1796763,673,2518.448491,254.1796763,1,Right,Right,no,no,B-E
12,1129.688426,566.6999989,3549.846709,1129.688426,1,Right,Right,no,no,A-E
12,1572.12696,847.2999992,4016.092166,1572.12696,1,Right,Right,no,no,A-E
12,1560.242807,529.7000008,3783.629237,-2223.38643,0,Right,Right,no,no,A-E
12,1255.024952,494.7000008,3229.843918,-1974.818966,0,Right,Right,no,no,A-E
12,1572.12696,514.3999996,3847.261136,1572.12696,1,Right,Right,no,no,A-E
12,1166.521266,660.8999996,3721.142201,-2554.620935,0,Right,Left,no,no,A-E
12,1255.024952,627.8999996,3580.440271,-2325.415319,0,Left,Left,yes,no,A-E
12,1924.715546,439.2999992,3905.906281,-1981.190735,0,Left,Left,no,no,A-E
12,1941.175699,498.0999985,4059.528467,-2118.352768,0,Left,Right,no,no,A-E
12,1166.521266,642.6999989,3590.484649,-2423.963383,0,Right,Left,yes,no,A-E
12,2002.718236,492.8999996,4280.232736,2002.718236,1,Left,Right,yes,no,A-E
12,1941.175699,756.5,4800.791598,-2859.615899,0,Right,Left,yes,no,A-E
12,1560.242807,1948,3885.658126,1560.242807,1,Left,Left,yes,no,A-E
12,1453.011627,1394.699999,3876.97501,1453.011627,1,Left,Right,no,no,A-E
12,2002.718236,557.5999985,4422.876519,2002.718236,1,Right,Right,yes,no,A-E
12,1129.688426,615,3393.957241,1129.688426,1,Right,Right,no,no,A-E
12,1453.011627,450.7000008,3457.889934,-2004.878307,0,Right,Right,no,no,A-E
12,1560.242807,1252.9,2889.606394,1560.242807,1,Right,Left,no,no,A-D
12,1941.175699,848.3999996,3289.354499,1941.175699,1,Left,Right,yes,no,A-D
12,1572.12696,768.7999992,2876.953114,1572.12696,1,Right,Right,yes,no,A-D
12,2002.718236,888,3282.58186,-1279.863624,0,Right,Left,no,no,A-D
12,1166.521266,673.3999996,2605.899198,-1439.377932,0,Left,Right,yes,no,A-D
12,1941.175699,415.1999989,3340.384212,1941.175699,1,Right,Right,yes,no,A-D
12,1255.024952,389.7000008,2669.570952,1255.024952,1,Right,Right,no,no,A-D
12,1129.688426,358.1999989,2432.453367,1129.688426,1,Right,Right,no,no,A-D
12,1560.242807,406.7999992,2823.970233,-1263.727426,0,Right,Right,no,no,A-D
12,2002.718236,307.1000004,3348.715553,-1345.997317,0,Right,Right,no,no,A-D
12,1924.715546,285.6000004,3287.777549,-1363.062003,0,Right,Right,no,no,A-D
12,1166.521266,295.6000004,2471.191086,-1304.66982,0,Right,Right,no,no,A-D
12,1572.12696,378.4000015,3030.460349,-1458.333389,0,Right,Right,no,no,A-D
12,1255.024952,373.5,2696.243183,1255.024952,1,Right,Right,no,no,A-D
12,1129.688426,391.1999989,2504.737794,-1375.049368,0,Right,Right,no,no,A-D
12,1453.011627,304.1999989,2751.917207,-1298.90558,0,Right,Right,no,no,A-D
12,1560.242807,1966.9,4114.863742,1560.242807,1,Right,Left,no,no,A-E
12,1453.011627,887.8000011,3876.97501,1453.011627,1,Left,Right,yes,no,A-E
12,1572.12696,660,4016.092166,1572.12696,1,Right,Left,yes,no,A-E
12,1166.521266,556.2000008,3441.655442,1166.521266,1,Left,Right,no,no,A-E
12,1255.024952,548.5999985,3259.903259,1255.024952,1,Right,Left,yes,no,A-E
12,1924.715546,1463.1,4250.130865,1924.715546,1,Left,Right,yes,no,A-E
12,1572.12696,616.4000015,3996.090343,-2423.963383,0,Right,Left,yes,no,A-E
12,1941.175699,443.7000008,4361.333982,-2420.158283,0,Left,Right,yes,no,A-E
12,1560.242807,785.6999989,3535.061773,1560.242807,1,Right,Left,yes,no,A-E
12,1255.024952,637.1000004,3236.215687,1255.024952,1,Left,Left,yes,no,A-E
12,1453.011627,537.2000008,3873.16991,1453.011627,1,Left,Left,no,no,A-E
12,2002.718236,563.3999996,4266.987051,2002.718236,1,Left,Left,no,no,A-E
12,1129.688426,346.6999989,3248.041194,-2118.352768,0,Left,Left,no,no,A-E
12,1166.521266,440.2000008,4026.137165,-2859.615899,0,Left,Left,no,no,A-E
12,1129.688426,1559.6,3407.202926,-2277.5145,0,Left,Left,no,no,A-E
12,2002.718236,780.2999992,4226.104666,2002.718236,1,Left,Left,no,no,A-E
13,1560.242807,467.9,535.179165,1025.063642,0,Right,Right,yes,no,A-B
13,1453.011627,482.3,1198.831951,1453.011627,1,Right,Right,no,no,A-B
13,2002.718236,530.9,1005.978467,996.739769,0,Right,Right,no,no,A-B
13,1166.521266,459.7,978.606603,187.914663,0,Right,Left,no,no,A-B
13,1572.12696,399.3,555.750677,1016.376283,0,Left,Right,yes,no,A-B
13,1166.521266,361.8,231.1322072,935.3890588,0,Right,Right,yes,no,A-B
13,1255.024952,451,1039.60603,1255.024952,1,Right,Left,no,no,A-B
13,1255.024952,536,335.9612121,1255.024952,1,Left,Right,yes,no,A-B
13,1941.175699,426.3,951.5395763,1941.175699,1,Right,Left,yes,no,A-B
13,1560.242807,431.2,1349.917979,1560.242807,1,Left,Right,yes,no,A-B
13,1924.715546,379.9,1712.395072,212.320474,0,Right,Left,yes,no,A-B
13,1129.688426,428.5,882.3665829,1129.688426,1,Left,Right,yes,no,A-B
13,1941.175699,389.7,1712.565894,228.609805,0,Right,Left,yes,no,A-B
13,1572.12696,473.1,1355.139377,1572.12696,1,Left,Right,yes,no,A-B
13,1453.011627,376.5,530.1438225,1453.011627,1,Right,Right,yes,no,A-B
13,2002.718236,321.3,1069.012527,933.705709,0,Right,Left,no,no,A-B
13,-1375.049368,397.8,599.769598,-1375.049368,1,Left,Left,yes,no,D-E
13,-1441.218231,354.6,982.745152,-1441.218231,1,Left,Right,no,no,D-E
13,-1363.062003,401.9,901.206812,-2264.268815,0,Right,Right,yes,no,D-E
13,-1279.863624,533.3,1140.294659,-1279.863624,1,Right,Left,no,no,D-E
13,-1304.66982,542.8,1020.745499,-1304.66982,1,Right,Left,yes,no,D-E
13,-1374.846792,531.4,848.539638,-1374.846792,1,Left,Left,yes,no,D-E
13,-1414.546,583.8,1140.074935,-1414.546,1,Left,Right,no,no,D-E
13,-1329.363587,483.2,996.051732,-2325.415319,0,Right,Left,yes,no,D-E
13,-1263.727426,413.5,1156.430857,-1263.727426,1,Left,Right,yes,no,D-E
13,-1458.333389,370.1,546.544918,-2004.878307,0,Right,Left,yes,no,D-E
13,-1302.764941,481.4,1141.200265,-1302.764941,1,Left,Right,yes,no,D-E
13,-1345.997317,485.7,1513.618582,-2859.615899,0,Right,Right,yes,no,D-E
13,-1304.826154,718.1,1119.137229,-1304.826154,1,Right,Left,no,no,D-E
13,-1298.90558,896.8,976.2285964,-1298.90558,1,Right,Left,yes,no,D-E
13,-1399.208513,839.2,878.305987,-1399.208513,1,Left,Right,yes,no,D-E
13,2002.718236,872.4,2406.005648,2002.718236,1,Right,Right,yes,no,A-C
13,2002.718236,717.6,2397.260218,2002.718236,1,Right,Left,no,no,A-C
13,1572.12696,861.4,1927.620784,-355.493824,0,Left,Right,yes,no,A-C
13,1453.011627,633.4,1851.743226,1453.011627,1,Right,Left,yes,no,A-C
13,1255.024952,669.3,1610.576849,-355.551897,0,Left,Left,yes,no,A-C
13,1560.242807,529.5,1897.089526,-336.846719,0,Left,Left,no,no,A-C
13,1255.024952,632.3,1602.82952,-347.804568,0,Left,Left,no,no,A-C
13,1453.011627,679.2,1806.336037,-353.32441,0,Left,Left,no,no,A-C
13,1560.242807,674.4,1939.758438,-379.515631,0,Left,Left,no,no,A-C
13,1166.521266,598.8,1564.863512,-398.342246,0,Left,Left,no,no,A-C
13,1941.175699,380,2296.951541,-355.775842,0,Left,Right,no,no,A-C
13,1941.175699,385.1,2338.433032,-397.257333,0,Right,Right,yes,no,A-C
13,1924.715546,332.4,2334.322673,-409.607127,0,Right,Left,no,no,A-C
13,1572.12696,553.2,1889.457186,1572.12696,1,Left,Left,yes,no,A-C
13,1129.688426,537.8,1520.872437,-391.184011,0,Left,Right,no,no,A-C
13,1166.521266,514.1,1503.834695,-337.313429,0,Right,Right,yes,no,A-C
13,1129.688426,556.4,1521.873553,-392.185127,0,Right,Left,no,no,A-C
13,-353.3244098,657.8,1765.028358,-353.3244098,1,Left,Left,yes,no,C-E
13,-355.7758419,434.1,1969.639477,-2325.415319,0,Left,Left,no,no,C-E
13,-403.2874118,539.4,1820.099018,-403.2874118,1,Left,Right,no,no,C-E
13,-337.3134293,588.3,1643.877306,-337.3134293,1,Right,Right,yes,no,C-E
13,-409.6071274,480.7,1854.661688,-409.6071274,1,Right,Right,no,no,C-E
13,-347.8045684,415.5,2072.353715,-2420.158283,0,Right,Right,no,no,C-E
13,-397.2573328,537.2,1880.257167,-2277.5145,0,Right,Left,no,no,C-E
13,-336.8467193,610,2087.116664,-2423.963383,0,Left,Left,yes,no,C-E
13,-394.5419824,606.8,1930.873337,-394.5419824,1,Left,Left,no,no,C-E
13,-398.3422462,530,2045.62296,-2443.965206,0,Left,Right,no,no,C-E
13,-379.5156314,503.1,2044.447752,-379.5156314,1,Right,Right,yes,no,C-E
13,-355.5518971,616.3,1619.267069,-1974.818966,0,Right,Right,no,no,C-E
13,-391.1840113,529.7,2163.436924,-391.1840113,1,Right,Left,no,no,C-E
13,-398.7315994,492.6,2021.426684,-2420.158283,0,Left,Left,yes,no,C-E
13,-392.1851265,657,2467.430773,-2859.6159,0,Left,Left,no,no,C-E
13,-317.3302262,511.6,1687.548081,-2004.878307,0,Left,Left,no,no,C-E
13,-355.4938243,517.6,1919.640352,-2275.134176,0,Left,Left,no,no,C-E
13,933.7057095,498,3211.22021,-2277.514501,0,Left,Right,no,no,B-E
13,989.6361227,575.8,3409.794406,989.6361227,1,Right,Right,yes,no,B-E
13,919.0637399,619.7,3142.45017,919.0637399,1,Right,Right,no,no,B-E
13,247.3218431,544.3,2365.674611,-2118.352768,0,Right,Right,no,no,B-E
13,1025.063642,437.5,2999.882608,-1974.818966,0,Right,Right,no,no,B-E
13,262.2428924,456.8,2587.658211,262.2428924,1,Right,Right,no,no,B-E
13,215.4189217,368.7,2639.382305,215.4189217,1,Right,Right,no,no,B-E
13,254.1796763,341.2,2579.594995,-2325.415319,0,Right,Left,no,no,B-E
13,996.7397689,385.5,3551.360704,996.7397689,1,Left,Left,yes,no,B-E
13,216.9875831,407.3,2481.256398,216.9875831,1,Left,Left,no,no,B-E
13,922.8678045,469,3782.483704,922.8678045,1,Left,Left,no,no,B-E
13,210.3248276,413.8,2191.515563,210.3248276,1,Left,Right,no,no,B-E
13,187.914663,451.5,2192.79297,187.914663,1,Right,Right,yes,no,B-E
13,228.6098053,701.8,2503.743982,228.6098053,1,Right,Right,no,no,B-E
13,935.3890588,613.9,3379.354265,-2443.965206,0,Right,Left,no,no,B-E
13,212.3204739,549.8,2632.478757,-2420.158283,0,Left,Left,yes,no,B-E
13,1016.376283,436.9,3440.339666,1016.376283,1,Left,Right,no,no,B-E
13,1560.242807,484.5,3824.511622,-2264.268815,0,Right,Right,yes,no,A-E
13,1255.024952,528.6,3675.183235,1255.024952,1,Right,Right,no,no,A-E
13,1453.011627,555.8,3728.145803,1453.011627,1,Right,Right,no,no,A-E
13,1941.175699,584.4,4800.791598,1941.175699,1,Right,Right,no,no,A-E
13,1572.12696,360.4,3546.945926,1572.12696,1,Right,Left,no,no,A-E
13,2002.718236,395.4,4007.596543,-2004.878307,0,Left,Left,yes,no,A-E
13,1941.175699,387.6,4385.140905,1941.175699,1,Left,Left,no,no,A-E
13,1572.12696,407.8,3897.542279,1572.12696,1,Left,Left,no,no,A-E
13,1129.688426,360.1,3110.879161,-1981.190735,0,Left,Right,no,no,A-E
13,1924.715546,383.4,4348.678929,-2423.963383,0,Right,Right,yes,no,A-E
13,1129.688426,359.8,3553.651809,1129.688426,1,Right,Right,no,no,A-E
13,1560.242807,336.1,3885.658126,-2325.415319,0,Right,Left,no,no,A-E
13,2002.718236,367.2,4557.339171,-2554.620935,0,Left,Left,yes,no,A-E
13,1255.024952,336.9,3478.411382,-2223.38643,0,Left,Left,no,no,A-E
13,1166.521266,357.7,3284.874034,1166.521266,1,Left,Left,no,no,A-E
13,1453.011627,350.4,3730.526127,-2277.5145,0,Left,Right,no,no,A-E
13,1166.521266,401.2,3586.679549,1166.521266,1,Right,Right,yes,no,A-E
13,1941.175699,404.2,3270.539286,1941.175699,1,Right,Right,no,no,A-D
13,1129.688426,379,2475.685743,1129.688426,1,Right,Left,no,no,A-D
13,1572.12696,344.5,2874.891901,-1302.764941,0,Left,Left,yes,no,A-D
13,1572.12696,360.6,2876.79678,-1304.66982,0,Left,Right,no,no,A-D
13,1941.175699,415.8,3355.721699,-1414.546,0,Right,Right,yes,no,A-D
13,1560.242807,385.5,2935.089599,-1374.846792,0,Right,Left,no,no,A-D
13,2002.718236,417.8,3401.926749,2002.718236,1,Left,Right,yes,no,A-D
13,1166.521266,398.8,2430.248692,-1263.727426,0,Right,Right,yes,no,A-D
13,1924.715546,348.2,3365.933777,-1441.218231,0,Right,Left,no,no,A-D
13,1166.521266,482.8,2465.426846,1166.521266,1,Left,Left,yes,no,A-D
13,1560.242807,449.5,3018.576196,1560.242807,1,Left,Right,no,no,A-D
13,1255.024952,395.5,2559.851106,-1304.826154,0,Right,Right,yes,no,A-D
13,1453.011627,541.8,2816.07363,-1363.062003,0,Right,Right,no,no,A-D
13,1453.011627,363.9,2801.190427,-1348.1788,0,Right,Left,no,no,A-D
13,2002.718236,468.4,3377.767604,2002.718236,1,Left,Left,yes,no,A-D
13,1255.024952,416.4,2694.402884,-1439.377932,0,Left,Right,no,no,A-D
13,1129.688426,458.8,2409.55205,-1279.863624,0,Right,Right,yes,no,A-D
13,1572.12696,398.1,3553.317695,-1981.190735,0,Right,Right,no,no,A-E
13,1941.175699,363.7,4164.562129,1941.175699,1,Right,Left,no,no,A-E
13,1941.175699,416.2,4216.309875,1941.175699,1,Left,Left,yes,no,A-E
13,1453.011627,405.2,4007.632562,-2554.620935,0,Left,Left,no,no,A-E
13,2002.718236,455.5,4446.683442,-2443.965206,0,Left,Right,no,no,A-E
13,1166.521266,370.5,4026.137165,1166.521266,1,Right,Right,yes,no,A-E
13,1453.011627,525.9,3778.426946,1453.011627,1,Right,Right,no,no,A-E
13,1924.715546,378,3899.534512,1924.715546,1,Right,Left,no,no,A-E
13,1255.024952,470.9,3373.37772,1255.024952,1,Left,Right,yes,no,A-E
13,1166.521266,446.2,3491.936585,1166.521266,1,Right,Right,yes,no,A-E
13,1255.024952,407.2,3678.988335,1255.024952,1,Right,Left,no,no,A-E
13,1129.688426,496,3549.846709,1129.688426,1,Left,Left,yes,no,A-E
13,1129.688426,428.4,3393.957241,-2264.268815,0,Left,Left,no,no,A-E
13,1560.242807,519.6,3980.40109,-2420.158283,0,Left,Left,no,no,A-E
13,1560.242807,405.2,3984.20619,-2423.963383,0,Left,Right,no,no,A-E
13,2002.718236,558.3,4280.232736,-2277.5145,0,Right,Right,yes,no,A-E
13,1572.12696,554.8,3577.005267,-2004.878307,0,Right,Right,no,no,A-E
14,1560.242807,2083.8,1349.917979,210.324828,0,Right,Right,yes,yes,A-B
14,1129.688426,886.7,917.3679521,1129.688426,1,Right,Left,no,no,A-B
14,1572.12696,1396.1,1309.884068,262.242892,0,Left,Left,yes,no,A-B
14,1166.521266,636.9,176.8851433,1166.521266,1,Left,Left,no,no,A-B
14,1166.521266,837.3,978.606603,187.914663,0,Left,Left,no,no,A-B
14,1129.688426,1042,912.7008429,1129.688426,1,Left,Left,no,no,A-B
14,1941.175699,1378.6,1725.756777,1941.175699,1,Left,Left,no,no,A-B
