trial_type,trial_index,time_elapsed,rt,stimulus,stimulus_block,stimulus_side,key_press,second_stimulus,two_side,time_post_trial,subject,is_fullscreen,trial_began,os,browser,screen_size,block,sub_block,tags1,tags2
pavlovia,0,2,,,,,,,,,,,,,,,,,,
instructions,1,996,994,,,,,,,,,,,,,,,,,
instructions,2,34558,33562,,,,,,,,,,,,,,,,,
bRMS,3,36650,2047.2,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,4,37849,747.3,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,5,38886,594.4,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,6,40102,764.3,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,7,41103,561.5,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,8,42086,529.1,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,9,43120,593.9,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,10,44187,618.5,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,11,45487,856.8,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,12,46531,598.1,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,13,47500,527.6,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,14,48396,448.9,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,15,49312,471.4,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,16,50448,691.1,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,17,51525,636.3,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,18,52632,665.4,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,19,53576,503.5,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,20,54538,520.2,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,21,55468,479.1,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,22,56405,488.8,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,23,57525,680.6,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,24,58399,433.6,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,25,59509,659.2,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,26,60507,556.6,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,27,61422,471.1,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,28,62268,405.9,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,29,63290,581.4,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,30,64140,400.1,images/f42887_e_100 copy.png,training,1,68,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,31,64879,297.8,images/f42887_e_100 copy.png,training,1,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
bRMS,32,65913,592.2,images/f42887_e_100 copy.png,training,0,75,,FALSE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,,
instructions,33,70896,4572,,,,,,,,,,,,,,,,,
bRMS,34,73720,2780.3,images/f42887_e_064 copy.png,A-B,1,75,images/f42887_e_180 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,35,74873,705.4,images/f42887_e_252 copy.png,A-B,0,75,images/f42887_e_056 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,36,76213,888.8,images/f42887_e_127 copy.png,A-B,0,68,images/f42887_e_295 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,37,77238,581.4,images/f42887_e_127 copy.png,A-B,1,68,images/f42887_e_191 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,38,78231,542.3,images/f42887_e_121 copy.png,A-B,1,68,images/f42887_e_235 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,39,79260,579.2,images/f42887_e_025 copy.png,A-B,0,68,images/f42887_e_166 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,40,81402,1702.6,images/f42887_e_058 copy.png,A-B,0,75,images/f42887_e_161 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,41,82413,571,images/f42887_e_298 copy.png,A-B,1,75,images/f42887_e_065 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,42,83470,614.9,images/f42887_e_121 copy.png,A-B,1,68,images/f42887_e_200 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,43,84521,601.7,images/f42887_e_005 copy.png,A-B,0,75,images/f42887_e_289 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,44,85521,546.7,images/f42887_e_025 copy.png,A-B,0,68,images/f42887_e_080 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,45,86740,776,images/f42887_e_252 copy.png,A-B,0,68,images/f42887_e_231 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,46,87854,666.5,images/f42887_e_298 copy.png,A-B,1,68,images/f42887_e_016 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,47,89830,1531.1,images/f42887_e_058 copy.png,A-B,0,68,images/f42887_e_120 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,48,92558,2283,images/f42887_e_156 copy.png,A-B,1,68,images/f42887_e_287 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,49,94107,1105.3,images/f42887_e_156 copy.png,A-B,0,68,images/f42887_e_054 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,50,95135,576.9,images/f42887_e_064 copy.png,A-B,1,68,images/f42887_e_004 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['B']
bRMS,51,96671,1093.2,images/f42887_e_152 copy.png,D-E,0,68,images/f42887_e_145 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,52,98100,985.6,images/f42887_e_157 copy.png,D-E,1,68,images/f42887_e_040 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,53,101865,3323.6,images/f42887_e_241 copy.png,D-E,0,75,images/f42887_e_215 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,54,103567,1259,images/f42887_e_237 copy.png,D-E,0,68,images/f42887_e_146 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,55,104739,730.6,images/f42887_e_096 copy.png,D-E,1,68,images/f42887_e_146 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,56,105823,639,images/f42887_e_165 copy.png,D-E,1,68,images/f42887_e_209 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,57,107073,800.8,images/f42887_e_178 copy.png,D-E,0,68,images/f42887_e_209 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,58,108886,1371.8,images/f42887_e_103 copy.png,D-E,0,68,images/f42887_e_051 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,59,110111,783.2,images/f42887_e_278 copy.png,D-E,1,68,images/f42887_e_099 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,60,111553,991.3,images/f42887_e_296 copy.png,D-E,0,75,images/f42887_e_085 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,61,112814,820.4,images/f42887_e_038 copy.png,D-E,0,68,images/f42887_e_044 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,62,115435,2180.1,images/f42887_e_218 copy.png,D-E,0,68,images/f42887_e_000 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,63,117650,1766.4,images/f42887_e_189 copy.png,D-E,1,75,images/f42887_e_290 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,64,119941,1848.4,images/f42887_e_043 copy.png,D-E,0,75,images/f42887_e_213 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,65,120987,605,images/f42887_e_122 copy.png,D-E,1,68,images/f42887_e_051 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,66,122146,708.9,images/f42887_e_293 copy.png,D-E,1,68,images/f42887_e_169 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,67,123170,573.7,images/f42887_e_028 copy.png,D-E,1,68,images/f42887_e_167 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['D'],['E']
bRMS,68,124169,557.5,images/f42887_e_156 copy.png,A-C,1,68,images/f42887_e_265 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,69,125360,744.1,images/f42887_e_058 copy.png,A-C,1,68,images/f42887_e_134 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,70,127453,1643.8,images/f42887_e_298 copy.png,A-C,0,68,images/f42887_e_176 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,71,129112,1216.5,images/f42887_e_127 copy.png,A-C,0,68,images/f42887_e_201 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,72,130231,668.2,images/f42887_e_058 copy.png,A-C,1,75,images/f42887_e_291 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,73,131883,1206.4,images/f42887_e_025 copy.png,A-C,0,75,images/f42887_e_238 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,74,133225,894.6,images/f42887_e_121 copy.png,A-C,1,75,images/f42887_e_212 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,75,134933,1265,images/f42887_e_121 copy.png,A-C,0,75,images/f42887_e_266 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,76,136765,1389.1,images/f42887_e_005 copy.png,A-C,1,68,images/f42887_e_024 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,77,138090,884.5,images/f42887_e_064 copy.png,A-C,0,68,images/f42887_e_240 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,78,139741,1201.4,images/f42887_e_064 copy.png,A-C,0,68,images/f42887_e_179 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,79,144636,4448.3,images/f42887_e_127 copy.png,A-C,0,68,images/f42887_e_197 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,80,147027,1948.5,images/f42887_e_298 copy.png,A-C,1,75,images/f42887_e_273 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,81,148677,1199,images/f42887_e_156 copy.png,A-C,1,75,images/f42887_e_068 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,82,150130,1005,images/f42887_e_252 copy.png,A-C,1,68,images/f42887_e_067 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,83,152965,2395,images/f42887_e_252 copy.png,A-C,0,75,images/f42887_e_021 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,84,154460,1048.7,images/f42887_e_025 copy.png,A-C,1,75,images/f42887_e_210 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['C']
bRMS,85,155787,886.9,images/f42887_e_067 copy.png,C-E,0,68,images/f42887_e_051 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,86,156865,628.2,images/f42887_e_210 copy.png,C-E,0,68,images/f42887_e_209 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,87,157955,643,images/f42887_e_238 copy.png,C-E,1,68,images/f42887_e_040 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,88,159007,607,images/f42887_e_212 copy.png,C-E,1,68,images/f42887_e_213 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,89,161486,2039,images/f42887_e_201 copy.png,C-E,1,68,images/f42887_e_085 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,90,162852,913.9,images/f42887_e_265 copy.png,C-E,1,68,images/f42887_e_000 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,91,164882,1589.7,images/f42887_e_291 copy.png,C-E,0,75,images/f42887_e_290 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,92,168902,3575.8,images/f42887_e_024 copy.png,C-E,1,75,images/f42887_e_209 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,93,172016,2668.4,images/f42887_e_021 copy.png,C-E,0,75,images/f42887_e_215 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,94,173482,1014.9,images/f42887_e_068 copy.png,C-E,1,68,images/f42887_e_146 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,95,175150,1228.4,images/f42887_e_176 copy.png,C-E,0,75,images/f42887_e_099 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,96,176282,685.2,images/f42887_e_273 copy.png,C-E,0,68,images/f42887_e_051 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,97,177357,627.5,images/f42887_e_240 copy.png,C-E,1,68,images/f42887_e_146 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,98,178462,665.8,images/f42887_e_179 copy.png,C-E,1,68,images/f42887_e_044 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,99,179778,876.4,images/f42887_e_266 copy.png,C-E,0,68,images/f42887_e_167 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,100,183521,3288.2,images/f42887_e_134 copy.png,C-E,0,75,images/f42887_e_145 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,101,186014,2041.2,images/f42887_e_197 copy.png,C-E,0,75,images/f42887_e_169 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['C'],['E']
bRMS,102,187544,1087.4,images/f42887_e_289 copy.png,B-E,0,75,images/f42887_e_145 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,103,188905,916.8,images/f42887_e_235 copy.png,B-E,0,75,images/f42887_e_044 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,104,190159,813.7,images/f42887_e_065 copy.png,B-E,1,68,images/f42887_e_290 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,105,191153,541,images/f42887_e_180 copy.png,B-E,1,68,images/f42887_e_040 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,106,192875,1272.8,images/f42887_e_200 copy.png,B-E,0,75,images/f42887_e_051 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,107,194309,993.5,images/f42887_e_080 copy.png,B-E,1,75,images/f42887_e_209 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,108,197013,2256.4,images/f42887_e_161 copy.png,B-E,1,75,images/f42887_e_167 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,109,200221,2758.5,images/f42887_e_004 copy.png,B-E,0,75,images/f42887_e_000 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,110,201441,775.5,images/f42887_e_295 copy.png,B-E,1,68,images/f42887_e_213 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,111,203061,1178.2,images/f42887_e_016 copy.png,B-E,0,75,images/f42887_e_215 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,112,204248,745.6,images/f42887_e_287 copy.png,B-E,0,75,images/f42887_e_099 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,113,205452,760.9,images/f42887_e_191 copy.png,B-E,1,68,images/f42887_e_085 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,114,208663,2764.8,images/f42887_e_054 copy.png,B-E,1,75,images/f42887_e_146 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,115,210051,946.4,images/f42887_e_166 copy.png,B-E,0,75,images/f42887_e_169 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,116,211401,909.2,images/f42887_e_231 copy.png,B-E,1,75,images/f42887_e_146 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,117,212744,898.2,images/f42887_e_056 copy.png,B-E,0,75,images/f42887_e_051 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,118,213743,556.3,images/f42887_e_120 copy.png,B-E,1,68,images/f42887_e_209 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['B'],['E']
bRMS,119,215070,885.3,images/f42887_e_127 copy.png,A-E,0,75,images/f42887_e_146 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,120,216071,550.6,images/f42887_e_064 copy.png,A-E,0,68,images/f42887_e_290 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,121,217225,704.4,images/f42887_e_025 copy.png,A-E,1,75,images/f42887_e_209 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,122,218263,594.8,images/f42887_e_121 copy.png,A-E,1,68,images/f42887_e_167 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,123,219159,455.6,images/f42887_e_252 copy.png,A-E,1,68,images/f42887_e_000 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,124,220135,525.5,images/f42887_e_005 copy.png,A-E,0,68,images/f42887_e_146 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,125,221412,837.3,images/f42887_e_156 copy.png,A-E,1,68,images/f42887_e_215 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,126,222593,731.6,images/f42887_e_298 copy.png,A-E,1,68,images/f42887_e_051 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,127,224044,1009.9,images/f42887_e_127 copy.png,A-E,1,68,images/f42887_e_051 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,128,224961,477.2,images/f42887_e_252 copy.png,A-E,0,68,images/f42887_e_209 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,129,225822,418.1,images/f42887_e_025 copy.png,A-E,1,68,images/f42887_e_099 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,130,226831,566,images/f42887_e_064 copy.png,A-E,0,68,images/f42887_e_213 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,131,228160,886.5,images/f42887_e_156 copy.png,A-E,0,68,images/f42887_e_040 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,132,229117,505.2,images/f42887_e_058 copy.png,A-E,0,75,images/f42887_e_145 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,133,230068,500.9,images/f42887_e_298 copy.png,A-E,0,75,images/f42887_e_169 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,134,231030,512.3,images/f42887_e_121 copy.png,A-E,0,75,images/f42887_e_044 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,135,231980,507.9,images/f42887_e_058 copy.png,A-E,0,75,images/f42887_e_085 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['E']
bRMS,136,232899,478.3,images/f42887_e_064 copy.png,A-D,1,75,images/f42887_e_178 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['D']
bRMS,137,233997,656.9,images/f42887_e_121 copy.png,A-D,0,75,images/f42887_e_218 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['D']
bRMS,138,235109,666.2,images/f42887_e_298 copy.png,A-D,1,75,images/f42887_e_096 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['D']
bRMS,139,236062,511,images/f42887_e_127 copy.png,A-D,1,75,images/f42887_e_028 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['D']
bRMS,140,236946,432.9,images/f42887_e_252 copy.png,A-D,1,75,images/f42887_e_043 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['D']
bRMS,141,237867,470.8,images/f42887_e_005 copy.png,A-D,0,68,images/f42887_e_296 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['D']
bRMS,142,238752,444.4,images/f42887_e_298 copy.png,A-D,1,68,images/f42887_e_293 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['D']
bRMS,143,239590,396,images/f42887_e_025 copy.png,A-D,1,68,images/f42887_e_038 copy.png,TRUE,400,1,FALSE,0,Windows 10,Chrome 105 (105.0.0.0),,63,63,['A'],['D']
