"","X","Ss","block.number","Description","Trial","RT","Acc","Angle","Condition","Target","Angle_main"
"795",1627,8,2,"UnConscious",27,964,1,225,"Different_Path","Rectangle","FALSE"
"796",1628,8,2,"UnConscious",28,657,1,225,"Same_Path","Rectangle","FALSE"
"797",1629,8,2,"UnConscious",29,749,1,135,"Different_Path","Diamond","FALSE"
"798",1630,8,2,"UnConscious",30,854,1,225,"Same_Path","Diamond","FALSE"
"799",1631,8,2,"UnConscious",31,858,1,180,"Different_Path","Diamond","TRUE"
"800",1632,8,2,"UnConscious",32,734,1,45,"Same_Path","Rectangle","FALSE"
"801",1633,8,2,"UnConscious",33,666,1,270,"Different_Path","Rectangle","TRUE"
"802",1634,8,2,"UnConscious",34,913,1,0,"Same_Path","Rectangle","TRUE"
"803",1635,8,2,"UnConscious",35,850,1,180,"Same_Path","Diamond","TRUE"
"804",1636,8,2,"UnConscious",36,582,1,45,"Different_Path","Rectangle","FALSE"
"805",1637,8,2,"UnConscious",37,1020,1,135,"Different_Path","Diamond","FALSE"
"806",1638,8,2,"UnConscious",38,587,1,270,"Same_Path","Rectangle","TRUE"
"807",1639,8,2,"UnConscious",39,706,1,45,"Different_Path","Diamond","FALSE"
"808",1640,8,2,"UnConscious",40,961,1,270,"Same_Path","Diamond","TRUE"
"809",1641,8,2,"UnConscious",41,666,1,90,"Same_Path","Rectangle","TRUE"
"810",1642,8,2,"UnConscious",42,665,1,225,"Different_Path","Rectangle","FALSE"
"811",1643,8,2,"UnConscious",43,935,1,315,"Different_Path","Rectangle","FALSE"
"812",1644,8,2,"UnConscious",44,843,1,135,"Same_Path","Rectangle","FALSE"
"813",1645,8,2,"UnConscious",45,612,1,315,"Different_Path","Rectangle","FALSE"
"814",1646,8,2,"UnConscious",46,793,1,225,"Different_Path","Diamond","FALSE"
"815",1647,8,2,"UnConscious",47,738,1,90,"Same_Path","Rectangle","TRUE"
"816",1648,8,2,"UnConscious",48,801,1,90,"Different_Path","Diamond","TRUE"
"817",1649,8,2,"UnConscious",49,530,1,135,"Different_Path","Rectangle","FALSE"
"818",1650,8,2,"UnConscious",50,846,1,225,"Same_Path","Diamond","FALSE"
"819",1651,8,2,"UnConscious",51,610,1,315,"Different_Path","Rectangle","FALSE"
"820",1652,8,2,"UnConscious",52,814,1,0,"Different_Path","Rectangle","TRUE"
"821",1653,8,2,"UnConscious",53,682,1,225,"Different_Path","Diamond","FALSE"
"822",1654,8,2,"UnConscious",54,555,1,0,"Different_Path","Rectangle","TRUE"
"823",1655,8,2,"UnConscious",55,789,1,225,"Same_Path","Diamond","FALSE"
"824",1656,8,2,"UnConscious",56,523,1,225,"Different_Path","Rectangle","FALSE"
"825",1657,8,2,"UnConscious",57,1084,1,90,"Same_Path","Diamond","TRUE"
"826",1658,8,2,"UnConscious",58,777,1,0,"Different_Path","Rectangle","TRUE"
"827",1659,8,2,"UnConscious",59,629,1,45,"Same_Path","Diamond","FALSE"
"828",1660,8,2,"UnConscious",60,587,1,180,"Same_Path","Rectangle","TRUE"
"829",1661,8,2,"UnConscious",61,818,1,45,"Different_Path","Rectangle","FALSE"
"830",1662,8,2,"UnConscious",62,750,1,45,"Same_Path","Diamond","FALSE"
"831",1663,8,2,"UnConscious",63,837,1,45,"Different_Path","Diamond","FALSE"
"832",1664,8,2,"UnConscious",64,822,1,90,"Different_Path","Diamond","TRUE"
"833",1665,8,2,"UnConscious",65,557,1,315,"Same_Path","Diamond","FALSE"
"834",1666,8,2,"UnConscious",66,662,1,135,"Different_Path","Rectangle","FALSE"
"835",1667,8,2,"UnConscious",67,660,1,180,"Same_Path","Diamond","TRUE"
"836",1668,8,2,"UnConscious",68,923,1,135,"Same_Path","Diamond","FALSE"
"837",1669,8,2,"UnConscious",69,692,1,90,"Different_Path","Diamond","TRUE"
"838",1670,8,2,"UnConscious",70,656,1,0,"Same_Path","Diamond","TRUE"
"839",1671,8,2,"UnConscious",71,660,1,45,"Different_Path","Rectangle","FALSE"
"840",1672,8,2,"UnConscious",72,715,1,225,"Different_Path","Diamond","FALSE"
"841",1673,8,2,"UnConscious",73,644,1,270,"Different_Path","Diamond","TRUE"
"842",1674,8,2,"UnConscious",74,592,1,315,"Same_Path","Rectangle","FALSE"
"843",1675,8,2,"UnConscious",75,641,1,225,"Different_Path","Diamond","FALSE"
"844",1676,8,2,"UnConscious",76,499,1,45,"Same_Path","Rectangle","FALSE"
"845",1677,8,2,"UnConscious",77,569,1,225,"Different_Path","Rectangle","FALSE"
"846",1678,8,2,"UnConscious",78,589,1,315,"Different_Path","Diamond","FALSE"
"847",1679,8,2,"UnConscious",79,868,1,180,"Different_Path","Diamond","TRUE"
"848",1680,8,2,"UnConscious",80,811,1,45,"Different_Path","Diamond","FALSE"
"849",1681,8,2,"UnConscious",81,599,1,135,"Same_Path","Diamond","FALSE"
"850",1682,8,2,"UnConscious",82,624,1,270,"Same_Path","Diamond","TRUE"
"851",1683,8,2,"UnConscious",83,638,1,315,"Different_Path","Rectangle","FALSE"
"852",1684,8,2,"UnConscious",84,784,1,270,"Different_Path","Diamond","TRUE"
"853",1685,8,2,"UnConscious",85,518,1,45,"Different_Path","Rectangle","FALSE"
"854",1686,8,2,"UnConscious",86,576,1,90,"Different_Path","Diamond","TRUE"
"855",1687,8,2,"UnConscious",87,580,1,180,"Same_Path","Diamond","TRUE"
"856",1688,8,2,"UnConscious",88,762,1,135,"Same_Path","Diamond","FALSE"
"857",1689,8,2,"UnConscious",89,697,1,225,"Same_Path","Rectangle","FALSE"
"858",1690,8,2,"UnConscious",90,552,1,0,"Same_Path","Diamond","TRUE"
"859",1691,8,2,"UnConscious",91,830,1,270,"Same_Path","Diamond","TRUE"
"860",1692,8,2,"UnConscious",92,508,1,315,"Same_Path","Rectangle","FALSE"
"861",1693,8,2,"UnConscious",93,931,1,225,"Different_Path","Diamond","FALSE"
"862",1694,8,2,"UnConscious",94,655,1,45,"Same_Path","Rectangle","FALSE"
"863",1695,8,2,"UnConscious",95,739,1,180,"Same_Path","Rectangle","TRUE"
"864",1696,8,2,"UnConscious",96,607,1,270,"Same_Path","Diamond","TRUE"
"865",1697,8,2,"UnConscious",97,681,1,135,"Same_Path","Rectangle","FALSE"
"866",1698,8,2,"UnConscious",98,674,1,180,"Different_Path","Diamond","TRUE"
"868",1700,8,2,"UnConscious",100,602,1,315,"Same_Path","Diamond","FALSE"
"869",1701,8,2,"UnConscious",101,539,1,180,"Same_Path","Rectangle","TRUE"
"870",1702,8,2,"UnConscious",102,559,1,270,"Same_Path","Rectangle","TRUE"
"871",1703,8,2,"UnConscious",103,688,1,270,"Different_Path","Diamond","TRUE"
"872",1704,8,2,"UnConscious",104,1132,1,315,"Different_Path","Diamond","FALSE"
"873",1705,8,2,"UnConscious",105,672,1,180,"Different_Path","Rectangle","TRUE"
"874",1706,8,2,"UnConscious",106,581,1,315,"Same_Path","Diamond","FALSE"
"875",1707,8,2,"UnConscious",107,598,1,270,"Same_Path","Rectangle","TRUE"
"876",1708,8,2,"UnConscious",108,796,1,0,"Different_Path","Diamond","TRUE"
"877",1709,8,2,"UnConscious",109,565,1,270,"Different_Path","Rectangle","TRUE"
"878",1710,8,2,"UnConscious",110,994,1,270,"Same_Path","Diamond","TRUE"
"879",1711,8,2,"UnConscious",111,864,1,225,"Same_Path","Rectangle","FALSE"
"880",1712,8,2,"UnConscious",112,647,1,135,"Same_Path","Rectangle","FALSE"
"881",1713,8,2,"UnConscious",113,960,1,90,"Same_Path","Rectangle","TRUE"
"882",1714,8,2,"UnConscious",114,639,1,0,"Same_Path","Rectangle","TRUE"
"883",1715,8,2,"UnConscious",115,561,1,45,"Same_Path","Diamond","FALSE"
"884",1716,8,2,"UnConscious",116,674,1,0,"Same_Path","Diamond","TRUE"
"885",1717,8,2,"UnConscious",117,683,1,315,"Different_Path","Diamond","FALSE"
"886",1718,8,2,"UnConscious",118,572,1,180,"Different_Path","Rectangle","TRUE"
"887",1719,8,2,"UnConscious",119,888,1,225,"Same_Path","Rectangle","FALSE"
"888",1720,8,2,"UnConscious",120,708,1,90,"Same_Path","Rectangle","TRUE"
"889",1721,8,2,"UnConscious",121,1219,1,135,"Different_Path","Diamond","FALSE"
"890",1722,8,2,"UnConscious",122,570,1,135,"Different_Path","Rectangle","FALSE"
"891",1723,8,2,"UnConscious",123,718,1,270,"Same_Path","Rectangle","TRUE"
"892",1724,8,2,"UnConscious",124,703,1,90,"Different_Path","Rectangle","TRUE"
"893",1725,8,2,"UnConscious",125,552,1,315,"Same_Path","Rectangle","FALSE"
"894",1726,8,2,"UnConscious",126,609,1,270,"Different_Path","Rectangle","TRUE"
"895",1727,8,2,"UnConscious",127,637,1,90,"Different_Path","Rectangle","TRUE"
"896",1728,8,2,"UnConscious",128,980,1,0,"Same_Path","Diamond","TRUE"
"897",1857,9,2,"UnConscious",1,668,1,315,"Same_Path","Rectangle","FALSE"
"898",1858,9,2,"UnConscious",2,637,1,270,"Same_Path","Rectangle","TRUE"
"899",1859,9,2,"UnConscious",3,969,1,45,"Different_Path","Diamond","FALSE"
"900",1860,9,2,"UnConscious",4,509,1,45,"Same_Path","Rectangle","FALSE"
"901",1861,9,2,"UnConscious",5,680,1,0,"Same_Path","Diamond","TRUE"
"902",1862,9,2,"UnConscious",6,583,1,180,"Same_Path","Rectangle","TRUE"
"903",1863,9,2,"UnConscious",7,732,1,180,"Different_Path","Diamond","TRUE"
"904",1864,9,2,"UnConscious",8,533,1,180,"Different_Path","Rectangle","TRUE"
"905",1865,9,2,"UnConscious",9,552,1,180,"Different_Path","Diamond","TRUE"
"906",1866,9,2,"UnConscious",10,825,1,0,"Different_Path","Diamond","TRUE"
"907",1867,9,2,"UnConscious",11,464,1,135,"Same_Path","Rectangle","FALSE"
"908",1868,9,2,"UnConscious",12,723,1,315,"Different_Path","Diamond","FALSE"
"909",1869,9,2,"UnConscious",13,482,1,90,"Different_Path","Rectangle","TRUE"
"910",1870,9,2,"UnConscious",14,633,1,0,"Different_Path","Rectangle","TRUE"
"911",1871,9,2,"UnConscious",15,482,1,180,"Same_Path","Rectangle","TRUE"
"912",1872,9,2,"UnConscious",16,499,1,0,"Different_Path","Rectangle","TRUE"
"913",1873,9,2,"UnConscious",17,598,1,0,"Different_Path","Diamond","TRUE"
"914",1874,9,2,"UnConscious",18,575,1,90,"Same_Path","Diamond","TRUE"
"915",1875,9,2,"UnConscious",19,694,1,90,"Different_Path","Diamond","TRUE"
"916",1876,9,2,"UnConscious",20,565,1,90,"Same_Path","Diamond","TRUE"
"917",1877,9,2,"UnConscious",21,548,1,0,"Different_Path","Rectangle","TRUE"
"918",1878,9,2,"UnConscious",22,605,1,315,"Same_Path","Diamond","FALSE"
"919",1879,9,2,"UnConscious",23,521,1,90,"Same_Path","Rectangle","TRUE"
"920",1880,9,2,"UnConscious",24,740,1,45,"Same_Path","Diamond","FALSE"
"921",1881,9,2,"UnConscious",25,663,1,135,"Same_Path","Diamond","FALSE"
"922",1882,9,2,"UnConscious",26,600,1,135,"Different_Path","Rectangle","FALSE"
"923",1883,9,2,"UnConscious",27,711,1,225,"Different_Path","Rectangle","FALSE"
"924",1884,9,2,"UnConscious",28,478,1,225,"Same_Path","Rectangle","FALSE"
"925",1885,9,2,"UnConscious",29,567,1,135,"Different_Path","Diamond","FALSE"
"926",1886,9,2,"UnConscious",30,506,1,225,"Same_Path","Diamond","FALSE"
"927",1887,9,2,"UnConscious",31,577,1,180,"Different_Path","Diamond","TRUE"
"928",1888,9,2,"UnConscious",32,572,1,45,"Same_Path","Rectangle","FALSE"
"929",1889,9,2,"UnConscious",33,457,1,270,"Different_Path","Rectangle","TRUE"
"930",1890,9,2,"UnConscious",34,520,1,0,"Same_Path","Rectangle","TRUE"
"931",1891,9,2,"UnConscious",35,561,1,180,"Same_Path","Diamond","TRUE"
"932",1892,9,2,"UnConscious",36,528,1,45,"Different_Path","Rectangle","FALSE"
"933",1893,9,2,"UnConscious",37,653,1,135,"Different_Path","Diamond","FALSE"
"934",1894,9,2,"UnConscious",38,484,1,270,"Same_Path","Rectangle","TRUE"
"935",1895,9,2,"UnConscious",39,975,1,45,"Different_Path","Diamond","FALSE"
"936",1896,9,2,"UnConscious",40,704,1,270,"Same_Path","Diamond","TRUE"
"937",1897,9,2,"UnConscious",41,497,1,90,"Same_Path","Rectangle","TRUE"
"938",1898,9,2,"UnConscious",42,598,1,225,"Different_Path","Rectangle","FALSE"
"939",1899,9,2,"UnConscious",43,449,1,315,"Different_Path","Rectangle","FALSE"
"940",1900,9,2,"UnConscious",44,466,1,135,"Same_Path","Rectangle","FALSE"
"941",1901,9,2,"UnConscious",45,506,1,315,"Different_Path","Rectangle","FALSE"
"942",1902,9,2,"UnConscious",46,582,1,225,"Different_Path","Diamond","FALSE"
"943",1903,9,2,"UnConscious",47,991,1,90,"Same_Path","Rectangle","TRUE"
"944",1904,9,2,"UnConscious",48,565,1,90,"Different_Path","Diamond","TRUE"
"945",1905,9,2,"UnConscious",49,1756,1,135,"Different_Path","Rectangle","FALSE"
"946",1906,9,2,"UnConscious",50,1111,1,225,"Same_Path","Diamond","FALSE"
"947",1907,9,2,"UnConscious",51,1384,1,315,"Different_Path","Rectangle","FALSE"
"948",1908,9,2,"UnConscious",52,710,1,0,"Different_Path","Rectangle","TRUE"
"949",1909,9,2,"UnConscious",53,1509,1,225,"Different_Path","Diamond","FALSE"
"950",1910,9,2,"UnConscious",54,616,1,0,"Different_Path","Rectangle","TRUE"
"951",1911,9,2,"UnConscious",55,849,1,225,"Same_Path","Diamond","FALSE"
"952",1912,9,2,"UnConscious",56,698,1,225,"Different_Path","Rectangle","FALSE"
"953",1913,9,2,"UnConscious",57,749,1,90,"Same_Path","Diamond","TRUE"
"954",1914,9,2,"UnConscious",58,733,1,0,"Different_Path","Rectangle","TRUE"
"955",1915,9,2,"UnConscious",59,529,1,45,"Same_Path","Diamond","FALSE"
"956",1916,9,2,"UnConscious",60,547,1,180,"Same_Path","Rectangle","TRUE"
"957",1917,9,2,"UnConscious",61,816,1,45,"Different_Path","Rectangle","FALSE"
"958",1918,9,2,"UnConscious",62,601,1,45,"Same_Path","Diamond","FALSE"
"959",1919,9,2,"UnConscious",63,752,1,45,"Different_Path","Diamond","FALSE"
"960",1920,9,2,"UnConscious",64,531,1,90,"Different_Path","Diamond","TRUE"
"961",1921,9,2,"UnConscious",65,678,1,315,"Same_Path","Diamond","FALSE"
"962",1922,9,2,"UnConscious",66,969,1,135,"Different_Path","Rectangle","FALSE"
"963",1923,9,2,"UnConscious",67,940,1,180,"Same_Path","Diamond","TRUE"
"964",1924,9,2,"UnConscious",68,685,1,135,"Same_Path","Diamond","FALSE"
"965",1925,9,2,"UnConscious",69,649,1,90,"Different_Path","Diamond","TRUE"
"966",1926,9,2,"UnConscious",70,642,1,0,"Same_Path","Diamond","TRUE"
"967",1927,9,2,"UnConscious",71,881,1,45,"Different_Path","Rectangle","FALSE"
"968",1928,9,2,"UnConscious",72,770,1,225,"Different_Path","Diamond","FALSE"
"969",1929,9,2,"UnConscious",73,619,1,270,"Different_Path","Diamond","TRUE"
"970",1930,9,2,"UnConscious",74,628,1,315,"Same_Path","Rectangle","FALSE"
"971",1931,9,2,"UnConscious",75,1037,1,225,"Different_Path","Diamond","FALSE"
"972",1932,9,2,"UnConscious",76,764,1,45,"Same_Path","Rectangle","FALSE"
"973",1933,9,2,"UnConscious",77,539,1,225,"Different_Path","Rectangle","FALSE"
"974",1934,9,2,"UnConscious",78,940,1,315,"Different_Path","Diamond","FALSE"
"975",1935,9,2,"UnConscious",79,676,1,180,"Different_Path","Diamond","TRUE"
"976",1936,9,2,"UnConscious",80,901,1,45,"Different_Path","Diamond","FALSE"
"977",1937,9,2,"UnConscious",81,2824,1,135,"Same_Path","Diamond","FALSE"
"978",1938,9,2,"UnConscious",82,668,1,270,"Same_Path","Diamond","TRUE"
"979",1939,9,2,"UnConscious",83,687,1,315,"Different_Path","Rectangle","FALSE"
"980",1940,9,2,"UnConscious",84,458,1,270,"Different_Path","Diamond","TRUE"
"981",1941,9,2,"UnConscious",85,505,1,45,"Different_Path","Rectangle","FALSE"
"982",1942,9,2,"UnConscious",86,592,1,90,"Different_Path","Diamond","TRUE"
"983",1943,9,2,"UnConscious",87,563,1,180,"Same_Path","Diamond","TRUE"
"984",1944,9,2,"UnConscious",88,580,1,135,"Same_Path","Diamond","FALSE"
"985",1945,9,2,"UnConscious",89,439,1,225,"Same_Path","Rectangle","FALSE"
"986",1946,9,2,"UnConscious",90,506,1,0,"Same_Path","Diamond","TRUE"
"987",1947,9,2,"UnConscious",91,711,1,270,"Same_Path","Diamond","TRUE"
"988",1948,9,2,"UnConscious",92,600,1,315,"Same_Path","Rectangle","FALSE"
"989",1949,9,2,"UnConscious",93,655,1,225,"Different_Path","Diamond","FALSE"
"990",1950,9,2,"UnConscious",94,450,1,45,"Same_Path","Rectangle","FALSE"
"991",1951,9,2,"UnConscious",95,459,1,180,"Same_Path","Rectangle","TRUE"
"992",1952,9,2,"UnConscious",96,466,1,270,"Same_Path","Diamond","TRUE"
"993",1953,9,2,"UnConscious",97,553,1,135,"Same_Path","Rectangle","FALSE"
"994",1954,9,2,"UnConscious",98,674,1,180,"Different_Path","Diamond","TRUE"
"995",1955,9,2,"UnConscious",99,825,1,135,"Different_Path","Diamond","FALSE"
"996",1956,9,2,"UnConscious",100,716,1,315,"Same_Path","Diamond","FALSE"
"997",1957,9,2,"UnConscious",101,669,1,180,"Same_Path","Rectangle","TRUE"
"998",1958,9,2,"UnConscious",102,794,1,270,"Same_Path","Rectangle","TRUE"
"999",1959,9,2,"UnConscious",103,1056,1,270,"Different_Path","Diamond","TRUE"
"1000",1960,9,2,"UnConscious",104,1449,1,315,"Different_Path","Diamond","FALSE"
"1001",1961,9,2,"UnConscious",105,452,1,180,"Different_Path","Rectangle","TRUE"
"1002",1962,9,2,"UnConscious",106,499,1,315,"Same_Path","Diamond","FALSE"
"1003",1963,9,2,"UnConscious",107,574,1,270,"Same_Path","Rectangle","TRUE"
"1004",1964,9,2,"UnConscious",108,1083,1,0,"Different_Path","Diamond","TRUE"
"1005",1965,9,2,"UnConscious",109,693,1,270,"Different_Path","Rectangle","TRUE"
"1006",1966,9,2,"UnConscious",110,761,1,270,"Same_Path","Diamond","TRUE"
"1007",1967,9,2,"UnConscious",111,493,1,225,"Same_Path","Rectangle","FALSE"
"1008",1968,9,2,"UnConscious",112,509,1,135,"Same_Path","Rectangle","FALSE"
"1009",1969,9,2,"UnConscious",113,571,1,90,"Same_Path","Rectangle","TRUE"
"1010",1970,9,2,"UnConscious",114,490,1,0,"Same_Path","Rectangle","TRUE"
"1011",1971,9,2,"UnConscious",115,595,1,45,"Same_Path","Diamond","FALSE"
"1012",1972,9,2,"UnConscious",116,542,1,0,"Same_Path","Diamond","TRUE"
"1013",1973,9,2,"UnConscious",117,749,1,315,"Different_Path","Diamond","FALSE"
"1014",1974,9,2,"UnConscious",118,518,1,180,"Different_Path","Rectangle","TRUE"
"1016",1976,9,2,"UnConscious",120,520,1,90,"Same_Path","Rectangle","TRUE"
"1017",1977,9,2,"UnConscious",121,841,1,135,"Different_Path","Diamond","FALSE"
"1018",1978,9,2,"UnConscious",122,560,1,135,"Different_Path","Rectangle","FALSE"
"1019",1979,9,2,"UnConscious",123,451,1,270,"Same_Path","Rectangle","TRUE"
"1020",1980,9,2,"UnConscious",124,454,1,90,"Different_Path","Rectangle","TRUE"
"1021",1981,9,2,"UnConscious",125,521,1,315,"Same_Path","Rectangle","FALSE"
"1022",1982,9,2,"UnConscious",126,462,1,270,"Different_Path","Rectangle","TRUE"
"1023",1983,9,2,"UnConscious",127,577,1,90,"Different_Path","Rectangle","TRUE"
"1024",1984,9,2,"UnConscious",128,642,1,0,"Same_Path","Diamond","TRUE"
"1025",2113,10,2,"UnConscious",1,534,1,315,"Same_Path","Rectangle","FALSE"
"1026",2114,10,2,"UnConscious",2,591,1,270,"Same_Path","Rectangle","TRUE"
"1027",2115,10,2,"UnConscious",3,798,1,45,"Different_Path","Diamond","FALSE"
"1028",2116,10,2,"UnConscious",4,499,1,45,"Same_Path","Rectangle","FALSE"
"1029",2117,10,2,"UnConscious",5,430,1,0,"Same_Path","Diamond","TRUE"
"1030",2118,10,2,"UnConscious",6,559,1,180,"Same_Path","Rectangle","TRUE"
"1031",2119,10,2,"UnConscious",7,526,1,180,"Different_Path","Diamond","TRUE"
"1032",2120,10,2,"UnConscious",8,803,1,180,"Different_Path","Rectangle","TRUE"
"1033",2121,10,2,"UnConscious",9,684,1,180,"Different_Path","Diamond","TRUE"
"1034",2122,10,2,"UnConscious",10,567,1,0,"Different_Path","Diamond","TRUE"
"1035",2123,10,2,"UnConscious",11,458,1,135,"Same_Path","Rectangle","FALSE"
"1036",2124,10,2,"UnConscious",12,1157,1,315,"Different_Path","Diamond","FALSE"
"1037",2125,10,2,"UnConscious",13,568,1,90,"Different_Path","Rectangle","TRUE"
"1038",2126,10,2,"UnConscious",14,1012,1,0,"Different_Path","Rectangle","TRUE"
"1039",2127,10,2,"UnConscious",15,485,1,180,"Same_Path","Rectangle","TRUE"
"1040",2128,10,2,"UnConscious",16,512,1,0,"Different_Path","Rectangle","TRUE"
"1041",2129,10,2,"UnConscious",17,457,1,0,"Different_Path","Diamond","TRUE"
"1042",2130,10,2,"UnConscious",18,1174,1,90,"Same_Path","Diamond","TRUE"
"1043",2131,10,2,"UnConscious",19,645,1,90,"Different_Path","Diamond","TRUE"
"1044",2132,10,2,"UnConscious",20,466,1,90,"Same_Path","Diamond","TRUE"
"1045",2133,10,2,"UnConscious",21,551,1,0,"Different_Path","Rectangle","TRUE"
"1046",2134,10,2,"UnConscious",22,410,1,315,"Same_Path","Diamond","FALSE"
"1047",2135,10,2,"UnConscious",23,477,1,90,"Same_Path","Rectangle","TRUE"
"1048",2136,10,2,"UnConscious",24,588,1,45,"Same_Path","Diamond","FALSE"
"1049",2137,10,2,"UnConscious",25,519,1,135,"Same_Path","Diamond","FALSE"
"1050",2138,10,2,"UnConscious",26,532,1,135,"Different_Path","Rectangle","FALSE"
"1051",2139,10,2,"UnConscious",27,543,1,225,"Different_Path","Rectangle","FALSE"
"1052",2140,10,2,"UnConscious",28,546,1,225,"Same_Path","Rectangle","FALSE"
"1053",2141,10,2,"UnConscious",29,449,1,135,"Different_Path","Diamond","FALSE"
"1054",2142,10,2,"UnConscious",30,444,1,225,"Same_Path","Diamond","FALSE"
"1055",2143,10,2,"UnConscious",31,437,1,180,"Different_Path","Diamond","TRUE"
"1056",2144,10,2,"UnConscious",32,650,1,45,"Same_Path","Rectangle","FALSE"
"1057",2145,10,2,"UnConscious",33,469,1,270,"Different_Path","Rectangle","TRUE"
"1058",2146,10,2,"UnConscious",34,620,1,0,"Same_Path","Rectangle","TRUE"
"1059",2147,10,2,"UnConscious",35,535,1,180,"Same_Path","Diamond","TRUE"
"1061",2149,10,2,"UnConscious",37,567,1,135,"Different_Path","Diamond","FALSE"
"1062",2150,10,2,"UnConscious",38,554,1,270,"Same_Path","Rectangle","TRUE"
"1063",2151,10,2,"UnConscious",39,647,1,45,"Different_Path","Diamond","FALSE"
"1064",2152,10,2,"UnConscious",40,850,1,270,"Same_Path","Diamond","TRUE"
"1065",2153,10,2,"UnConscious",41,550,1,90,"Same_Path","Rectangle","TRUE"
"1066",2154,10,2,"UnConscious",42,591,1,225,"Different_Path","Rectangle","FALSE"
"1067",2155,10,2,"UnConscious",43,606,1,315,"Different_Path","Rectangle","FALSE"
"1068",2156,10,2,"UnConscious",44,459,1,135,"Same_Path","Rectangle","FALSE"
"1069",2157,10,2,"UnConscious",45,822,1,315,"Different_Path","Rectangle","FALSE"
"1070",2158,10,2,"UnConscious",46,427,1,225,"Different_Path","Diamond","FALSE"
"1071",2159,10,2,"UnConscious",47,476,1,90,"Same_Path","Rectangle","TRUE"
"1072",2160,10,2,"UnConscious",48,583,1,90,"Different_Path","Diamond","TRUE"
"1073",2161,10,2,"UnConscious",49,478,1,135,"Different_Path","Rectangle","FALSE"
"1074",2162,10,2,"UnConscious",50,573,1,225,"Same_Path","Diamond","FALSE"
"1075",2163,10,2,"UnConscious",51,664,1,315,"Different_Path","Rectangle","FALSE"
"1076",2164,10,2,"UnConscious",52,507,1,0,"Different_Path","Rectangle","TRUE"
"1077",2165,10,2,"UnConscious",53,776,1,225,"Different_Path","Diamond","FALSE"
"1078",2166,10,2,"UnConscious",54,819,1,0,"Different_Path","Rectangle","TRUE"
"1079",2167,10,2,"UnConscious",55,544,1,225,"Same_Path","Diamond","FALSE"
"1080",2168,10,2,"UnConscious",56,544,1,225,"Different_Path","Rectangle","FALSE"
"1081",2169,10,2,"UnConscious",57,498,1,90,"Same_Path","Diamond","TRUE"
"1082",2170,10,2,"UnConscious",58,352,1,0,"Different_Path","Rectangle","TRUE"
"1083",2171,10,2,"UnConscious",59,680,1,45,"Same_Path","Diamond","FALSE"
"1084",2172,10,2,"UnConscious",60,392,1,180,"Same_Path","Rectangle","TRUE"
"1085",2173,10,2,"UnConscious",61,768,1,45,"Different_Path","Rectangle","FALSE"
"1086",2174,10,2,"UnConscious",62,1080,1,45,"Same_Path","Diamond","FALSE"
"1087",2175,10,2,"UnConscious",63,659,1,45,"Different_Path","Diamond","FALSE"
"1088",2176,10,2,"UnConscious",64,564,1,90,"Different_Path","Diamond","TRUE"
"1089",2177,10,2,"UnConscious",65,711,1,315,"Same_Path","Diamond","FALSE"
"1090",2178,10,2,"UnConscious",66,588,1,135,"Different_Path","Rectangle","FALSE"
"1091",2179,10,2,"UnConscious",67,555,1,180,"Same_Path","Diamond","TRUE"
"1092",2180,10,2,"UnConscious",68,492,1,135,"Same_Path","Diamond","FALSE"
"1093",2181,10,2,"UnConscious",69,635,1,90,"Different_Path","Diamond","TRUE"
"1094",2182,10,2,"UnConscious",70,488,1,0,"Same_Path","Diamond","TRUE"
"1095",2183,10,2,"UnConscious",71,719,1,45,"Different_Path","Rectangle","FALSE"
"1096",2184,10,2,"UnConscious",72,578,1,225,"Different_Path","Diamond","FALSE"
"1097",2185,10,2,"UnConscious",73,559,1,270,"Different_Path","Diamond","TRUE"
"1098",2186,10,2,"UnConscious",74,564,1,315,"Same_Path","Rectangle","FALSE"
"1099",2187,10,2,"UnConscious",75,546,1,225,"Different_Path","Diamond","FALSE"
"1100",2188,10,2,"UnConscious",76,1242,1,45,"Same_Path","Rectangle","FALSE"
"1101",2189,10,2,"UnConscious",77,672,1,225,"Different_Path","Rectangle","FALSE"
"1102",2190,10,2,"UnConscious",78,703,1,315,"Different_Path","Diamond","FALSE"
"1103",2191,10,2,"UnConscious",79,694,1,180,"Different_Path","Diamond","TRUE"
"1104",2192,10,2,"UnConscious",80,665,1,45,"Different_Path","Diamond","FALSE"
"1105",2193,10,2,"UnConscious",81,488,1,135,"Same_Path","Diamond","FALSE"
"1106",2194,10,2,"UnConscious",82,629,1,270,"Same_Path","Diamond","TRUE"
"1107",2195,10,2,"UnConscious",83,426,1,315,"Different_Path","Rectangle","FALSE"
"1108",2196,10,2,"UnConscious",84,417,1,270,"Different_Path","Diamond","TRUE"
"1109",2197,10,2,"UnConscious",85,536,1,45,"Different_Path","Rectangle","FALSE"
"1110",2198,10,2,"UnConscious",86,563,1,90,"Different_Path","Diamond","TRUE"
"1111",2199,10,2,"UnConscious",87,432,1,180,"Same_Path","Diamond","TRUE"
"1112",2200,10,2,"UnConscious",88,473,1,135,"Same_Path","Diamond","FALSE"
"1113",2201,10,2,"UnConscious",89,510,1,225,"Same_Path","Rectangle","FALSE"
"1114",2202,10,2,"UnConscious",90,559,1,0,"Same_Path","Diamond","TRUE"
