"","X","Ss","block.number","Description","Trial","RT","Acc","Angle","Condition","Target","Angle_main"
"1",65,2,2,"UnConscious",1,427,1,315,"Same_Path","Rectangle","FALSE"
"2",66,2,2,"UnConscious",2,426,1,270,"Same_Path","Rectangle","TRUE"
"3",67,2,2,"UnConscious",3,593,1,45,"Different_Path","Diamond","FALSE"
"4",68,2,2,"UnConscious",4,462,1,45,"Same_Path","Rectangle","FALSE"
"5",69,2,2,"UnConscious",5,677,1,0,"Same_Path","Diamond","TRUE"
"6",70,2,2,"UnConscious",6,436,1,180,"Same_Path","Rectangle","TRUE"
"7",71,2,2,"UnConscious",7,479,1,180,"Different_Path","Diamond","TRUE"
"8",72,2,2,"UnConscious",8,398,1,180,"Different_Path","Rectangle","TRUE"
"9",73,2,2,"UnConscious",9,529,1,180,"Different_Path","Diamond","TRUE"
"10",74,2,2,"UnConscious",10,414,1,0,"Different_Path","Diamond","TRUE"
"11",75,2,2,"UnConscious",11,411,1,135,"Same_Path","Rectangle","FALSE"
"12",76,2,2,"UnConscious",12,440,1,315,"Different_Path","Diamond","FALSE"
"13",77,2,2,"UnConscious",13,441,1,90,"Different_Path","Rectangle","TRUE"
"14",78,2,2,"UnConscious",14,470,1,0,"Different_Path","Rectangle","TRUE"
"15",79,2,2,"UnConscious",15,481,1,180,"Same_Path","Rectangle","TRUE"
"16",80,2,2,"UnConscious",16,446,1,0,"Different_Path","Rectangle","TRUE"
"18",82,2,2,"UnConscious",18,460,1,90,"Same_Path","Diamond","TRUE"
"19",83,2,2,"UnConscious",19,567,1,90,"Different_Path","Diamond","TRUE"
"20",84,2,2,"UnConscious",20,492,1,90,"Same_Path","Diamond","TRUE"
"21",85,2,2,"UnConscious",21,483,1,0,"Different_Path","Rectangle","TRUE"
"22",86,2,2,"UnConscious",22,432,1,315,"Same_Path","Diamond","FALSE"
"23",87,2,2,"UnConscious",23,447,1,90,"Same_Path","Rectangle","TRUE"
"24",88,2,2,"UnConscious",24,382,1,45,"Same_Path","Diamond","FALSE"
"25",89,2,2,"UnConscious",25,425,1,135,"Same_Path","Diamond","FALSE"
"26",90,2,2,"UnConscious",26,500,1,135,"Different_Path","Rectangle","FALSE"
"27",91,2,2,"UnConscious",27,583,1,225,"Different_Path","Rectangle","FALSE"
"28",92,2,2,"UnConscious",28,396,1,225,"Same_Path","Rectangle","FALSE"
"29",93,2,2,"UnConscious",29,491,1,135,"Different_Path","Diamond","FALSE"
"30",94,2,2,"UnConscious",30,404,1,225,"Same_Path","Diamond","FALSE"
"31",95,2,2,"UnConscious",31,463,1,180,"Different_Path","Diamond","TRUE"
"33",97,2,2,"UnConscious",33,501,1,270,"Different_Path","Rectangle","TRUE"
"34",98,2,2,"UnConscious",34,676,1,0,"Same_Path","Rectangle","TRUE"
"35",99,2,2,"UnConscious",35,607,1,180,"Same_Path","Diamond","TRUE"
"36",100,2,2,"UnConscious",36,652,1,45,"Different_Path","Rectangle","FALSE"
"37",101,2,2,"UnConscious",37,563,1,135,"Different_Path","Diamond","FALSE"
"39",103,2,2,"UnConscious",39,549,1,45,"Different_Path","Diamond","FALSE"
"40",104,2,2,"UnConscious",40,514,1,270,"Same_Path","Diamond","TRUE"
"41",105,2,2,"UnConscious",41,451,1,90,"Same_Path","Rectangle","TRUE"
"42",106,2,2,"UnConscious",42,558,1,225,"Different_Path","Rectangle","FALSE"
"43",107,2,2,"UnConscious",43,457,1,315,"Different_Path","Rectangle","FALSE"
"44",108,2,2,"UnConscious",44,436,1,135,"Same_Path","Rectangle","FALSE"
"45",109,2,2,"UnConscious",45,460,1,315,"Different_Path","Rectangle","FALSE"
"46",110,2,2,"UnConscious",46,566,1,225,"Different_Path","Diamond","FALSE"
"47",111,2,2,"UnConscious",47,467,1,90,"Same_Path","Rectangle","TRUE"
"48",112,2,2,"UnConscious",48,1150,1,90,"Different_Path","Diamond","TRUE"
"49",113,2,2,"UnConscious",49,466,1,135,"Different_Path","Rectangle","FALSE"
"50",114,2,2,"UnConscious",50,1003,1,225,"Same_Path","Diamond","FALSE"
"51",115,2,2,"UnConscious",51,498,1,315,"Different_Path","Rectangle","FALSE"
"52",116,2,2,"UnConscious",52,501,1,0,"Different_Path","Rectangle","TRUE"
"53",117,2,2,"UnConscious",53,606,1,225,"Different_Path","Diamond","FALSE"
"54",118,2,2,"UnConscious",54,511,1,0,"Different_Path","Rectangle","TRUE"
"56",120,2,2,"UnConscious",56,581,1,225,"Different_Path","Rectangle","FALSE"
"57",121,2,2,"UnConscious",57,506,1,90,"Same_Path","Diamond","TRUE"
"58",122,2,2,"UnConscious",58,435,1,0,"Different_Path","Rectangle","TRUE"
"59",123,2,2,"UnConscious",59,604,1,45,"Same_Path","Diamond","FALSE"
"60",124,2,2,"UnConscious",60,469,1,180,"Same_Path","Rectangle","TRUE"
"61",125,2,2,"UnConscious",61,468,1,45,"Different_Path","Rectangle","FALSE"
"62",126,2,2,"UnConscious",62,455,1,45,"Same_Path","Diamond","FALSE"
"63",127,2,2,"UnConscious",63,528,1,45,"Different_Path","Diamond","FALSE"
"64",128,2,2,"UnConscious",64,575,1,90,"Different_Path","Diamond","TRUE"
"65",129,2,2,"UnConscious",65,474,1,315,"Same_Path","Diamond","FALSE"
"66",130,2,2,"UnConscious",66,509,1,135,"Different_Path","Rectangle","FALSE"
"67",131,2,2,"UnConscious",67,460,1,180,"Same_Path","Diamond","TRUE"
"68",132,2,2,"UnConscious",68,577,1,135,"Same_Path","Diamond","FALSE"
"69",133,2,2,"UnConscious",69,500,1,90,"Different_Path","Diamond","TRUE"
"70",134,2,2,"UnConscious",70,467,1,0,"Same_Path","Diamond","TRUE"
"71",135,2,2,"UnConscious",71,570,1,45,"Different_Path","Rectangle","FALSE"
"72",136,2,2,"UnConscious",72,409,1,225,"Different_Path","Diamond","FALSE"
"73",137,2,2,"UnConscious",73,502,1,270,"Different_Path","Diamond","TRUE"
"74",138,2,2,"UnConscious",74,507,1,315,"Same_Path","Rectangle","FALSE"
"75",139,2,2,"UnConscious",75,520,1,225,"Different_Path","Diamond","FALSE"
"76",140,2,2,"UnConscious",76,551,1,45,"Same_Path","Rectangle","FALSE"
"77",141,2,2,"UnConscious",77,570,1,225,"Different_Path","Rectangle","FALSE"
"78",142,2,2,"UnConscious",78,513,1,315,"Different_Path","Diamond","FALSE"
"79",143,2,2,"UnConscious",79,1210,1,180,"Different_Path","Diamond","TRUE"
"80",144,2,2,"UnConscious",80,580,1,45,"Different_Path","Diamond","FALSE"
"81",145,2,2,"UnConscious",81,929,1,135,"Same_Path","Diamond","FALSE"
"82",146,2,2,"UnConscious",82,518,1,270,"Same_Path","Diamond","TRUE"
"83",147,2,2,"UnConscious",83,457,1,315,"Different_Path","Rectangle","FALSE"
"84",148,2,2,"UnConscious",84,484,1,270,"Different_Path","Diamond","TRUE"
"85",149,2,2,"UnConscious",85,455,1,45,"Different_Path","Rectangle","FALSE"
"86",150,2,2,"UnConscious",86,512,1,90,"Different_Path","Diamond","TRUE"
"87",151,2,2,"UnConscious",87,457,1,180,"Same_Path","Diamond","TRUE"
"88",152,2,2,"UnConscious",88,646,1,135,"Same_Path","Diamond","FALSE"
"89",153,2,2,"UnConscious",89,449,1,225,"Same_Path","Rectangle","FALSE"
"90",154,2,2,"UnConscious",90,472,1,0,"Same_Path","Diamond","TRUE"
"91",155,2,2,"UnConscious",91,485,1,270,"Same_Path","Diamond","TRUE"
"92",156,2,2,"UnConscious",92,534,1,315,"Same_Path","Rectangle","FALSE"
"93",157,2,2,"UnConscious",93,491,1,225,"Different_Path","Diamond","FALSE"
"94",158,2,2,"UnConscious",94,512,1,45,"Same_Path","Rectangle","FALSE"
"95",159,2,2,"UnConscious",95,415,1,180,"Same_Path","Rectangle","TRUE"
"96",160,2,2,"UnConscious",96,456,1,270,"Same_Path","Diamond","TRUE"
"97",161,2,2,"UnConscious",97,453,1,135,"Same_Path","Rectangle","FALSE"
"98",162,2,2,"UnConscious",98,514,1,180,"Different_Path","Diamond","TRUE"
"99",163,2,2,"UnConscious",99,487,1,135,"Different_Path","Diamond","FALSE"
"100",164,2,2,"UnConscious",100,384,1,315,"Same_Path","Diamond","FALSE"
"101",165,2,2,"UnConscious",101,429,1,180,"Same_Path","Rectangle","TRUE"
"102",166,2,2,"UnConscious",102,522,1,270,"Same_Path","Rectangle","TRUE"
"103",167,2,2,"UnConscious",103,431,1,270,"Different_Path","Diamond","TRUE"
"104",168,2,2,"UnConscious",104,416,1,315,"Different_Path","Diamond","FALSE"
"105",169,2,2,"UnConscious",105,515,1,180,"Different_Path","Rectangle","TRUE"
"106",170,2,2,"UnConscious",106,426,1,315,"Same_Path","Diamond","FALSE"
"107",171,2,2,"UnConscious",107,503,1,270,"Same_Path","Rectangle","TRUE"
"108",172,2,2,"UnConscious",108,388,1,0,"Different_Path","Diamond","TRUE"
"109",173,2,2,"UnConscious",109,473,1,270,"Different_Path","Rectangle","TRUE"
"110",174,2,2,"UnConscious",110,444,1,270,"Same_Path","Diamond","TRUE"
"111",175,2,2,"UnConscious",111,409,1,225,"Same_Path","Rectangle","FALSE"
"112",176,2,2,"UnConscious",112,438,1,135,"Same_Path","Rectangle","FALSE"
"113",177,2,2,"UnConscious",113,399,1,90,"Same_Path","Rectangle","TRUE"
"114",178,2,2,"UnConscious",114,426,1,0,"Same_Path","Rectangle","TRUE"
"115",179,2,2,"UnConscious",115,491,1,45,"Same_Path","Diamond","FALSE"
"116",180,2,2,"UnConscious",116,498,1,0,"Same_Path","Diamond","TRUE"
"117",181,2,2,"UnConscious",117,563,1,315,"Different_Path","Diamond","FALSE"
"118",182,2,2,"UnConscious",118,420,1,180,"Different_Path","Rectangle","TRUE"
"119",183,2,2,"UnConscious",119,373,1,225,"Same_Path","Rectangle","FALSE"
"120",184,2,2,"UnConscious",120,448,1,90,"Same_Path","Rectangle","TRUE"
"121",185,2,2,"UnConscious",121,509,1,135,"Different_Path","Diamond","FALSE"
"122",186,2,2,"UnConscious",122,490,1,135,"Different_Path","Rectangle","FALSE"
"123",187,2,2,"UnConscious",123,541,1,270,"Same_Path","Rectangle","TRUE"
"124",188,2,2,"UnConscious",124,568,1,90,"Different_Path","Rectangle","TRUE"
"125",189,2,2,"UnConscious",125,465,1,315,"Same_Path","Rectangle","FALSE"
"126",190,2,2,"UnConscious",126,434,1,270,"Different_Path","Rectangle","TRUE"
"127",191,2,2,"UnConscious",127,461,1,90,"Different_Path","Rectangle","TRUE"
"128",192,2,2,"UnConscious",128,422,1,0,"Same_Path","Diamond","TRUE"
"129",321,3,2,"UnConscious",1,711,1,90,"Different_Path","Diamond","TRUE"
"130",322,3,2,"UnConscious",2,542,1,270,"Different_Path","Rectangle","TRUE"
"131",323,3,2,"UnConscious",3,439,1,270,"Different_Path","Rectangle","TRUE"
"132",324,3,2,"UnConscious",4,422,1,135,"Same_Path","Rectangle","FALSE"
"133",325,3,2,"UnConscious",5,533,1,135,"Same_Path","Diamond","FALSE"
"134",326,3,2,"UnConscious",6,376,1,0,"Different_Path","Rectangle","TRUE"
"135",327,3,2,"UnConscious",7,661,1,135,"Different_Path","Rectangle","FALSE"
"136",328,3,2,"UnConscious",8,510,1,135,"Same_Path","Diamond","FALSE"
"137",329,3,2,"UnConscious",9,481,1,315,"Different_Path","Rectangle","FALSE"
"138",330,3,2,"UnConscious",10,476,1,90,"Same_Path","Diamond","TRUE"
"139",331,3,2,"UnConscious",11,413,1,90,"Same_Path","Rectangle","TRUE"
"140",332,3,2,"UnConscious",12,582,1,315,"Same_Path","Rectangle","FALSE"
"141",333,3,2,"UnConscious",13,569,1,225,"Different_Path","Rectangle","FALSE"
"142",334,3,2,"UnConscious",14,692,1,180,"Different_Path","Diamond","TRUE"
"143",335,3,2,"UnConscious",15,811,1,45,"Same_Path","Rectangle","FALSE"
"144",336,3,2,"UnConscious",16,572,1,225,"Different_Path","Rectangle","FALSE"
"145",337,3,2,"UnConscious",17,551,1,0,"Different_Path","Rectangle","TRUE"
"146",338,3,2,"UnConscious",18,600,1,315,"Different_Path","Rectangle","FALSE"
"147",339,3,2,"UnConscious",19,601,1,180,"Different_Path","Rectangle","TRUE"
"148",340,3,2,"UnConscious",20,1032,1,270,"Same_Path","Diamond","TRUE"
"149",341,3,2,"UnConscious",21,579,1,180,"Same_Path","Rectangle","TRUE"
"150",342,3,2,"UnConscious",22,613,1,90,"Same_Path","Diamond","TRUE"
"151",343,3,2,"UnConscious",23,520,1,45,"Same_Path","Diamond","FALSE"
"152",344,3,2,"UnConscious",24,591,1,135,"Same_Path","Diamond","FALSE"
"153",345,3,2,"UnConscious",25,478,1,270,"Same_Path","Rectangle","TRUE"
"154",346,3,2,"UnConscious",26,543,1,0,"Same_Path","Diamond","TRUE"
"155",347,3,2,"UnConscious",27,416,1,180,"Different_Path","Rectangle","TRUE"
"157",349,3,2,"UnConscious",29,730,1,135,"Different_Path","Rectangle","FALSE"
"158",350,3,2,"UnConscious",30,443,1,180,"Different_Path","Diamond","TRUE"
"159",351,3,2,"UnConscious",31,712,1,45,"Same_Path","Rectangle","FALSE"
"160",352,3,2,"UnConscious",32,561,1,45,"Different_Path","Diamond","FALSE"
"161",353,3,2,"UnConscious",33,510,1,315,"Same_Path","Rectangle","FALSE"
"162",354,3,2,"UnConscious",34,449,1,135,"Same_Path","Rectangle","FALSE"
"163",355,3,2,"UnConscious",35,504,1,90,"Same_Path","Diamond","TRUE"
"164",356,3,2,"UnConscious",36,501,1,90,"Different_Path","Rectangle","TRUE"
"165",357,3,2,"UnConscious",37,548,1,0,"Different_Path","Diamond","TRUE"
"166",358,3,2,"UnConscious",38,657,1,270,"Same_Path","Rectangle","TRUE"
"167",359,3,2,"UnConscious",39,556,1,315,"Same_Path","Diamond","FALSE"
"168",360,3,2,"UnConscious",40,563,1,45,"Same_Path","Rectangle","FALSE"
"169",361,3,2,"UnConscious",41,446,1,0,"Different_Path","Rectangle","TRUE"
"170",362,3,2,"UnConscious",42,593,1,45,"Same_Path","Diamond","FALSE"
"171",363,3,2,"UnConscious",43,494,1,90,"Different_Path","Rectangle","TRUE"
"172",364,3,2,"UnConscious",44,679,1,135,"Different_Path","Rectangle","FALSE"
"173",365,3,2,"UnConscious",45,550,1,225,"Different_Path","Diamond","FALSE"
"174",366,3,2,"UnConscious",46,435,1,0,"Different_Path","Rectangle","TRUE"
"175",367,3,2,"UnConscious",47,508,1,225,"Different_Path","Diamond","FALSE"
"176",368,3,2,"UnConscious",48,477,1,180,"Different_Path","Rectangle","TRUE"
"177",369,3,2,"UnConscious",49,506,1,315,"Same_Path","Rectangle","FALSE"
"178",370,3,2,"UnConscious",50,803,1,270,"Same_Path","Diamond","TRUE"
"179",371,3,2,"UnConscious",51,800,1,270,"Same_Path","Diamond","TRUE"
"180",372,3,2,"UnConscious",52,826,1,270,"Different_Path","Diamond","TRUE"
"181",373,3,2,"UnConscious",53,673,1,0,"Different_Path","Diamond","TRUE"
"182",374,3,2,"UnConscious",54,476,1,0,"Same_Path","Diamond","TRUE"
"183",375,3,2,"UnConscious",55,515,1,225,"Different_Path","Diamond","FALSE"
"184",376,3,2,"UnConscious",56,474,1,45,"Different_Path","Rectangle","FALSE"
"185",377,3,2,"UnConscious",57,473,1,315,"Different_Path","Diamond","FALSE"
"186",378,3,2,"UnConscious",58,504,1,135,"Same_Path","Rectangle","FALSE"
"187",379,3,2,"UnConscious",59,473,1,225,"Different_Path","Diamond","FALSE"
"188",380,3,2,"UnConscious",60,710,1,180,"Same_Path","Diamond","TRUE"
"189",381,3,2,"UnConscious",61,561,1,0,"Same_Path","Rectangle","TRUE"
"190",382,3,2,"UnConscious",62,596,1,225,"Same_Path","Rectangle","FALSE"
"191",383,3,2,"UnConscious",63,581,1,90,"Same_Path","Rectangle","TRUE"
"192",384,3,2,"UnConscious",64,482,1,225,"Same_Path","Rectangle","FALSE"
"193",385,3,2,"UnConscious",65,905,1,0,"Different_Path","Diamond","TRUE"
"194",386,3,2,"UnConscious",66,532,1,225,"Different_Path","Rectangle","FALSE"
"195",387,3,2,"UnConscious",67,873,1,135,"Same_Path","Diamond","FALSE"
"196",388,3,2,"UnConscious",68,526,1,45,"Same_Path","Diamond","FALSE"
"197",389,3,2,"UnConscious",69,823,1,315,"Same_Path","Rectangle","FALSE"
"198",390,3,2,"UnConscious",70,894,1,225,"Different_Path","Diamond","FALSE"
"199",391,3,2,"UnConscious",71,546,1,180,"Different_Path","Diamond","TRUE"
"200",392,3,2,"UnConscious",72,625,1,90,"Different_Path","Rectangle","TRUE"
"201",393,3,2,"UnConscious",73,554,1,180,"Same_Path","Diamond","TRUE"
"202",394,3,2,"UnConscious",74,585,1,180,"Same_Path","Rectangle","TRUE"
"203",395,3,2,"UnConscious",75,552,1,0,"Same_Path","Rectangle","TRUE"
"205",397,3,2,"UnConscious",77,542,1,225,"Same_Path","Rectangle","FALSE"
"206",398,3,2,"UnConscious",78,463,1,270,"Same_Path","Diamond","TRUE"
"207",399,3,2,"UnConscious",79,494,1,0,"Different_Path","Rectangle","TRUE"
"208",400,3,2,"UnConscious",80,571,1,45,"Different_Path","Rectangle","FALSE"
"209",401,3,2,"UnConscious",81,526,1,315,"Different_Path","Diamond","FALSE"
"210",402,3,2,"UnConscious",82,437,1,45,"Different_Path","Rectangle","FALSE"
"211",403,3,2,"UnConscious",83,460,1,180,"Same_Path","Rectangle","TRUE"
"212",404,3,2,"UnConscious",84,687,1,90,"Different_Path","Diamond","TRUE"
"213",405,3,2,"UnConscious",85,466,1,270,"Same_Path","Rectangle","TRUE"
"214",406,3,2,"UnConscious",86,541,1,90,"Same_Path","Diamond","TRUE"
"215",407,3,2,"UnConscious",87,600,1,135,"Same_Path","Diamond","FALSE"
"216",408,3,2,"UnConscious",88,515,1,90,"Different_Path","Rectangle","TRUE"
"217",409,3,2,"UnConscious",89,536,1,45,"Different_Path","Rectangle","FALSE"
"218",410,3,2,"UnConscious",90,667,1,225,"Same_Path","Diamond","FALSE"
"219",411,3,2,"UnConscious",91,692,1,270,"Different_Path","Rectangle","TRUE"
"220",412,3,2,"UnConscious",92,587,1,135,"Same_Path","Rectangle","FALSE"
"221",413,3,2,"UnConscious",93,482,1,0,"Same_Path","Diamond","TRUE"
"222",414,3,2,"UnConscious",94,1069,1,180,"Same_Path","Rectangle","TRUE"
"223",415,3,2,"UnConscious",95,800,1,315,"Same_Path","Diamond","FALSE"
"224",416,3,2,"UnConscious",96,790,1,90,"Different_Path","Rectangle","TRUE"
"225",417,3,2,"UnConscious",97,719,1,45,"Same_Path","Diamond","FALSE"
"226",418,3,2,"UnConscious",98,546,1,315,"Different_Path","Rectangle","FALSE"
"227",419,3,2,"UnConscious",99,741,1,180,"Different_Path","Diamond","TRUE"
"228",420,3,2,"UnConscious",100,728,1,0,"Different_Path","Diamond","TRUE"
"229",421,3,2,"UnConscious",101,509,1,45,"Same_Path","Rectangle","FALSE"
"230",422,3,2,"UnConscious",102,588,1,270,"Same_Path","Diamond","TRUE"
"231",423,3,2,"UnConscious",103,573,1,45,"Different_Path","Diamond","FALSE"
"232",424,3,2,"UnConscious",104,460,1,270,"Same_Path","Rectangle","TRUE"
"233",425,3,2,"UnConscious",105,499,1,225,"Different_Path","Rectangle","FALSE"
"234",426,3,2,"UnConscious",106,414,1,180,"Same_Path","Rectangle","TRUE"
"235",427,3,2,"UnConscious",107,529,1,270,"Different_Path","Diamond","TRUE"
"236",428,3,2,"UnConscious",108,502,1,315,"Same_Path","Diamond","FALSE"
"237",429,3,2,"UnConscious",109,489,1,135,"Different_Path","Rectangle","FALSE"
"238",430,3,2,"UnConscious",110,532,1,315,"Different_Path","Rectangle","FALSE"
"239",431,3,2,"UnConscious",111,459,1,270,"Same_Path","Diamond","TRUE"
"240",432,3,2,"UnConscious",112,492,1,45,"Different_Path","Diamond","FALSE"
"241",433,3,2,"UnConscious",113,429,1,315,"Same_Path","Diamond","FALSE"
"242",434,3,2,"UnConscious",114,438,1,135,"Different_Path","Diamond","FALSE"
"243",435,3,2,"UnConscious",115,593,1,90,"Different_Path","Diamond","TRUE"
"245",437,3,2,"UnConscious",117,583,1,180,"Different_Path","Diamond","TRUE"
"246",438,3,2,"UnConscious",118,496,1,270,"Same_Path","Rectangle","TRUE"
"247",439,3,2,"UnConscious",119,437,1,0,"Different_Path","Diamond","TRUE"
"248",440,3,2,"UnConscious",120,812,1,135,"Different_Path","Diamond","FALSE"
"249",441,3,2,"UnConscious",121,653,1,225,"Same_Path","Diamond","FALSE"
"250",442,3,2,"UnConscious",122,535,1,90,"Same_Path","Rectangle","TRUE"
"251",443,3,2,"UnConscious",123,565,1,225,"Same_Path","Diamond","FALSE"
"252",444,3,2,"UnConscious",124,685,1,225,"Same_Path","Rectangle","FALSE"
"253",445,3,2,"UnConscious",125,666,1,315,"Same_Path","Diamond","FALSE"
"254",446,3,2,"UnConscious",126,847,1,315,"Different_Path","Diamond","FALSE"
"255",447,3,2,"UnConscious",127,590,1,90,"Same_Path","Diamond","TRUE"
"256",448,3,2,"UnConscious",128,499,1,45,"Different_Path","Diamond","FALSE"
"257",577,4,2,"UnConscious",1,837,1,90,"Same_Path","Rectangle","TRUE"
"258",578,4,2,"UnConscious",2,668,1,135,"Different_Path","Rectangle","FALSE"
"259",579,4,2,"UnConscious",3,617,1,0,"Different_Path","Rectangle","TRUE"
"260",580,4,2,"UnConscious",4,572,1,315,"Same_Path","Diamond","FALSE"
"261",581,4,2,"UnConscious",5,703,1,270,"Same_Path","Rectangle","TRUE"
"262",582,4,2,"UnConscious",6,624,1,90,"Same_Path","Rectangle","TRUE"
"263",583,4,2,"UnConscious",7,489,1,90,"Same_Path","Diamond","TRUE"
"264",584,4,2,"UnConscious",8,800,1,90,"Same_Path","Rectangle","TRUE"
"265",585,4,2,"UnConscious",9,735,1,90,"Different_Path","Diamond","TRUE"
"266",586,4,2,"UnConscious",10,570,1,135,"Different_Path","Rectangle","FALSE"
"267",587,4,2,"UnConscious",11,755,1,135,"Same_Path","Diamond","FALSE"
"268",588,4,2,"UnConscious",12,614,1,0,"Same_Path","Diamond","TRUE"
"269",589,4,2,"UnConscious",13,791,1,90,"Different_Path","Diamond","TRUE"
"270",590,4,2,"UnConscious",14,650,1,135,"Different_Path","Rectangle","FALSE"
"271",591,4,2,"UnConscious",15,891,1,135,"Different_Path","Diamond","FALSE"
"272",592,4,2,"UnConscious",16,1015,1,315,"Different_Path","Diamond","FALSE"
"273",593,4,2,"UnConscious",17,660,1,225,"Different_Path","Diamond","FALSE"
"274",594,4,2,"UnConscious",18,605,1,135,"Same_Path","Rectangle","FALSE"
"275",595,4,2,"UnConscious",19,836,1,45,"Different_Path","Diamond","FALSE"
"276",596,4,2,"UnConscious",20,717,1,270,"Same_Path","Rectangle","TRUE"
"277",597,4,2,"UnConscious",21,746,1,270,"Different_Path","Rectangle","TRUE"
"278",598,4,2,"UnConscious",22,577,1,90,"Same_Path","Rectangle","TRUE"
"279",599,4,2,"UnConscious",23,712,1,270,"Different_Path","Rectangle","TRUE"
"280",600,4,2,"UnConscious",24,571,1,315,"Same_Path","Rectangle","FALSE"
"281",601,4,2,"UnConscious",25,566,1,180,"Different_Path","Diamond","TRUE"
"282",602,4,2,"UnConscious",26,1052,1,270,"Different_Path","Diamond","TRUE"
"283",603,4,2,"UnConscious",27,537,1,225,"Same_Path","Diamond","FALSE"
"284",604,4,2,"UnConscious",28,886,1,315,"Different_Path","Diamond","FALSE"
"285",605,4,2,"UnConscious",29,615,1,225,"Same_Path","Rectangle","FALSE"
"286",606,4,2,"UnConscious",30,692,1,0,"Same_Path","Rectangle","TRUE"
"287",607,4,2,"UnConscious",31,655,1,180,"Different_Path","Rectangle","TRUE"
"288",608,4,2,"UnConscious",32,576,1,45,"Same_Path","Rectangle","FALSE"
"289",609,4,2,"UnConscious",33,905,1,90,"Same_Path","Diamond","TRUE"
"290",610,4,2,"UnConscious",34,634,1,225,"Different_Path","Diamond","FALSE"
"291",611,4,2,"UnConscious",35,780,1,315,"Same_Path","Rectangle","FALSE"
"292",612,4,2,"UnConscious",36,635,1,0,"Same_Path","Rectangle","TRUE"
"293",613,4,2,"UnConscious",37,721,1,180,"Same_Path","Diamond","TRUE"
"294",614,4,2,"UnConscious",38,829,1,270,"Same_Path","Diamond","TRUE"
"295",615,4,2,"UnConscious",39,570,1,0,"Same_Path","Diamond","TRUE"
"296",616,4,2,"UnConscious",40,503,1,180,"Different_Path","Rectangle","TRUE"
"297",617,4,2,"UnConscious",41,580,1,270,"Different_Path","Rectangle","TRUE"
"298",618,4,2,"UnConscious",42,489,1,180,"Different_Path","Diamond","TRUE"
"299",619,4,2,"UnConscious",43,948,1,45,"Same_Path","Rectangle","FALSE"
"300",620,4,2,"UnConscious",44,733,1,315,"Different_Path","Diamond","FALSE"
"301",621,4,2,"UnConscious",45,632,1,0,"Different_Path","Diamond","TRUE"
"302",622,4,2,"UnConscious",46,424,1,0,"Same_Path","Rectangle","TRUE"
"303",623,4,2,"UnConscious",47,886,1,0,"Same_Path","Diamond","TRUE"
"304",624,4,2,"UnConscious",48,562,1,225,"Different_Path","Diamond","FALSE"
"305",625,4,2,"UnConscious",49,551,1,315,"Same_Path","Rectangle","FALSE"
"306",626,4,2,"UnConscious",50,576,1,315,"Different_Path","Rectangle","FALSE"
"307",627,4,2,"UnConscious",51,591,1,45,"Same_Path","Rectangle","FALSE"
"308",628,4,2,"UnConscious",52,614,1,225,"Same_Path","Diamond","FALSE"
"309",629,4,2,"UnConscious",53,1235,1,180,"Same_Path","Rectangle","TRUE"
"310",630,4,2,"UnConscious",54,700,1,315,"Different_Path","Rectangle","FALSE"
"311",631,4,2,"UnConscious",55,631,1,90,"Different_Path","Diamond","TRUE"
"312",632,4,2,"UnConscious",56,654,1,225,"Different_Path","Rectangle","FALSE"
"313",633,4,2,"UnConscious",57,469,1,135,"Different_Path","Rectangle","FALSE"
"314",634,4,2,"UnConscious",58,562,1,0,"Different_Path","Rectangle","TRUE"
"315",635,4,2,"UnConscious",59,780,1,225,"Different_Path","Rectangle","FALSE"
"316",636,4,2,"UnConscious",60,636,1,135,"Same_Path","Diamond","FALSE"
"317",637,4,2,"UnConscious",61,812,1,0,"Different_Path","Rectangle","TRUE"
"318",638,4,2,"UnConscious",62,621,1,270,"Same_Path","Diamond","TRUE"
"319",639,4,2,"UnConscious",63,1076,1,315,"Different_Path","Diamond","FALSE"
"320",640,4,2,"UnConscious",64,785,1,45,"Same_Path","Diamond","FALSE"
"321",641,4,2,"UnConscious",65,654,1,270,"Different_Path","Diamond","TRUE"
"322",642,4,2,"UnConscious",66,541,1,180,"Different_Path","Diamond","TRUE"
"323",643,4,2,"UnConscious",67,530,1,270,"Same_Path","Rectangle","TRUE"
"324",644,4,2,"UnConscious",68,685,1,0,"Different_Path","Diamond","TRUE"
"325",645,4,2,"UnConscious",69,1222,1,135,"Different_Path","Diamond","FALSE"
"326",646,4,2,"UnConscious",70,430,1,225,"Same_Path","Rectangle","FALSE"
"327",647,4,2,"UnConscious",71,489,1,135,"Same_Path","Rectangle","FALSE"
"328",648,4,2,"UnConscious",72,660,1,135,"Different_Path","Rectangle","FALSE"
"329",649,4,2,"UnConscious",73,745,1,315,"Different_Path","Rectangle","FALSE"
"330",650,4,2,"UnConscious",74,520,1,270,"Different_Path","Rectangle","TRUE"
"331",651,4,2,"UnConscious",75,929,1,45,"Different_Path","Diamond","FALSE"
"332",652,4,2,"UnConscious",76,728,1,45,"Same_Path","Diamond","FALSE"
"334",654,4,2,"UnConscious",78,676,1,45,"Different_Path","Diamond","FALSE"
"335",655,4,2,"UnConscious",79,643,1,315,"Same_Path","Diamond","FALSE"
"336",656,4,2,"UnConscious",80,628,1,90,"Different_Path","Diamond","TRUE"
