"","X","Ss","block.number","Description","Trial","RT","Acc","Angle","Condition","Target"
"389",1541,8,1,"Conscious",5,757,1,209,"Same_Path","Rectangle"
"390",1542,8,1,"Conscious",6,699,1,198,"Same_Path","Diamond"
"391",1543,8,1,"Conscious",7,564,1,53,"Same_Path","Rectangle"
"392",1544,8,1,"Conscious",8,579,1,308,"Same_Path","Rectangle"
"393",1545,8,1,"Conscious",9,668,1,224,"Same_Path","Diamond"
"394",1546,8,1,"Conscious",10,655,1,127,"Different_Path","Diamond"
"395",1547,8,1,"Conscious",11,896,1,185,"Different_Path","Rectangle"
"396",1548,8,1,"Conscious",12,777,1,145,"Same_Path","Rectangle"
"397",1549,8,1,"Conscious",13,714,1,28,"Same_Path","Rectangle"
"398",1550,8,1,"Conscious",14,710,1,87,"Same_Path","Rectangle"
"399",1551,8,1,"Conscious",15,610,1,45,"Different_Path","Rectangle"
"400",1552,8,1,"Conscious",16,536,1,67,"Different_Path","Rectangle"
"401",1553,8,1,"Conscious",17,768,1,87,"Same_Path","Diamond"
"402",1554,8,1,"Conscious",18,754,1,151,"Different_Path","Diamond"
"403",1555,8,1,"Conscious",19,613,1,18,"Same_Path","Diamond"
"404",1556,8,1,"Conscious",20,734,1,325,"Same_Path","Diamond"
"405",1557,8,1,"Conscious",21,679,1,341,"Same_Path","Rectangle"
"406",1558,8,1,"Conscious",22,878,1,177,"Same_Path","Diamond"
"407",1559,8,1,"Conscious",23,660,1,177,"Different_Path","Rectangle"
"408",1560,8,1,"Conscious",24,717,1,122,"Same_Path","Diamond"
"409",1561,8,1,"Conscious",25,707,1,325,"Same_Path","Diamond"
"410",1562,8,1,"Conscious",26,751,1,133,"Different_Path","Rectangle"
"411",1563,8,1,"Conscious",27,587,1,41,"Different_Path","Rectangle"
"412",1564,8,1,"Conscious",28,606,1,281,"Same_Path","Diamond"
"413",1565,8,1,"Conscious",29,988,1,141,"Same_Path","Diamond"
"414",1566,8,1,"Conscious",30,600,1,88,"Different_Path","Rectangle"
"415",1567,8,1,"Conscious",31,767,1,146,"Different_Path","Diamond"
"416",1568,8,1,"Conscious",32,733,1,35,"Different_Path","Diamond"
"417",1569,8,1,"Conscious",33,790,1,48,"Different_Path","Diamond"
"418",1570,8,1,"Conscious",34,610,1,340,"Different_Path","Rectangle"
"419",1571,8,1,"Conscious",35,816,1,345,"Same_Path","Rectangle"
"420",1572,8,1,"Conscious",36,593,1,208,"Same_Path","Rectangle"
"422",1574,8,1,"Conscious",38,726,1,85,"Same_Path","Diamond"
"423",1575,8,1,"Conscious",39,796,1,128,"Different_Path","Rectangle"
"424",1576,8,1,"Conscious",40,1170,1,296,"Different_Path","Rectangle"
"425",1577,8,1,"Conscious",41,700,1,6,"Different_Path","Diamond"
"426",1578,8,1,"Conscious",42,788,1,16,"Different_Path","Rectangle"
"427",1579,8,1,"Conscious",43,1454,1,61,"Different_Path","Diamond"
"428",1580,8,1,"Conscious",44,647,1,234,"Different_Path","Rectangle"
"429",1581,8,1,"Conscious",45,765,1,264,"Same_Path","Diamond"
"430",1582,8,1,"Conscious",46,683,1,234,"Different_Path","Diamond"
"431",1583,8,1,"Conscious",47,681,1,163,"Same_Path","Rectangle"
"432",1584,8,1,"Conscious",48,560,1,197,"Same_Path","Diamond"
"433",1585,8,1,"Conscious",49,673,1,107,"Same_Path","Diamond"
"434",1586,8,1,"Conscious",50,453,1,269,"Different_Path","Diamond"
"435",1587,8,1,"Conscious",51,541,1,69,"Same_Path","Rectangle"
"436",1588,8,1,"Conscious",52,561,1,248,"Same_Path","Rectangle"
"437",1589,8,1,"Conscious",53,551,1,67,"Different_Path","Diamond"
"438",1590,8,1,"Conscious",54,595,1,133,"Same_Path","Diamond"
"439",1591,8,1,"Conscious",55,702,1,226,"Different_Path","Rectangle"
"440",1592,8,1,"Conscious",56,511,1,281,"Different_Path","Diamond"
"441",1593,8,1,"Conscious",57,603,1,30,"Same_Path","Rectangle"
"442",1594,8,1,"Conscious",58,801,1,335,"Same_Path","Diamond"
"443",1595,8,1,"Conscious",59,535,1,280,"Different_Path","Rectangle"
"444",1596,8,1,"Conscious",60,504,1,176,"Different_Path","Rectangle"
"445",1597,8,1,"Conscious",61,572,1,157,"Different_Path","Rectangle"
"446",1598,8,1,"Conscious",62,645,1,161,"Different_Path","Diamond"
"447",1599,8,1,"Conscious",63,627,1,111,"Different_Path","Diamond"
"448",1600,8,1,"Conscious",64,519,1,184,"Same_Path","Diamond"
"449",1793,9,1,"Conscious",1,659,1,95,"Same_Path","Rectangle"
"450",1794,9,1,"Conscious",2,2176,1,53,"Same_Path","Rectangle"
"451",1795,9,1,"Conscious",3,661,1,49,"Different_Path","Diamond"
"452",1796,9,1,"Conscious",4,590,1,313,"Different_Path","Rectangle"
"453",1797,9,1,"Conscious",5,485,1,209,"Same_Path","Rectangle"
"454",1798,9,1,"Conscious",6,617,1,198,"Same_Path","Diamond"
"455",1799,9,1,"Conscious",7,594,1,53,"Same_Path","Rectangle"
"456",1800,9,1,"Conscious",8,585,1,308,"Same_Path","Rectangle"
"457",1801,9,1,"Conscious",9,800,1,224,"Same_Path","Diamond"
"458",1802,9,1,"Conscious",10,525,1,127,"Different_Path","Diamond"
"459",1803,9,1,"Conscious",11,647,1,185,"Different_Path","Rectangle"
"460",1804,9,1,"Conscious",12,730,1,145,"Same_Path","Rectangle"
"461",1805,9,1,"Conscious",13,613,1,28,"Same_Path","Rectangle"
"462",1806,9,1,"Conscious",14,604,1,87,"Same_Path","Rectangle"
"463",1807,9,1,"Conscious",15,640,1,45,"Different_Path","Rectangle"
"464",1808,9,1,"Conscious",16,509,1,67,"Different_Path","Rectangle"
"465",1809,9,1,"Conscious",17,628,1,87,"Same_Path","Diamond"
"466",1810,9,1,"Conscious",18,844,1,151,"Different_Path","Diamond"
"467",1811,9,1,"Conscious",19,567,1,18,"Same_Path","Diamond"
"468",1812,9,1,"Conscious",20,514,1,325,"Same_Path","Diamond"
"469",1813,9,1,"Conscious",21,903,1,341,"Same_Path","Rectangle"
"470",1814,9,1,"Conscious",22,558,1,177,"Same_Path","Diamond"
"471",1815,9,1,"Conscious",23,556,1,177,"Different_Path","Rectangle"
"472",1816,9,1,"Conscious",24,625,1,122,"Same_Path","Diamond"
"473",1817,9,1,"Conscious",25,752,1,325,"Same_Path","Diamond"
"474",1818,9,1,"Conscious",26,591,1,133,"Different_Path","Rectangle"
"475",1819,9,1,"Conscious",27,493,1,41,"Different_Path","Rectangle"
"476",1820,9,1,"Conscious",28,542,1,281,"Same_Path","Diamond"
"477",1821,9,1,"Conscious",29,781,1,141,"Same_Path","Diamond"
"478",1822,9,1,"Conscious",30,702,1,88,"Different_Path","Rectangle"
"479",1823,9,1,"Conscious",31,806,1,146,"Different_Path","Diamond"
"480",1824,9,1,"Conscious",32,529,1,35,"Different_Path","Diamond"
"481",1825,9,1,"Conscious",33,676,1,48,"Different_Path","Diamond"
"482",1826,9,1,"Conscious",34,561,1,340,"Different_Path","Rectangle"
"483",1827,9,1,"Conscious",35,597,1,345,"Same_Path","Rectangle"
"484",1828,9,1,"Conscious",36,410,1,208,"Same_Path","Rectangle"
"485",1829,9,1,"Conscious",37,587,1,22,"Different_Path","Diamond"
"486",1830,9,1,"Conscious",38,539,1,85,"Same_Path","Diamond"
"487",1831,9,1,"Conscious",39,700,1,128,"Different_Path","Rectangle"
"488",1832,9,1,"Conscious",40,593,1,296,"Different_Path","Rectangle"
"489",1833,9,1,"Conscious",41,630,1,6,"Different_Path","Diamond"
"490",1834,9,1,"Conscious",42,518,1,16,"Different_Path","Rectangle"
"491",1835,9,1,"Conscious",43,547,1,61,"Different_Path","Diamond"
"492",1836,9,1,"Conscious",44,970,1,234,"Different_Path","Rectangle"
"493",1837,9,1,"Conscious",45,565,1,264,"Same_Path","Diamond"
"494",1838,9,1,"Conscious",46,529,1,234,"Different_Path","Diamond"
"495",1839,9,1,"Conscious",47,460,1,163,"Same_Path","Rectangle"
"496",1840,9,1,"Conscious",48,549,1,197,"Same_Path","Diamond"
"497",1841,9,1,"Conscious",49,600,1,107,"Same_Path","Diamond"
"498",1842,9,1,"Conscious",50,582,1,269,"Different_Path","Diamond"
"499",1843,9,1,"Conscious",51,597,1,69,"Same_Path","Rectangle"
"500",1844,9,1,"Conscious",52,570,1,248,"Same_Path","Rectangle"
"501",1845,9,1,"Conscious",53,485,1,67,"Different_Path","Diamond"
"502",1846,9,1,"Conscious",54,451,1,133,"Same_Path","Diamond"
"503",1847,9,1,"Conscious",55,622,1,226,"Different_Path","Rectangle"
"504",1848,9,1,"Conscious",56,463,1,281,"Different_Path","Diamond"
"505",1849,9,1,"Conscious",57,583,1,30,"Same_Path","Rectangle"
"506",1850,9,1,"Conscious",58,502,1,335,"Same_Path","Diamond"
"507",1851,9,1,"Conscious",59,469,1,280,"Different_Path","Rectangle"
"508",1852,9,1,"Conscious",60,436,1,176,"Different_Path","Rectangle"
"509",1853,9,1,"Conscious",61,392,1,157,"Different_Path","Rectangle"
"510",1854,9,1,"Conscious",62,477,1,161,"Different_Path","Diamond"
"511",1855,9,1,"Conscious",63,627,1,111,"Different_Path","Diamond"
"513",2049,10,1,"Conscious",1,551,1,95,"Same_Path","Rectangle"
"514",2050,10,1,"Conscious",2,546,1,53,"Same_Path","Rectangle"
"516",2052,10,1,"Conscious",4,600,1,313,"Different_Path","Rectangle"
"517",2053,10,1,"Conscious",5,590,1,209,"Same_Path","Rectangle"
"518",2054,10,1,"Conscious",6,541,1,198,"Same_Path","Diamond"
"519",2055,10,1,"Conscious",7,590,1,53,"Same_Path","Rectangle"
"520",2056,10,1,"Conscious",8,574,1,308,"Same_Path","Rectangle"
"521",2057,10,1,"Conscious",9,653,1,224,"Same_Path","Diamond"
"522",2058,10,1,"Conscious",10,742,1,127,"Different_Path","Diamond"
"523",2059,10,1,"Conscious",11,837,1,185,"Different_Path","Rectangle"
"524",2060,10,1,"Conscious",12,643,1,145,"Same_Path","Rectangle"
"525",2061,10,1,"Conscious",13,832,1,28,"Same_Path","Rectangle"
"526",2062,10,1,"Conscious",14,583,1,87,"Same_Path","Rectangle"
"527",2063,10,1,"Conscious",15,630,1,45,"Different_Path","Rectangle"
"528",2064,10,1,"Conscious",16,581,1,67,"Different_Path","Rectangle"
"529",2065,10,1,"Conscious",17,527,1,87,"Same_Path","Diamond"
"530",2066,10,1,"Conscious",18,666,1,151,"Different_Path","Diamond"
"531",2067,10,1,"Conscious",19,457,1,18,"Same_Path","Diamond"
"532",2068,10,1,"Conscious",20,491,1,325,"Same_Path","Diamond"
"533",2069,10,1,"Conscious",21,646,1,341,"Same_Path","Rectangle"
"534",2070,10,1,"Conscious",22,569,1,177,"Same_Path","Diamond"
"535",2071,10,1,"Conscious",23,548,1,177,"Different_Path","Rectangle"
"536",2072,10,1,"Conscious",24,580,1,122,"Same_Path","Diamond"
"537",2073,10,1,"Conscious",25,1533,1,325,"Same_Path","Diamond"
"538",2074,10,1,"Conscious",26,606,1,133,"Different_Path","Rectangle"
"539",2075,10,1,"Conscious",27,553,1,41,"Different_Path","Rectangle"
"540",2076,10,1,"Conscious",28,478,1,281,"Same_Path","Diamond"
"541",2077,10,1,"Conscious",29,932,1,141,"Same_Path","Diamond"
"542",2078,10,1,"Conscious",30,551,1,88,"Different_Path","Rectangle"
"543",2079,10,1,"Conscious",31,1030,1,146,"Different_Path","Diamond"
"544",2080,10,1,"Conscious",32,1285,1,35,"Different_Path","Diamond"
"545",2081,10,1,"Conscious",33,752,1,48,"Different_Path","Diamond"
"546",2082,10,1,"Conscious",34,549,1,340,"Different_Path","Rectangle"
"547",2083,10,1,"Conscious",35,661,1,345,"Same_Path","Rectangle"
"548",2084,10,1,"Conscious",36,524,1,208,"Same_Path","Rectangle"
"549",2085,10,1,"Conscious",37,591,1,22,"Different_Path","Diamond"
"550",2086,10,1,"Conscious",38,549,1,85,"Same_Path","Diamond"
"551",2087,10,1,"Conscious",39,740,1,128,"Different_Path","Rectangle"
"552",2088,10,1,"Conscious",40,1283,1,296,"Different_Path","Rectangle"
"553",2089,10,1,"Conscious",41,622,1,6,"Different_Path","Diamond"
"554",2090,10,1,"Conscious",42,533,1,16,"Different_Path","Rectangle"
"555",2091,10,1,"Conscious",43,575,1,61,"Different_Path","Diamond"
"556",2092,10,1,"Conscious",44,824,1,234,"Different_Path","Rectangle"
"557",2093,10,1,"Conscious",45,511,1,264,"Same_Path","Diamond"
"558",2094,10,1,"Conscious",46,476,1,234,"Different_Path","Diamond"
"559",2095,10,1,"Conscious",47,465,1,163,"Same_Path","Rectangle"
"560",2096,10,1,"Conscious",48,457,1,197,"Same_Path","Diamond"
"561",2097,10,1,"Conscious",49,466,1,107,"Same_Path","Diamond"
"562",2098,10,1,"Conscious",50,490,1,269,"Different_Path","Diamond"
"563",2099,10,1,"Conscious",51,437,1,69,"Same_Path","Rectangle"
"564",2100,10,1,"Conscious",52,706,1,248,"Same_Path","Rectangle"
"565",2101,10,1,"Conscious",53,737,1,67,"Different_Path","Diamond"
"566",2102,10,1,"Conscious",54,621,1,133,"Same_Path","Diamond"
"567",2103,10,1,"Conscious",55,582,1,226,"Different_Path","Rectangle"
"568",2104,10,1,"Conscious",56,517,1,281,"Different_Path","Diamond"
"569",2105,10,1,"Conscious",57,522,1,30,"Same_Path","Rectangle"
"570",2106,10,1,"Conscious",58,820,1,335,"Same_Path","Diamond"
"571",2107,10,1,"Conscious",59,1029,1,280,"Different_Path","Rectangle"
"572",2108,10,1,"Conscious",60,674,1,176,"Different_Path","Rectangle"
"573",2109,10,1,"Conscious",61,887,1,157,"Different_Path","Rectangle"
"574",2110,10,1,"Conscious",62,562,1,161,"Different_Path","Diamond"
"575",2111,10,1,"Conscious",63,798,1,111,"Different_Path","Diamond"
"576",2112,10,1,"Conscious",64,603,1,184,"Same_Path","Diamond"
"577",2305,11,1,"Conscious",1,599,1,95,"Same_Path","Rectangle"
"578",2306,11,1,"Conscious",2,648,1,53,"Same_Path","Rectangle"
"579",2307,11,1,"Conscious",3,579,1,49,"Different_Path","Diamond"
"580",2308,11,1,"Conscious",4,596,1,313,"Different_Path","Rectangle"
"581",2309,11,1,"Conscious",5,554,1,209,"Same_Path","Rectangle"
"582",2310,11,1,"Conscious",6,641,1,198,"Same_Path","Diamond"
"583",2311,11,1,"Conscious",7,646,1,53,"Same_Path","Rectangle"
"584",2312,11,1,"Conscious",8,641,1,308,"Same_Path","Rectangle"
"585",2313,11,1,"Conscious",9,655,1,224,"Same_Path","Diamond"
"586",2314,11,1,"Conscious",10,816,1,127,"Different_Path","Diamond"
"587",2315,11,1,"Conscious",11,665,1,185,"Different_Path","Rectangle"
"588",2316,11,1,"Conscious",12,528,1,145,"Same_Path","Rectangle"
"589",2317,11,1,"Conscious",13,441,1,28,"Same_Path","Rectangle"
"590",2318,11,1,"Conscious",14,463,1,87,"Same_Path","Rectangle"
"591",2319,11,1,"Conscious",15,406,1,45,"Different_Path","Rectangle"
"592",2320,11,1,"Conscious",16,394,1,67,"Different_Path","Rectangle"
"593",2321,11,1,"Conscious",17,535,1,87,"Same_Path","Diamond"
"594",2322,11,1,"Conscious",18,600,1,151,"Different_Path","Diamond"
"595",2323,11,1,"Conscious",19,437,1,18,"Same_Path","Diamond"
"596",2324,11,1,"Conscious",20,411,1,325,"Same_Path","Diamond"
"598",2326,11,1,"Conscious",22,603,1,177,"Same_Path","Diamond"
"599",2327,11,1,"Conscious",23,415,1,177,"Different_Path","Rectangle"
"601",2329,11,1,"Conscious",25,441,1,325,"Same_Path","Diamond"
"602",2330,11,1,"Conscious",26,462,1,133,"Different_Path","Rectangle"
"603",2331,11,1,"Conscious",27,552,1,41,"Different_Path","Rectangle"
"604",2332,11,1,"Conscious",28,487,1,281,"Same_Path","Diamond"
"605",2333,11,1,"Conscious",29,521,1,141,"Same_Path","Diamond"
"606",2334,11,1,"Conscious",30,518,1,88,"Different_Path","Rectangle"
"607",2335,11,1,"Conscious",31,523,1,146,"Different_Path","Diamond"
"608",2336,11,1,"Conscious",32,488,1,35,"Different_Path","Diamond"
"609",2337,11,1,"Conscious",33,564,1,48,"Different_Path","Diamond"
"610",2338,11,1,"Conscious",34,609,1,340,"Different_Path","Rectangle"
"611",2339,11,1,"Conscious",35,638,1,345,"Same_Path","Rectangle"
"612",2340,11,1,"Conscious",36,543,1,208,"Same_Path","Rectangle"
"613",2341,11,1,"Conscious",37,585,1,22,"Different_Path","Diamond"
"614",2342,11,1,"Conscious",38,472,1,85,"Same_Path","Diamond"
"615",2343,11,1,"Conscious",39,431,1,128,"Different_Path","Rectangle"
"616",2344,11,1,"Conscious",40,598,1,296,"Different_Path","Rectangle"
"617",2345,11,1,"Conscious",41,436,1,6,"Different_Path","Diamond"
"618",2346,11,1,"Conscious",42,577,1,16,"Different_Path","Rectangle"
"619",2347,11,1,"Conscious",43,490,1,61,"Different_Path","Diamond"
"620",2348,11,1,"Conscious",44,534,1,234,"Different_Path","Rectangle"
"621",2349,11,1,"Conscious",45,567,1,264,"Same_Path","Diamond"
"622",2350,11,1,"Conscious",46,578,1,234,"Different_Path","Diamond"
"623",2351,11,1,"Conscious",47,443,1,163,"Same_Path","Rectangle"
"624",2352,11,1,"Conscious",48,521,1,197,"Same_Path","Diamond"
"625",2353,11,1,"Conscious",49,574,1,107,"Same_Path","Diamond"
"626",2354,11,1,"Conscious",50,527,1,269,"Different_Path","Diamond"
"627",2355,11,1,"Conscious",51,499,1,69,"Same_Path","Rectangle"
"628",2356,11,1,"Conscious",52,452,1,248,"Same_Path","Rectangle"
"629",2357,11,1,"Conscious",53,853,1,67,"Different_Path","Diamond"
"630",2358,11,1,"Conscious",54,478,1,133,"Same_Path","Diamond"
"631",2359,11,1,"Conscious",55,532,1,226,"Different_Path","Rectangle"
"632",2360,11,1,"Conscious",56,511,1,281,"Different_Path","Diamond"
"633",2361,11,1,"Conscious",57,518,1,30,"Same_Path","Rectangle"
"634",2362,11,1,"Conscious",58,612,1,335,"Same_Path","Diamond"
"635",2363,11,1,"Conscious",59,533,1,280,"Different_Path","Rectangle"
"637",2365,11,1,"Conscious",61,781,1,157,"Different_Path","Rectangle"
"638",2366,11,1,"Conscious",62,639,1,161,"Different_Path","Diamond"
"639",2367,11,1,"Conscious",63,658,1,111,"Different_Path","Diamond"
"640",2368,11,1,"Conscious",64,531,1,184,"Same_Path","Diamond"
"641",2561,12,1,"Conscious",1,1478,1,95,"Same_Path","Rectangle"
"642",2562,12,1,"Conscious",2,867,1,53,"Same_Path","Rectangle"
"644",2564,12,1,"Conscious",4,1121,1,313,"Different_Path","Rectangle"
"645",2565,12,1,"Conscious",5,942,1,209,"Same_Path","Rectangle"
"646",2566,12,1,"Conscious",6,3143,1,198,"Same_Path","Diamond"
"647",2567,12,1,"Conscious",7,853,1,53,"Same_Path","Rectangle"
"648",2568,12,1,"Conscious",8,870,1,308,"Same_Path","Rectangle"
"651",2571,12,1,"Conscious",11,987,1,185,"Different_Path","Rectangle"
"652",2572,12,1,"Conscious",12,882,1,145,"Same_Path","Rectangle"
"653",2573,12,1,"Conscious",13,717,1,28,"Same_Path","Rectangle"
"654",2574,12,1,"Conscious",14,586,1,87,"Same_Path","Rectangle"
"655",2575,12,1,"Conscious",15,913,1,45,"Different_Path","Rectangle"
"656",2576,12,1,"Conscious",16,726,1,67,"Different_Path","Rectangle"
"657",2577,12,1,"Conscious",17,874,1,87,"Same_Path","Diamond"
"658",2578,12,1,"Conscious",18,671,1,151,"Different_Path","Diamond"
"659",2579,12,1,"Conscious",19,638,1,18,"Same_Path","Diamond"
"660",2580,12,1,"Conscious",20,875,1,325,"Same_Path","Diamond"
"661",2581,12,1,"Conscious",21,785,1,341,"Same_Path","Rectangle"
"662",2582,12,1,"Conscious",22,784,1,177,"Same_Path","Diamond"
"663",2583,12,1,"Conscious",23,783,1,177,"Different_Path","Rectangle"
"664",2584,12,1,"Conscious",24,758,1,122,"Same_Path","Diamond"
"665",2585,12,1,"Conscious",25,851,1,325,"Same_Path","Diamond"
"666",2586,12,1,"Conscious",26,687,1,133,"Different_Path","Rectangle"
"667",2587,12,1,"Conscious",27,538,1,41,"Different_Path","Rectangle"
"668",2588,12,1,"Conscious",28,564,1,281,"Same_Path","Diamond"
"669",2589,12,1,"Conscious",29,726,1,141,"Same_Path","Diamond"
"670",2590,12,1,"Conscious",30,586,1,88,"Different_Path","Rectangle"
"671",2591,12,1,"Conscious",31,817,1,146,"Different_Path","Diamond"
"672",2592,12,1,"Conscious",32,658,1,35,"Different_Path","Diamond"
"673",2593,12,1,"Conscious",33,531,1,48,"Different_Path","Diamond"
"674",2594,12,1,"Conscious",34,535,1,340,"Different_Path","Rectangle"
"675",2595,12,1,"Conscious",35,696,1,345,"Same_Path","Rectangle"
"676",2596,12,1,"Conscious",36,553,1,208,"Same_Path","Rectangle"
"677",2597,12,1,"Conscious",37,502,1,22,"Different_Path","Diamond"
"678",2598,12,1,"Conscious",38,472,1,85,"Same_Path","Diamond"
"679",2599,12,1,"Conscious",39,647,1,128,"Different_Path","Rectangle"
"680",2600,12,1,"Conscious",40,634,1,296,"Different_Path","Rectangle"
"681",2601,12,1,"Conscious",41,488,1,6,"Different_Path","Diamond"
"682",2602,12,1,"Conscious",42,571,1,16,"Different_Path","Rectangle"
"683",2603,12,1,"Conscious",43,614,1,61,"Different_Path","Diamond"
"684",2604,12,1,"Conscious",44,495,1,234,"Different_Path","Rectangle"
"685",2605,12,1,"Conscious",45,521,1,264,"Same_Path","Diamond"
"686",2606,12,1,"Conscious",46,758,1,234,"Different_Path","Diamond"
"687",2607,12,1,"Conscious",47,1131,1,163,"Same_Path","Rectangle"
"688",2608,12,1,"Conscious",48,1132,1,197,"Same_Path","Diamond"
"689",2609,12,1,"Conscious",49,709,1,107,"Same_Path","Diamond"
"690",2610,12,1,"Conscious",50,667,1,269,"Different_Path","Diamond"
"691",2611,12,1,"Conscious",51,545,1,69,"Same_Path","Rectangle"
"692",2612,12,1,"Conscious",52,489,1,248,"Same_Path","Rectangle"
"693",2613,12,1,"Conscious",53,476,1,67,"Different_Path","Diamond"
"694",2614,12,1,"Conscious",54,762,1,133,"Same_Path","Diamond"
"695",2615,12,1,"Conscious",55,509,1,226,"Different_Path","Rectangle"
"696",2616,12,1,"Conscious",56,594,1,281,"Different_Path","Diamond"
"697",2617,12,1,"Conscious",57,511,1,30,"Same_Path","Rectangle"
"698",2618,12,1,"Conscious",58,791,1,335,"Same_Path","Diamond"
"699",2619,12,1,"Conscious",59,526,1,280,"Different_Path","Rectangle"
"700",2620,12,1,"Conscious",60,481,1,176,"Different_Path","Rectangle"
"701",2621,12,1,"Conscious",61,390,1,157,"Different_Path","Rectangle"
"702",2622,12,1,"Conscious",62,446,1,161,"Different_Path","Diamond"
"703",2623,12,1,"Conscious",63,425,1,111,"Different_Path","Diamond"
"704",2624,12,1,"Conscious",64,537,1,184,"Same_Path","Diamond"
"705",2817,13,1,"Conscious",1,466,1,95,"Same_Path","Rectangle"
"706",2818,13,1,"Conscious",2,597,1,53,"Same_Path","Rectangle"
"707",2819,13,1,"Conscious",3,561,1,49,"Different_Path","Diamond"
"708",2820,13,1,"Conscious",4,546,1,313,"Different_Path","Rectangle"
"709",2821,13,1,"Conscious",5,601,1,209,"Same_Path","Rectangle"
"710",2822,13,1,"Conscious",6,542,1,198,"Same_Path","Diamond"
"711",2823,13,1,"Conscious",7,822,1,53,"Same_Path","Rectangle"
"712",2824,13,1,"Conscious",8,871,1,308,"Same_Path","Rectangle"
"713",2825,13,1,"Conscious",9,1638,1,224,"Same_Path","Diamond"
"714",2826,13,1,"Conscious",10,907,1,127,"Different_Path","Diamond"
"715",2827,13,1,"Conscious",11,616,1,185,"Different_Path","Rectangle"
"716",2828,13,1,"Conscious",12,529,1,145,"Same_Path","Rectangle"
"717",2829,13,1,"Conscious",13,709,1,28,"Same_Path","Rectangle"
"718",2830,13,1,"Conscious",14,604,1,87,"Same_Path","Rectangle"
"719",2831,13,1,"Conscious",15,519,1,45,"Different_Path","Rectangle"
"720",2832,13,1,"Conscious",16,572,1,67,"Different_Path","Rectangle"
"721",2833,13,1,"Conscious",17,654,1,87,"Same_Path","Diamond"
"722",2834,13,1,"Conscious",18,623,1,151,"Different_Path","Diamond"
"723",2835,13,1,"Conscious",19,454,1,18,"Same_Path","Diamond"
"724",2836,13,1,"Conscious",20,511,1,325,"Same_Path","Diamond"
"725",2837,13,1,"Conscious",21,597,1,341,"Same_Path","Rectangle"
"726",2838,13,1,"Conscious",22,810,1,177,"Same_Path","Diamond"
"727",2839,13,1,"Conscious",23,509,1,177,"Different_Path","Rectangle"
"728",2840,13,1,"Conscious",24,612,1,122,"Same_Path","Diamond"
"729",2841,13,1,"Conscious",25,574,1,325,"Same_Path","Diamond"
"731",2843,13,1,"Conscious",27,742,1,41,"Different_Path","Rectangle"
"732",2844,13,1,"Conscious",28,527,1,281,"Same_Path","Diamond"
"733",2845,13,1,"Conscious",29,521,1,141,"Same_Path","Diamond"
"734",2846,13,1,"Conscious",30,516,1,88,"Different_Path","Rectangle"
"735",2847,13,1,"Conscious",31,569,1,146,"Different_Path","Diamond"
"736",2848,13,1,"Conscious",32,692,1,35,"Different_Path","Diamond"
"737",2849,13,1,"Conscious",33,606,1,48,"Different_Path","Diamond"
"738",2850,13,1,"Conscious",34,537,1,340,"Different_Path","Rectangle"
"739",2851,13,1,"Conscious",35,650,1,345,"Same_Path","Rectangle"
"740",2852,13,1,"Conscious",36,461,1,208,"Same_Path","Rectangle"
"741",2853,13,1,"Conscious",37,597,1,22,"Different_Path","Diamond"
"742",2854,13,1,"Conscious",38,450,1,85,"Same_Path","Diamond"
"743",2855,13,1,"Conscious",39,829,1,128,"Different_Path","Rectangle"
"744",2856,13,1,"Conscious",40,917,1,296,"Different_Path","Rectangle"
"745",2857,13,1,"Conscious",41,602,1,6,"Different_Path","Diamond"
"746",2858,13,1,"Conscious",42,701,1,16,"Different_Path","Rectangle"
"747",2859,13,1,"Conscious",43,590,1,61,"Different_Path","Diamond"
"748",2860,13,1,"Conscious",44,845,1,234,"Different_Path","Rectangle"
"749",2861,13,1,"Conscious",45,569,1,264,"Same_Path","Diamond"
"750",2862,13,1,"Conscious",46,468,1,234,"Different_Path","Diamond"
"751",2863,13,1,"Conscious",47,643,1,163,"Same_Path","Rectangle"
"752",2864,13,1,"Conscious",48,663,1,197,"Same_Path","Diamond"
"753",2865,13,1,"Conscious",49,598,1,107,"Same_Path","Diamond"
"754",2866,13,1,"Conscious",50,563,1,269,"Different_Path","Diamond"
"755",2867,13,1,"Conscious",51,574,1,69,"Same_Path","Rectangle"
"756",2868,13,1,"Conscious",52,455,1,248,"Same_Path","Rectangle"
"757",2869,13,1,"Conscious",53,537,1,67,"Different_Path","Diamond"
"758",2870,13,1,"Conscious",54,636,1,133,"Same_Path","Diamond"
"759",2871,13,1,"Conscious",55,609,1,226,"Different_Path","Rectangle"
"760",2872,13,1,"Conscious",56,645,1,281,"Different_Path","Diamond"
"761",2873,13,1,"Conscious",57,568,1,30,"Same_Path","Rectangle"
"762",2874,13,1,"Conscious",58,643,1,335,"Same_Path","Diamond"
"763",2875,13,1,"Conscious",59,582,1,280,"Different_Path","Rectangle"
"764",2876,13,1,"Conscious",60,685,1,176,"Different_Path","Rectangle"
"765",2877,13,1,"Conscious",61,471,1,157,"Different_Path","Rectangle"
"766",2878,13,1,"Conscious",62,468,1,161,"Different_Path","Diamond"
"767",2879,13,1,"Conscious",63,635,1,111,"Different_Path","Diamond"
"768",2880,13,1,"Conscious",64,505,1,184,"Same_Path","Diamond"
"769",3073,14,1,"Conscious",1,529,1,236,"Different_Path","Diamond"
