"","X","Ss","block.number","Description","Trial","RT","Acc","Angle","Condition","Target"
"1653",6453,27,1,"Conscious",53,523,1,67,"Different_Path","Diamond"
"1654",6454,27,1,"Conscious",54,529,1,133,"Same_Path","Diamond"
"1655",6455,27,1,"Conscious",55,514,1,226,"Different_Path","Rectangle"
"1656",6456,27,1,"Conscious",56,440,1,281,"Different_Path","Diamond"
"1657",6457,27,1,"Conscious",57,571,1,30,"Same_Path","Rectangle"
"1658",6458,27,1,"Conscious",58,500,1,335,"Same_Path","Diamond"
"1659",6459,27,1,"Conscious",59,507,1,280,"Different_Path","Rectangle"
"1660",6460,27,1,"Conscious",60,601,1,176,"Different_Path","Rectangle"
"1661",6461,27,1,"Conscious",61,460,1,157,"Different_Path","Rectangle"
"1662",6462,27,1,"Conscious",62,619,1,161,"Different_Path","Diamond"
"1663",6463,27,1,"Conscious",63,642,1,111,"Different_Path","Diamond"
"1664",6464,27,1,"Conscious",64,526,1,184,"Same_Path","Diamond"
"1665",6657,28,1,"Conscious",1,429,1,236,"Different_Path","Diamond"
"1666",6658,28,1,"Conscious",2,374,1,91,"Same_Path","Rectangle"
"1667",6659,28,1,"Conscious",3,487,1,35,"Same_Path","Diamond"
"1668",6660,28,1,"Conscious",4,401,1,2,"Different_Path","Rectangle"
"1669",6661,28,1,"Conscious",5,604,1,172,"Same_Path","Diamond"
"1670",6662,28,1,"Conscious",6,431,1,216,"Different_Path","Diamond"
"1671",6663,28,1,"Conscious",7,501,1,91,"Same_Path","Rectangle"
"1673",6665,28,1,"Conscious",9,575,1,182,"Different_Path","Rectangle"
"1674",6666,28,1,"Conscious",10,550,1,268,"Different_Path","Rectangle"
"1675",6667,28,1,"Conscious",11,564,1,60,"Same_Path","Diamond"
"1676",6668,28,1,"Conscious",12,423,1,6,"Different_Path","Rectangle"
"1677",6669,28,1,"Conscious",13,351,1,75,"Same_Path","Rectangle"
"1678",6670,28,1,"Conscious",14,412,1,103,"Same_Path","Rectangle"
"1681",6673,28,1,"Conscious",17,705,1,82,"Same_Path","Diamond"
"1682",6674,28,1,"Conscious",18,671,1,238,"Same_Path","Diamond"
"1683",6675,28,1,"Conscious",19,524,1,78,"Same_Path","Diamond"
"1684",6676,28,1,"Conscious",20,552,1,34,"Same_Path","Rectangle"
"1685",6677,28,1,"Conscious",21,572,1,285,"Same_Path","Diamond"
"1686",6678,28,1,"Conscious",22,510,1,328,"Same_Path","Rectangle"
"1687",6679,28,1,"Conscious",23,467,1,244,"Different_Path","Rectangle"
"1688",6680,28,1,"Conscious",24,337,1,151,"Same_Path","Diamond"
"1689",6681,28,1,"Conscious",25,514,1,302,"Same_Path","Rectangle"
"1690",6682,28,1,"Conscious",26,407,1,38,"Same_Path","Rectangle"
"1691",6683,28,1,"Conscious",27,376,1,223,"Same_Path","Rectangle"
"1693",6685,28,1,"Conscious",29,505,1,345,"Different_Path","Rectangle"
"1694",6686,28,1,"Conscious",30,392,1,323,"Different_Path","Rectangle"
"1695",6687,28,1,"Conscious",31,486,1,7,"Same_Path","Rectangle"
"1697",6689,28,1,"Conscious",33,473,1,80,"Different_Path","Rectangle"
"1698",6690,28,1,"Conscious",34,454,1,222,"Same_Path","Diamond"
"1699",6691,28,1,"Conscious",35,519,1,136,"Same_Path","Rectangle"
"1700",6692,28,1,"Conscious",36,763,1,178,"Different_Path","Diamond"
"1701",6693,28,1,"Conscious",37,502,1,225,"Different_Path","Diamond"
"1702",6694,28,1,"Conscious",38,437,1,260,"Different_Path","Diamond"
"1703",6695,28,1,"Conscious",39,530,1,247,"Different_Path","Rectangle"
"1704",6696,28,1,"Conscious",40,524,1,161,"Different_Path","Diamond"
"1706",6698,28,1,"Conscious",42,544,1,123,"Same_Path","Rectangle"
"1707",6699,28,1,"Conscious",43,439,1,219,"Different_Path","Diamond"
"1708",6700,28,1,"Conscious",44,451,1,140,"Different_Path","Rectangle"
"1709",6701,28,1,"Conscious",45,500,1,306,"Different_Path","Rectangle"
"1710",6702,28,1,"Conscious",46,483,1,60,"Different_Path","Rectangle"
"1711",6703,28,1,"Conscious",47,670,1,215,"Different_Path","Rectangle"
"1712",6704,28,1,"Conscious",48,588,1,283,"Same_Path","Rectangle"
"1713",6705,28,1,"Conscious",49,457,1,186,"Same_Path","Diamond"
"1714",6706,28,1,"Conscious",50,617,1,226,"Same_Path","Diamond"
"1715",6707,28,1,"Conscious",51,488,1,193,"Different_Path","Diamond"
"1716",6708,28,1,"Conscious",52,313,1,166,"Same_Path","Rectangle"
"1717",6709,28,1,"Conscious",53,466,1,70,"Different_Path","Diamond"
"1718",6710,28,1,"Conscious",54,519,1,127,"Same_Path","Diamond"
"1719",6711,28,1,"Conscious",55,531,1,199,"Different_Path","Diamond"
"1720",6712,28,1,"Conscious",56,412,1,158,"Different_Path","Rectangle"
"1721",6713,28,1,"Conscious",57,438,1,261,"Different_Path","Diamond"
"1722",6714,28,1,"Conscious",58,321,1,237,"Same_Path","Rectangle"
"1724",6716,28,1,"Conscious",60,418,1,280,"Same_Path","Diamond"
"1725",6717,28,1,"Conscious",61,793,1,130,"Same_Path","Diamond"
"1726",6718,28,1,"Conscious",62,366,1,328,"Same_Path","Diamond"
"1727",6719,28,1,"Conscious",63,393,1,82,"Different_Path","Rectangle"
"1728",6720,28,1,"Conscious",64,415,1,103,"Different_Path","Rectangle"
